"Dist Code","Year","State Code","State Name","Dist Name","PRIMARY SECTOR CONSTANT PRICES (Millions in Rs)","PRIMARY SECTOR CURRENT PRICES (Millions in Rs)","PRIMARY SECTOR CONSTANT SHARES (Percent)","PRIMARY SECTOR CURRENT SHARES (Percent)","SECONDARY SECTOR CONSTANT PRICES (Millions in Rs)","SECONDARY SECTOR CURRENT PRICES (Millions in Rs)","SECONDARY SECTOR CONSTANT SHARES (Percent)","SECONDARY SECTOR CURRENT SHARES (Percent)","TERTIARY SECTOR CONSTANT PRICES (Millions in Rs)","TERTIARY SECTOR CURRENT PRICES (Millions in Rs)","TERTIARY SECTOR CONSTANT SHARES (Percent)","TERTIARY SECTOR CURRENT SHARES (Percent)","TOTAL CONSTANT PRICES (Millions in Rs)","TOTAL CURRENT PRICES (Millions in Rs)","PER CAPITA CURRENT PRICES (1000 in Rs)"
"92","2009 (2004)","11","Tamil Nadu","Thirunelveli","15469","31554","12.99","19.01","36798","49573","30.91","29.87","66787","84848","56.1","51.12","119053","165975","55"
"92","2010 (2004)","11","Tamil Nadu","Thirunelveli","16523","39534","12.52","19.86","42676","61786","32.34","31.04","72769","97751","55.14","49.1","131968","199071","65"
"92","2011 (2004)","11","Tamil Nadu","Thirunelveli","18624","44887","13.27","20.04","45514","70976","32.44","31.68","76165","108146","54.29","48.28","140303","224009","73"
"92","2012 (2004)","11","Tamil Nadu","Thirunelveli","17040","43369","12.03","17.95","46923","78620","33.11","32.55","77739","119579","54.86","49.5","141701","241568","78"
"92","2013 (2004)","11","Tamil Nadu","Thirunelveli","18851","53998","12.75","19.81","47673","84291","32.25","30.92","81277","134285","54.99","49.27","147801","272575","86"
"93","2007 (2004)","11","Tamil Nadu","The Nilgiris","8065","11327","17.0","20.1","6672","7990","14.06","14.18","32704","37038","68.94","65.72","47441","56355","76"
"93","2008 (2004)","11","Tamil Nadu","The Nilgiris","7507","12243","15.95","19.94","6499","8499","13.81","13.84","33056","40666","70.24","66.22","47061","61407","83"
"93","2009 (2004)","11","Tamil Nadu","The Nilgiris","9246","18976","18.76","26.32","7114","9774","14.44","13.56","32917","43338","66.8","60.12","49276","72087","97"
"93","2010 (2004)","11","Tamil Nadu","The Nilgiris","9881","23929","18.98","28.59","8197","12152","15.75","14.52","33974","47629","65.27","56.9","52052","83709","113"
"93","2011 (2004)","11","Tamil Nadu","The Nilgiris","10526","25700","20.04","28.79","8220","13283","15.65","14.88","33769","50284","64.3","56.33","52515","89268","121"
"93","2012 (2004)","11","Tamil Nadu","The Nilgiris","9006","23332","17.72","25.27","8959","15669","17.63","16.97","32865","53345","64.66","57.77","50829","92346","126"
"93","2013 (2004)","11","Tamil Nadu","The Nilgiris","9422","27543","18.36","27.07","8608","16110","16.78","15.83","33284","58099","64.86","57.1","51314","101751","139"
"94","2007 (2004)","11","Tamil Nadu","Kanyakumari","11567","15631","17.12","19.63","21703","26226","32.12","32.93","34309","37775","50.77","47.44","67579","79632","45"
"94","2008 (2004)","11","Tamil Nadu","Kanyakumari","11096","17400","16.34","19.84","22024","29265","32.43","33.36","34785","41053","51.23","46.8","67904","87718","49"
"94","2009 (2004)","11","Tamil Nadu","Kanyakumari","13186","25170","17.54","23.63","25418","35634","33.8","33.46","36588","45691","48.66","42.9","75191","106495","59"
"94","2010 (2004)","11","Tamil Nadu","Kanyakumari","13531","28451","16.94","23.49","29575","44746","37.03","36.95","36755","47899","46.02","39.55","79861","121096","66"
"94","2011 (2004)","11","Tamil Nadu","Kanyakumari","14254","29969","17.77","23.37","30265","49401","37.73","38.52","35696","48866","44.5","38.11","80214","128236","69"
"94","2012 (2004)","11","Tamil Nadu","Kanyakumari","13144","28268","16.25","20.58","32370","57076","40.02","41.55","35369","52007","43.73","37.86","80883","137351","72"
"94","2013 (2004)","11","Tamil Nadu","Kanyakumari","13551","31895","16.41","21.17","32582","61423","39.45","40.77","36462","57350","44.15","38.06","82595","150669","78"
"96","2007 (2004)","7","Maharashtra","Thane","19374","24551","3.68","4.03","134222","156875","25.48","25.75","373271","427700","70.85","70.22","526866","609126","62"
"96","2008 (2004)","7","Maharashtra","Thane","17434","23827","3.08","3.39","134538","168658","23.79","23.97","413620","511008","73.13","72.64","565591","703493","70"
"96","2009 (2004)","7","Maharashtra","Thane","14677","23820","2.28","2.87","146738","186504","22.8","22.51","482058","618353","74.91","74.62","643474","828677","80"
"96","2010 (2004)","7","Maharashtra","Thane","15293","29741","2.13","2.93","161545","218423","22.47","21.55","542071","765350","75.4","75.51","718909","1013514","95"
"96","2011 (2004)","7","Maharashtra","Thane","15904","34898","2.07","2.91","176942","258770","23.03","21.6","575557","904329","74.9","75.49","768402","1197997","108"
"96","2012 (2004)","7","Maharashtra","Thane","15365","35430","1.8","2.47","192031","300148","22.55","20.9","644053","1100436","75.64","76.63","851449","1436013","126"
"96","2013 (2004)","7","Maharashtra","Thane","15708","40510","1.66","2.37","209116","345091","22.14","20.22","719824","1320847","76.2","77.4","944648","1706448","145"
"97","2007 (2004)","7","Maharashtra","Raigad","17519","22211","9.14","9.87","92441","108517","48.2","48.2","81813","94389","42.66","41.93","191773","225117","93"
"97","2008 (2004)","7","Maharashtra","Raigad","15562","21375","7.66","8.33","99154","125268","48.79","48.8","88513","110031","43.55","42.87","203229","256674","104"
"97","2009 (2004)","7","Maharashtra","Raigad","11380","18499","5.39","6.77","98043","124879","46.41","45.69","101840","129917","48.21","47.54","211262","273295","108"
"97","2010 (2004)","7","Maharashtra","Raigad","11308","21970","4.93","6.83","101177","137736","44.12","42.84","116820","161812","50.95","50.33","229305","321519","125"
"97","2011 (2004)","7","Maharashtra","Raigad","11697","25644","4.94","7.06","104830","154240","44.31","42.49","120065","183155","50.75","50.45","236592","363038","138"
"97","2012 (2004)","7","Maharashtra","Raigad","11270","25922","4.48","6.3","109542","170440","43.53","41.45","130812","214833","51.99","52.25","251625","411196","153"
"97","2013 (2004)","7","Maharashtra","Raigad","11529","29649","4.25","6.29","115482","189735","42.6","40.25","144103","252022","53.15","53.46","271114","471406","171"
"98","2007 (2004)","7","Maharashtra","Ratnagiri","13886","17634","20.14","21.84","24397","28163","35.38","34.89","30677","34929","44.49","43.27","68959","80725","49"
"98","2008 (2004)","7","Maharashtra","Ratnagiri","12917","17656","18.61","20.33","25484","31245","36.71","35.98","31012","37927","44.68","43.68","69413","86829","53"
"98","2009 (2004)","7","Maharashtra","Ratnagiri","11624","19049","15.74","19.69","27441","34643","37.16","35.8","34787","43073","47.1","44.51","73852","96765","59"
"98","2010 (2004)","7","Maharashtra","Ratnagiri","14035","27578","17.14","23.4","30891","41035","37.72","34.82","36961","49247","45.14","41.78","81887","117860","73"
"98","2011 (2004)","7","Maharashtra","Ratnagiri","14970","33169","19.01","26.36","27883","40703","35.42","32.35","35877","51940","45.57","41.28","78729","125813","78"
"98","2012 (2004)","7","Maharashtra","Ratnagiri","14775","34168","17.71","24.2","30939","49019","37.09","34.72","37697","58007","45.19","41.08","83411","141193","88"
"98","2013 (2004)","7","Maharashtra","Ratnagiri","15521","40115","17.21","24.63","33860","56754","37.55","34.85","40787","65997","45.23","40.52","90168","162866","102"
"99","2007 (2004)","7","Maharashtra","Nasik","22882","29135","12.98","14.15","48546","56772","27.54","27.58","104833","119927","59.48","58.26","176261","205834","37"
"99","2008 (2004)","7","Maharashtra","Nasik","17977","25411","10.22","11.52","49395","61828","28.08","28.04","108510","133268","61.69","60.44","175882","220507","38"
"99","2009 (2004)","7","Maharashtra","Nasik","15970","26427","8.36","10.76","53466","67873","27.99","27.64","121607","151291","63.65","61.6","191043","245590","42"
"99","2010 (2004)","7","Maharashtra","Nasik","18227","36680","8.71","12.58","59881","80804","28.6","27.71","131231","174076","62.69","59.71","209338","291560","49"
"99","2011 (2004)","7","Maharashtra","Nasik","18612","41843","8.8","13.07","61796","89873","29.23","28.07","131002","188414","61.97","58.86","211410","320130","52"
"99","2012 (2004)","7","Maharashtra","Nasik","17662","42236","7.86","11.67","67442","105672","30.02","29.19","139589","214058","62.12","59.14","224693","361967","58"
"99","2013 (2004)","7","Maharashtra","Nasik","17864","47981","7.36","11.6","73514","121552","30.27","29.38","151468","244190","62.37","59.02","242846","413722","65"
"100","2007 (2004)","7","Maharashtra","Dhule","12233","15515","24.41","26.01","12257","14308","24.45","23.98","25632","29838","51.14","50.01","50123","59661","31"
"100","2008 (2004)","7","Maharashtra","Dhule","9734","13779","19.86","21.87","12480","15560","25.47","24.69","26790","33670","54.67","53.44","49004","63009","32"
"100","2009 (2004)","7","Maharashtra","Dhule","11856","19281","21.2","25.25","13494","17108","24.13","22.4","30569","39983","54.67","52.35","55919","76373","39"
"100","2010 (2004)","7","Maharashtra","Dhule","13470","26940","21.84","28.53","15088","20312","24.47","21.51","33105","47181","53.69","49.96","61663","94433","47"
"100","2011 (2004)","7","Maharashtra","Dhule","13868","30944","21.95","28.98","15438","22382","24.43","20.96","33874","53441","53.61","50.05","63181","106767","52"
"100","2012 (2004)","7","Maharashtra","Dhule","13349","32312","19.95","26.53","16988","26699","25.39","21.92","36570","62784","54.66","51.55","66907","121795","58"
"100","2013 (2004)","7","Maharashtra","Dhule","13682","37274","19.0","26.43","18649","30930","25.9","21.93","39665","72815","55.09","51.64","71995","141018","66"
"101","2007 (2004)","7","Maharashtra","Jalgaon","37122","46868","30.67","32.5","31121","36304","25.71","25.18","52786","61030","43.61","42.32","121028","144202","36"
"101","2008 (2004)","7","Maharashtra","Jalgaon","31090","44043","26.37","28.93","32360","40294","27.45","26.47","54457","67889","46.19","44.6","117907","152226","38"
"101","2009 (2004)","7","Maharashtra","Jalgaon","33067","53445","25.18","30.01","35199","44600","26.8","25.04","63057","80063","48.02","44.95","131322","178108","43"
"101","2010 (2004)","7","Maharashtra","Jalgaon","46281","92185","30.26","38.86","38802","52107","25.37","21.96","67853","92943","44.37","39.18","152936","237235","57"
"101","2011 (2004)","7","Maharashtra","Jalgaon","49233","109329","30.36","39.61","44715","64590","27.57","23.4","68241","102121","42.07","37.0","162189","276040","65"
"101","2012 (2004)","7","Maharashtra","Jalgaon","49165","119753","28.74","38.13","48922","76896","28.6","24.49","72956","117402","42.65","37.38","171043","314051","73"
"101","2013 (2004)","7","Maharashtra","Jalgaon","52286","143507","28.19","38.99","53815","89217","29.02","24.24","79362","135377","42.79","36.78","185463","368101","85"
"102","2007 (2004)","7","Maharashtra","Ahmednagar","30897","39071","22.21","23.75","27053","31605","19.45","19.21","81173","93859","58.35","57.05","139122","164534","38"
"102","2008 (2004)","7","Maharashtra","Ahmednagar","27127","38418","19.35","21.41","27563","34451","19.66","19.2","85495","106558","60.99","59.39","140185","179426","41"
"102","2009 (2004)","7","Maharashtra","Ahmednagar","27023","43846","17.47","21.26","29701","37693","19.2","18.28","97984","124682","63.33","60.46","154709","206221","46"
"102","2010 (2004)","7","Maharashtra","Ahmednagar","28171","56292","16.53","22.38","33212","44787","19.49","17.81","109002","150441","63.97","59.81","170385","251520","56"
"102","2011 (2004)","7","Maharashtra","Ahmednagar","29582","65957","16.11","22.25","40644","59256","22.13","19.99","113412","171267","61.76","57.77","183638","296480","65"
"102","2012 (2004)","7","Maharashtra","Ahmednagar","29045","70262","14.82","20.7","44424","69556","22.67","20.49","122455","199580","62.5","58.8","195924","339398","74"
"102","2013 (2004)","7","Maharashtra","Ahmednagar","30357","82677","14.08","20.73","51541","85182","23.9","21.36","133760","230935","62.02","57.91","215659","398793","86"
"103","2007 (2004)","7","Maharashtra","Pune","37251","46994","5.68","6.26","217186","254848","33.1","33.95","401758","448813","61.23","59.79","656194","750654","89"
"103","2008 (2004)","7","Maharashtra","Pune","31214","44222","4.57","5.28","214168","269589","31.37","32.21","437252","523231","64.05","62.51","682634","837041","96"
"103","2009 (2004)","7","Maharashtra","Pune","32462","52471","4.28","5.48","231716","294665","30.58","30.78","493544","610345","65.14","63.74","757722","957481","107"
"103","2010 (2004)","7","Maharashtra","Pune","34959","69738","4.18","6.07","253755","345144","30.37","30.06","546943","733304","65.45","63.87","835656","1148186","125"
"103","2011 (2004)","7","Maharashtra","Pune","36858","82024","4.4","6.44","266491","392488","31.79","30.83","534826","798533","63.81","62.73","838175","1273045","135"
"103","2012 (2004)","7","Maharashtra","Pune","36394","88267","3.96","5.93","287476","448274","31.3","30.14","594605","950877","64.74","63.93","918474","1487417","154"
"103","2013 (2004)","7","Maharashtra","Pune","38280","104533","3.78","6.0","312681","514849","30.9","29.55","660874","1122883","65.31","64.45","1011835","1742264","175"
"104","2007 (2004)","7","Maharashtra","Satara","25456","32149","25.95","27.69","21174","24692","21.58","21.27","51476","59263","52.47","51.04","98105","116104","40"
"104","2008 (2004)","7","Maharashtra","Satara","21418","30307","22.49","24.85","21327","26556","22.39","21.78","52494","65082","55.12","53.37","95240","121945","41"
"104","2009 (2004)","7","Maharashtra","Satara","21348","34611","20.32","24.83","22734","28811","21.64","20.67","60984","75955","58.04","54.5","105067","139377","47"
"104","2010 (2004)","7","Maharashtra","Satara","23105","46122","20.48","27.74","24442","32787","21.67","19.72","65253","87369","57.85","52.54","112800","166278","56"
"104","2011 (2004)","7","Maharashtra","Satara","23861","53174","20.39","28.27","27183","39261","23.23","20.87","65975","95677","56.38","50.86","117020","188112","63"
"104","2012 (2004)","7","Maharashtra","Satara","23042","55661","19.02","26.73","28090","44147","23.19","21.2","69998","108412","57.79","52.07","121130","208219","69"
"104","2013 (2004)","7","Maharashtra","Satara","23707","64413","18.32","27.13","30500","50581","23.57","21.31","75213","122388","58.12","51.56","129420","237382","78"
"105","2007 (2004)","7","Maharashtra","Sangli","25719","32372","28.64","30.51","21824","25517","24.3","24.05","42255","48218","47.06","45.44","89798","106106","39"
"105","2008 (2004)","7","Maharashtra","Sangli","21886","31086","25.32","28.07","21777","27232","25.2","24.59","42770","52436","49.48","47.34","86433","110754","40"
"105","2009 (2004)","7","Maharashtra","Sangli","24523","39424","25.37","30.54","23372","29661","24.18","22.98","48779","60006","50.46","46.48","96674","129092","47"
"105","2010 (2004)","7","Maharashtra","Sangli","25694","51199","24.85","33.08","25751","34817","24.9","22.49","51970","68767","50.25","44.43","103415","154783","55"
"105","2011 (2004)","7","Maharashtra","Sangli","26918","59790","25.72","34.71","26823","39271","25.63","22.8","50919","73200","48.65","42.49","104660","172261","61"
"105","2012 (2004)","7","Maharashtra","Sangli","26475","64559","24.32","33.69","28989","45397","26.63","23.69","53396","81662","49.05","42.62","108860","191618","67"
"105","2013 (2004)","7","Maharashtra","Sangli","27721","76165","23.81","34.58","31333","51812","26.92","23.53","57354","92257","49.27","41.89","116408","220235","77"
"106","2007 (2004)","7","Maharashtra","Solapur","32410","40907","23.99","25.53","28285","33079","20.94","20.64","74399","86249","55.07","53.83","135093","160235","39"
"106","2008 (2004)","7","Maharashtra","Solapur","30494","43242","22.1","24.34","29407","36787","21.31","20.7","78080","97657","56.59","54.96","137981","177686","43"
"106","2009 (2004)","7","Maharashtra","Solapur","35484","57194","22.64","26.9","31429","39882","20.06","18.75","89789","115574","57.3","54.35","156702","212650","50"
"106","2010 (2004)","7","Maharashtra","Solapur","33850","67529","20.27","26.73","34518","46552","20.67","18.43","98629","138547","59.06","54.84","166997","252628","59"
"106","2011 (2004)","7","Maharashtra","Solapur","36813","81891","20.84","27.82","37384","54326","21.16","18.46","102475","158096","58.0","53.72","176672","294313","68"
"106","2012 (2004)","7","Maharashtra","Solapur","37522","91193","19.9","26.91","41195","64564","21.85","19.05","109852","183113","58.26","54.04","188569","338870","78"
"106","2013 (2004)","7","Maharashtra","Solapur","40720","111513","19.88","28.09","44930","74303","21.93","18.72","119188","211108","58.19","53.19","204837","396924","90"
"107","2007 (2004)","7","Maharashtra","Kolhapur","48791","61293","29.62","31.37","47053","55051","28.57","28.17","68857","79067","41.81","40.46","164701","195412","52"
"107","2008 (2004)","7","Maharashtra","Kolhapur","41824","59428","26.23","28.9","46890","58817","29.41","28.6","70745","87410","44.37","42.5","159458","205655","55"
"107","2009 (2004)","7","Maharashtra","Kolhapur","43559","69859","25.16","29.95","49645","63092","28.68","27.05","79904","100265","46.16","42.99","173108","233215","61"
