Key,State  code,State name,District code,District name, Year , Units: in 000 rupees Total  agricultural credit, Units: in 000 rupees Agricultural credit direct, Units: in 000 rupees Agricultural credit indirect, Units: in 000 rupees  Total  credit,,
199201212,12,Uttar Pradesh,199,Bareilly,2012,13219760,12397462,822298,37707215,,
199201312,12,Uttar Pradesh,199,Bareilly,2013,14775028,13964285,810743,43321052,,
199201412,12,Uttar Pradesh,199,Bareilly,2014,16436984,15517886,919098,53055431,,
199201512,12,Uttar Pradesh,199,Bareilly,2015,20574999,19580985,994014,63209328,,
200200212,12,Uttar Pradesh,200,Budaun,2002,1660864,1620704,40160,3673676,,
200200312,12,Uttar Pradesh,200,Budaun,2003,1908787,1848519,60268,4025681,,
200200412,12,Uttar Pradesh,200,Budaun,2004,1929491,1868421,61070,4033534,,
200200512,12,Uttar Pradesh,200,Budaun,2005,2903700,2817979,85721,4949165,,
200200612,12,Uttar Pradesh,200,Budaun,2006,3458622,3374340,84282,5891848,,
200200712,12,Uttar Pradesh,200,Budaun,2007,4015434,3918728,96706,6653328,,
200200812,12,Uttar Pradesh,200,Budaun,2008,4442251,4344855,97396,6968641,,
200200912,12,Uttar Pradesh,200,Budaun,2009,5119974,4945012,174962,7924798,,
200201012,12,Uttar Pradesh,200,Budaun,2010,6782040,6301958,480082,9625232,,
200201112,12,Uttar Pradesh,200,Budaun,2011,7709016,7497385,211631,10910497,,
200201212,12,Uttar Pradesh,200,Budaun,2012,8441819,8127970,313849,12027196,,
200201312,12,Uttar Pradesh,200,Budaun,2013,9884542,9626310,258232,13982192,,
200201412,12,Uttar Pradesh,200,Budaun,2014,13304286,12736459,567827,17773911,,
200201512,12,Uttar Pradesh,200,Budaun,2015,15306235,14649204,657031,19745793,,
201200212,12,Uttar Pradesh,201,Moradabad,2002,1939325,1841536,97789,11422325,,
201200312,12,Uttar Pradesh,201,Moradabad,2003,2646369,2528997,117372,14007266,,
201200412,12,Uttar Pradesh,201,Moradabad,2004,3513483,3173594,339889,15809470,,
201200512,12,Uttar Pradesh,201,Moradabad,2005,3589177,3290109,299068,19209032,,
201200612,12,Uttar Pradesh,201,Moradabad,2006,4659572,4226482,433090,22496442,,
201200712,12,Uttar Pradesh,201,Moradabad,2007,5435674,5178563,257111,26350696,,
201200812,12,Uttar Pradesh,201,Moradabad,2008,7583321,6922385,660936,31700020,,
201200912,12,Uttar Pradesh,201,Moradabad,2009,8640761,7998393,642368,32880952,,
201201012,12,Uttar Pradesh,201,Moradabad,2010,9694836,9053037,641799,36634760,,
201201112,12,Uttar Pradesh,201,Moradabad,2011,10953592,10469721,483871,41893281,,
201201212,12,Uttar Pradesh,201,Moradabad,2012,4807795,4428977,378818,42726313,,
201201312,12,Uttar Pradesh,201,Moradabad,2013,5799992,5463880,336112,41295911,,
201201412,12,Uttar Pradesh,201,Moradabad,2014,24878782,24266534,612248,65019166,,
201201512,12,Uttar Pradesh,201,Moradabad,2015,20018987,19594351,424636,70109621,,
202200212,12,Uttar Pradesh,202,Shahjahanpur,2002,1924335,1877952,46383,7501664,,
202200312,12,Uttar Pradesh,202,Shahjahanpur,2003,2297795,2249173,48622,9604793,,
202200412,12,Uttar Pradesh,202,Shahjahanpur,2004,2603129,2555829,47300,5231286,,
202200512,12,Uttar Pradesh,202,Shahjahanpur,2005,3404367,3091135,313232,10044603,,
202200612,12,Uttar Pradesh,202,Shahjahanpur,2006,4155036,3882469,272567,7108441,,
202200712,12,Uttar Pradesh,202,Shahjahanpur,2007,5047871,4710867,337004,8621483,,
202200812,12,Uttar Pradesh,202,Shahjahanpur,2008,5857263,5572891,284372,10755926,,
202200912,12,Uttar Pradesh,202,Shahjahanpur,2009,6332211,5980291,351920,13493833,,
202201012,12,Uttar Pradesh,202,Shahjahanpur,2010,7818912,6871964,946948,16328565,,
202201112,12,Uttar Pradesh,202,Shahjahanpur,2011,9360573,8596735,763838,21215707,,
202201212,12,Uttar Pradesh,202,Shahjahanpur,2012,12180984,11493691,687293,24262896,,
202201312,12,Uttar Pradesh,202,Shahjahanpur,2013,13912183,13174641,737542,28254482,,
202201412,12,Uttar Pradesh,202,Shahjahanpur,2014,19347439,18264279,1083160,29458089,,
202201512,12,Uttar Pradesh,202,Shahjahanpur,2015,21162033,19584840,1577193,39913050,,
203200212,12,Uttar Pradesh,203,Pilibhit,2002,1319552,1288428,31124,2328077,,
203200312,12,Uttar Pradesh,203,Pilibhit,2003,1654466,1625597,28869,2668176,,
203200412,12,Uttar Pradesh,203,Pilibhit,2004,2078572,2035329,43243,3479641,,
203200512,12,Uttar Pradesh,203,Pilibhit,2005,2730386,2586262,144124,4101554,,
203200612,12,Uttar Pradesh,203,Pilibhit,2006,3681897,3135033,546864,5269111,,
203200712,12,Uttar Pradesh,203,Pilibhit,2007,4497850,4158886,338964,6553281,,
203200812,12,Uttar Pradesh,203,Pilibhit,2008,4663678,4385315,278363,6599899,,
203200912,12,Uttar Pradesh,203,Pilibhit,2009,5048404,4700214,348190,7420381,,
203201012,12,Uttar Pradesh,203,Pilibhit,2010,6090336,5582860,507476,8749754,,
203201112,12,Uttar Pradesh,203,Pilibhit,2011,7854224,6991110,863114,10899531,,
203201212,12,Uttar Pradesh,203,Pilibhit,2012,9464759,9114527,350232,13040142,,
203201312,12,Uttar Pradesh,203,Pilibhit,2013,10296806,9882077,414729,14560388,,
203201412,12,Uttar Pradesh,203,Pilibhit,2014,13732410,13189536,542874,18324474,,
203201512,12,Uttar Pradesh,203,Pilibhit,2015,16354597,15592729,761868,21673804,,
204200212,12,Uttar Pradesh,204,Rampur,2002,1634704,1593334,41370,3286219,,
204200312,12,Uttar Pradesh,204,Rampur,2003,1879979,1842382,37597,3893201,,
204200412,12,Uttar Pradesh,204,Rampur,2004,2296709,2141131,155578,4427190,,
204200512,12,Uttar Pradesh,204,Rampur,2005,2661690,2541359,120331,5191046,,
204200612,12,Uttar Pradesh,204,Rampur,2006,3647306,3523683,123623,6576827,,
204200712,12,Uttar Pradesh,204,Rampur,2007,3824860,3580735,244125,6385209,,
204200812,12,Uttar Pradesh,204,Rampur,2008,4228853,4167483,61370,6608642,,
204200912,12,Uttar Pradesh,204,Rampur,2009,5164539,5072512,92027,8486537,,
