Key,Dist Code,Year,State Code,State Name,Dist Name,CANALS AREA (1000 ha),TANKS AREA (1000 ha),TUBE WELLS AREA (1000 ha),OTHER WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),OTHER SOURCES AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha)
232199912,232,1999,12,Uttar Pradesh,Gonda,0,4.83,163.61,1.27,164.88,0.17,169.88,196.89
232200012,232,2000,12,Uttar Pradesh,Gonda,0,0.11,187.22,0.74,187.97,0,188.07,195.14
232200112,232,2001,12,Uttar Pradesh,Gonda,0,0.29,182.52,1.06,183.58,0.13,184,206.84
232200212,232,2002,12,Uttar Pradesh,Gonda,0,1.23,202.52,2.94,205.46,0.12,206.8,257.52
232200312,232,2003,12,Uttar Pradesh,Gonda,0,0.99,208.44,2.33,210.77,0.66,212.42,249.14
232200412,232,2004,12,Uttar Pradesh,Gonda,7.65,0.36,177.82,1.84,179.66,0.03,187.71,256.13
232200512,232,2005,12,Uttar Pradesh,Gonda,0.41,0,200.15,0,200.15,0.55,201.11,260.19
232200612,232,2006,12,Uttar Pradesh,Gonda,1.18,12.8,249.01,0,249.02,0.68,263.67,303.59
232200712,232,2007,12,Uttar Pradesh,Gonda,5.8,2.23,241.59,0,241.59,0.7,250.33,284.33
232200812,232,2008,12,Uttar Pradesh,Gonda,9.96,0,217.96,0,217.96,0,227.91,290.37
232200912,232,2009,12,Uttar Pradesh,Gonda,18.94,0,229.9,0,229.9,0,248.84,331.41
232201012,232,2010,12,Uttar Pradesh,Gonda,21.83,0,224.75,0,224.75,0,246.58,343.7
232201112,232,2011,12,Uttar Pradesh,Gonda,0,0,238.4,0,238.4,0,238.4,349.68
232201212,232,2012,12,Uttar Pradesh,Gonda,0,0,255.74,0,255.74,0,255.74,379.06
232201312,232,2013,12,Uttar Pradesh,Gonda,16.14,0,222.79,11.92,234.7,0,250.85,383.55
232201412,232,2014,12,Uttar Pradesh,Gonda,0.16,0.11,254.12,0.94,255.06,0,255.33,387.84
232201512,232,2015,12,Uttar Pradesh,Gonda,0.3,-1,248.08,1.76,249.83,0.13,250.26,390.21
232201612,232,2016,12,Uttar Pradesh,Gonda,0.32,0,247.86,1.88,249.74,0.12,250.18,390.29
233199012,233,1990,12,Uttar Pradesh,Bahraich,5.34,1.77,114.7,2.79,117.49,1.29,125.89,131.18
233199112,233,1991,12,Uttar Pradesh,Bahraich,0.55,3.69,104.43,4.17,108.6,4.56,117.4,125.74
233199212,233,1992,12,Uttar Pradesh,Bahraich,0.58,2.08,119.92,3.52,123.44,2.92,129.02,138.13
233199312,233,1993,12,Uttar Pradesh,Bahraich,1.21,8.19,107.02,5.35,112.37,6.97,128.74,137.19
233199412,233,1994,12,Uttar Pradesh,Bahraich,0.66,6.33,121.96,0,121.96,4.86,133.8,142.52
233199512,233,1995,12,Uttar Pradesh,Bahraich,0.19,3.91,123.54,1.21,124.76,2.63,131.49,143.16
233199612,233,1996,12,Uttar Pradesh,Bahraich,11.38,5.22,125.77,7.68,133.44,2.65,152.68,183.64
233199712,233,1997,12,Uttar Pradesh,Bahraich,7.18,7.61,65.54,3.54,69.09,1.19,85.07,91.96
233199812,233,1998,12,Uttar Pradesh,Bahraich,3.44,9.18,68.58,6.47,75.05,2.99,90.66,97.04
233199912,233,1999,12,Uttar Pradesh,Bahraich,8.35,0.99,66.13,10.75,76.88,1.45,87.67,96.26
233200012,233,2000,12,Uttar Pradesh,Bahraich,8.87,0.77,63.36,13.87,77.23,0.97,87.85,97.6
233200112,233,2001,12,Uttar Pradesh,Bahraich,14.54,1.17,102.73,23.42,126.15,0.08,141.94,154.86
233200212,233,2002,12,Uttar Pradesh,Bahraich,6.39,1.35,114.48,36.02,150.5,0.88,159.12,178.87
233200312,233,2003,12,Uttar Pradesh,Bahraich,5.27,0.15,143.97,1.65,145.63,0.01,151.06,169.27
233200412,233,2004,12,Uttar Pradesh,Bahraich,6.69,0.15,158.43,0.29,158.73,0.97,166.54,180.94
233200512,233,2005,12,Uttar Pradesh,Bahraich,6.72,0.1,157.92,0,157.92,0.13,164.87,182.72
233200612,233,2006,12,Uttar Pradesh,Bahraich,6.2,0.12,161.01,0,161.01,0,167.32,188.69
233200712,233,2007,12,Uttar Pradesh,Bahraich,7.5,0.05,154.05,0,154.05,0.26,161.87,187.36
233200812,233,2008,12,Uttar Pradesh,Bahraich,7.87,0.1,163.1,0,163.1,0.27,171.34,184.5
233200912,233,2009,12,Uttar Pradesh,Bahraich,6.73,0.03,157.68,0,157.68,0.06,164.49,184.98
233201012,233,2010,12,Uttar Pradesh,Bahraich,6.94,0,164.71,0,164.71,0.43,172.07,197.54
233201112,233,2011,12,Uttar Pradesh,Bahraich,6.47,0,160.33,0.9,161.23,0.33,168.03,199.99
233201212,233,2012,12,Uttar Pradesh,Bahraich,4.46,0,164.46,0.81,165.27,0.11,169.83,200.57
233201312,233,2013,12,Uttar Pradesh,Bahraich,3.45,0,165.83,0,165.83,0,169.28,217.53
233201412,233,2014,12,Uttar Pradesh,Bahraich,3.74,0.18,134.63,64.61,199.23,2.17,205.33,247.06
233201512,233,2015,12,Uttar Pradesh,Bahraich,4.68,1.48,132.19,76.02,208.21,6.13,220.5,259.42
233201612,233,2016,12,Uttar Pradesh,Bahraich,4.72,1.31,133.6,74.57,208.17,5.89,220.09,290
234199012,234,1990,12,Uttar Pradesh,Sultanpur,66.2,1.3,103.07,0.75,103.82,0.1,171.4,204.7
234199112,234,1991,12,Uttar Pradesh,Sultanpur,65.3,0.8,104.07,0.52,104.59,0.1,170.8,217.6
234199212,234,1992,12,Uttar Pradesh,Sultanpur,67.7,0.5,110.13,0.41,110.54,0.1,178.9,242
234199312,234,1993,12,Uttar Pradesh,Sultanpur,76.7,0.4,119.84,0.82,120.66,0.1,197.8,261.6
234199412,234,1994,12,Uttar Pradesh,Sultanpur,69.24,0.28,123.46,0,123.46,0.31,193.3,270.1
234199512,234,1995,12,Uttar Pradesh,Sultanpur,76.95,0.22,111.5,0.23,111.73,0,188.9,275.8
234199612,234,1996,12,Uttar Pradesh,Sultanpur,68.42,0.19,137.26,0.32,137.58,0.01,206.2,287.8
234199712,234,1997,12,Uttar Pradesh,Sultanpur,66.86,0.26,139.56,0.01,139.57,0.01,206.7,295.14
234199812,234,1998,12,Uttar Pradesh,Sultanpur,75.46,0.08,138.16,0.44,138.6,0.01,214.14,293.67
234199912,234,1999,12,Uttar Pradesh,Sultanpur,75.91,0.07,143.52,0.03,143.55,0.07,219.6,297.3
234200012,234,2000,12,Uttar Pradesh,Sultanpur,71.43,0.06,145.61,0.02,145.63,0.01,217.13,306
234200112,234,2001,12,Uttar Pradesh,Sultanpur,57.85,0.04,154.7,0.07,154.77,0,212.66,308.6
234200212,234,2002,12,Uttar Pradesh,Sultanpur,62.23,0.09,166.9,0.21,167.11,0.12,229.54,329.2
234200312,234,2003,12,Uttar Pradesh,Sultanpur,71.01,0.14,162.62,0.15,162.77,0.05,233.97,359.06
234200412,234,2004,12,Uttar Pradesh,Sultanpur,65.09,0.11,169.73,0.07,169.8,0.01,235.02,360.61
234200512,234,2005,12,Uttar Pradesh,Sultanpur,60.49,0.09,174.97,0,174.97,0,235.55,362.63
234200612,234,2006,12,Uttar Pradesh,Sultanpur,62.89,0.08,170.35,0,170.35,0,233.31,364.3
234200712,234,2007,12,Uttar Pradesh,Sultanpur,67.78,0,174.19,0,174.19,0,241.98,368.33
234200812,234,2008,12,Uttar Pradesh,Sultanpur,65.4,0.06,179.25,0,179.25,0.01,244.72,371.98
234200912,234,2009,12,Uttar Pradesh,Sultanpur,66.73,0,177.9,0,177.9,0,244.63,371.07
234201012,234,2010,12,Uttar Pradesh,Sultanpur,31.36,0,114.13,0,114.13,0,145.49,227.62
234201112,234,2011,12,Uttar Pradesh,Sultanpur,34.71,0,113.57,0,113.57,0,148.28,229.36
234201212,234,2012,12,Uttar Pradesh,Sultanpur,32.71,0,116.16,0,116.16,0,148.87,228.68
234201312,234,2013,12,Uttar Pradesh,Sultanpur,31.63,0.02,118.75,0.02,118.77,0,150.41,229.44
234201412,234,2014,12,Uttar Pradesh,Sultanpur,29.78,0,118.03,0.81,118.84,0,148.62,238.1
234201512,234,2015,12,Uttar Pradesh,Sultanpur,20.93,0.01,131.04,1.32,132.36,-1,153.3,230.2
234201612,234,2016,12,Uttar Pradesh,Sultanpur,22.03,0,130.22,1.04,131.26,0,153.29,250.22
235199012,235,1990,12,Uttar Pradesh,Pratapgarh,79.8,0.4,69.13,1.28,70.41,0.2,150.7,185.7
235199112,235,1991,12,Uttar Pradesh,Pratapgarh,81,0.3,76.52,0.66,77.18,1.1,159.7,199.7
235199212,235,1992,12,Uttar Pradesh,Pratapgarh,79,0.4,82.3,0.58,82.88,0.2,162.4,225.1
235199312,235,1993,12,Uttar Pradesh,Pratapgarh,83.3,0.2,79.3,0.6,79.9,0,163.4,234.5
235199412,235,1994,12,Uttar Pradesh,Pratapgarh,75.61,0.04,80.64,0,80.64,0.26,156.6,234.3
235199512,235,1995,12,Uttar Pradesh,Pratapgarh,67.58,0.1,91.73,0.29,92.02,0,159.7,253.6
235199612,235,1996,12,Uttar Pradesh,Pratapgarh,78.84,0.03,92.31,0.67,92.98,0.05,171.9,261.9
235199712,235,1997,12,Uttar Pradesh,Pratapgarh,71.9,0.01,99.14,0.31,99.45,0.01,171.38,262.76
235199812,235,1998,12,Uttar Pradesh,Pratapgarh,76.01,0.01,101.45,0.18,101.63,0.03,177.67,267.26
235199912,235,1999,12,Uttar Pradesh,Pratapgarh,73.48,0.17,102.79,0.02,102.81,0,176.46,267.59
235200012,235,2000,12,Uttar Pradesh,Pratapgarh,73.22,0.11,103.18,0.27,103.45,0.03,176.81,265.95
235200112,235,2001,12,Uttar Pradesh,Pratapgarh,86.73,0.01,107.97,0.09,108.07,0,194.82,284
235200212,235,2002,12,Uttar Pradesh,Pratapgarh,78.6,0.01,100.6,0.08,100.68,0,179.29,268.61
235200312,235,2003,12,Uttar Pradesh,Pratapgarh,72.3,0,113.47,0.18,113.65,0,185.95,277.83
235200412,235,2004,12,Uttar Pradesh,Pratapgarh,81.81,0.02,103.29,0.01,103.3,0,185.12,266.32
235200512,235,2005,12,Uttar Pradesh,Pratapgarh,85.42,0.73,104.83,0,104.83,0,190.98,270.32
235200612,235,2006,12,Uttar Pradesh,Pratapgarh,78.09,0,117.08,0,117.08,0.01,195.19,262.5
235200712,235,2007,12,Uttar Pradesh,Pratapgarh,79.04,0.01,113.34,0,113.34,0,192.39,262.15
235200812,235,2008,12,Uttar Pradesh,Pratapgarh,86.56,0,107.96,0,107.96,0,194.52,267.14
235200912,235,2009,12,Uttar Pradesh,Pratapgarh,91.81,0,97.99,0,97.99,0,189.8,267.44
235201012,235,2010,12,Uttar Pradesh,Pratapgarh,85.62,0,108.11,0,108.11,0,193.73,269.2
235201112,235,2011,12,Uttar Pradesh,Pratapgarh,87,0,108.52,0,108.52,0,195.52,268.73
235201212,235,2012,12,Uttar Pradesh,Pratapgarh,72.98,0,90.07,0,90.07,0,163.04,268.22
235201312,235,2013,12,Uttar Pradesh,Pratapgarh,63.5,0,53.57,42.16,95.72,0,159.22,262.63
235201412,235,2014,12,Uttar Pradesh,Pratapgarh,89.01,0,94.12,0,94.12,0,183.13,315.27
235201512,235,2015,12,Uttar Pradesh,Pratapgarh,66.34,-1,141.34,0.16,141.5,-1,207.84,307.55
235201612,235,2016,12,Uttar Pradesh,Pratapgarh,66.19,0,141.54,0.16,141.7,0,207.89,338.21
236199012,236,1990,12,Uttar Pradesh,Barabanki,112.9,2.5,83.55,2.19,85.74,0.1,201.3,309.3
236199112,236,1991,12,Uttar Pradesh,Barabanki,107.9,1,87.83,0.67,88.5,0.2,197.7,328.1
236199212,236,1992,12,Uttar Pradesh,Barabanki,106.1,1.6,106.67,2.28,108.95,1.3,217.9,340.6
236199312,236,1993,12,Uttar Pradesh,Barabanki,102.7,5,117.99,1.47,119.46,1.2,228.3,345.4
236199412,236,1994,12,Uttar Pradesh,Barabanki,100.3,1.13,103.93,0,103.93,1.88,207.2,366
236199512,236,1995,12,Uttar Pradesh,Barabanki,107.63,0.57,109.29,0.56,109.85,0.25,218.3,364.9
236199612,236,1996,12,Uttar Pradesh,Barabanki,93.43,0.8,138.16,0.61,138.77,0.7,233.7,392.5
236199712,236,1997,12,Uttar Pradesh,Barabanki,84.34,0.46,88.04,0.91,88.95,0.06,173.81,331.65
236199812,236,1998,12,Uttar Pradesh,Barabanki,80.75,0.25,128.99,12.05,141.04,0.17,222.21,341.21
236199912,236,1999,12,Uttar Pradesh,Barabanki,83.62,0.23,128.04,1,129.04,0.19,213.08,349.34
236200012,236,2000,12,Uttar Pradesh,Barabanki,70.5,0.31,138.54,2.51,141.05,0.55,212.42,354.81
236200112,236,2001,12,Uttar Pradesh,Barabanki,70.26,0.2,140.11,1.2,141.31,0.06,211.82,365.95
236200212,236,2002,12,Uttar Pradesh,Barabanki,72.66,0.21,158.01,0.88,158.89,0.27,232.03,368.87
236200312,236,2003,12,Uttar Pradesh,Barabanki,71.94,0.23,168.45,0.21,168.65,0.02,240.85,426.42
236200412,236,2004,12,Uttar Pradesh,Barabanki,81.28,0.09,162.27,0.55,162.82,0.03,244.22,440.55
236200512,236,2005,12,Uttar Pradesh,Barabanki,84.29,0.02,164.56,0,164.56,0.03,248.9,454.45
236200612,236,2006,12,Uttar Pradesh,Barabanki,82.75,0.01,169.62,0,169.62,0.03,252.4,453.83
236200712,236,2007,12,Uttar Pradesh,Barabanki,78.38,0.02,142.69,0,142.69,0.01,221.1,417.29
236200812,236,2008,12,Uttar Pradesh,Barabanki,81.33,0.02,146.08,0,146.08,0,227.43,429.14
236200912,236,2009,12,Uttar Pradesh,Barabanki,78.31,0.04,158.89,0,158.89,0.07,237.32,443.53
236201012,236,2010,12,Uttar Pradesh,Barabanki,79.83,0.03,159.32,0,159.32,0.04,239.22,447.93
236201112,236,2011,12,Uttar Pradesh,Barabanki,80.44,0,153.74,0,153.74,0,234.18,460.98
236201212,236,2012,12,Uttar Pradesh,Barabanki,77.21,0,154.72,0,154.72,0,231.94,470.55
236201312,236,2013,12,Uttar Pradesh,Barabanki,72.69,0.23,125.39,39.35,164.74,0,237.67,493.12
236201412,236,2014,12,Uttar Pradesh,Barabanki,73.18,0,117.8,37.07,154.87,0,228.05,488.23
236201512,236,2015,12,Uttar Pradesh,Barabanki,56.03,0.06,171.03,20.42,191.45,0.07,247.6,502.63
236201612,236,2016,12,Uttar Pradesh,Barabanki,56.03,0.06,172.06,19.38,191.45,0.07,247.6,502.63
237199016,237,1990,16,Uttarakhand,Nainital,71.8,0.14,78.31,11.79,90.1,5.64,167.68,253.65
237199116,237,1991,16,Uttarakhand,Nainital,61.85,0.1,82.05,11.66,93.71,5.04,160.69,253.78
237199216,237,1992,16,Uttarakhand,Nainital,50.31,0.16,74.82,15.24,90.06,4.61,145.14,269.97
237199316,237,1993,16,Uttarakhand,Nainital,64.27,0.48,81.83,16.81,98.64,4.02,167.4,269.35
237199416,237,1994,16,Uttarakhand,Nainital,56.62,0.16,96.2,0,96.2,26.61,179.6,273.59
237199516,237,1995,16,Uttarakhand,Nainital,21.8,0,2.76,0.24,3,0.67,25.47,41.07
237199616,237,1996,16,Uttarakhand,Nainital,25.42,0,4.12,0,4.12,0.75,30.29,42.83
237199716,237,1997,16,Uttarakhand,Nainital,25.13,0,3.26,0,3.26,0.84,29.23,45.18
237199816,237,1998,16,Uttarakhand,Nainital,24.2,0,5.08,0,5.08,0.88,30.16,45.48
237199916,237,1999,16,Uttarakhand,Nainital,23.96,0,5.2,0,5.2,0.49,29.66,45.48
237200016,237,2000,16,Uttarakhand,Nainital,24.31,0,4.48,0,4.48,0.55,29.34,44.41
237200116,237,2001,16,Uttarakhand,Nainital,10.92,0,4.75,0,4.75,0.7,16.37,46.13
237200216,237,2002,16,Uttarakhand,Nainital,24.46,0,4.22,0,4.22,0.75,29.43,41.94
237200316,237,2003,16,Uttarakhand,Nainital,22.99,0,5.57,0,5.57,0.36,28.92,41.6
237200416,237,2004,16,Uttarakhand,Nainital,23.29,0,4.26,0,4.26,0.46,28.02,40.15
237200516,237,2005,16,Uttarakhand,Nainital,21.36,0,4.58,0,4.58,0.15,26.09,40.48
237200616,237,2006,16,Uttarakhand,Nainital,19.11,0,8.84,0,8.84,0.26,28.21,38.56
237200716,237,2007,16,Uttarakhand,Nainital,22.63,0,5.37,0,5.37,0.33,28.33,41.46
237200816,237,2008,16,Uttarakhand,Nainital,23.4,0,3.11,1.21,4.32,0.33,28.05,40.21
237200916,237,2009,16,Uttarakhand,Nainital,20.51,0,5.41,1.37,6.78,0.4,27.7,41.05
237201016,237,2010,16,Uttarakhand,Nainital,20.94,0,4.96,0.91,5.87,0.21,27.02,39.81
237201116,237,2011,16,Uttarakhand,Nainital,22.45,0,3.96,0.88,4.84,0.09,27.37,40.34
237201216,237,2012,16,Uttarakhand,Nainital,21.92,0,5.12,0.8,5.92,0,27.84,39.99
237201316,237,2013,16,Uttarakhand,Nainital,20.72,0,4.7,0.92,5.61,0.43,26.76,38.77
237201416,237,2014,16,Uttarakhand,Nainital,21.78,0,3.65,1.1,4.75,0.02,26.55,38.68
237201516,237,2015,16,Uttarakhand,Nainital,17.51,0,8.17,0.79,8.96,0.07,26.55,38.25
237201616,237,2016,16,Uttarakhand,Nainital,15.61,-1,10.14,0.79,10.93,0.68,27.22,36.64
237201716,237,2017,16,Uttarakhand,Nainital,15.29,0,9.08,1.07,10.15,0,25.45,37
238199016,238,1990,16,Uttarakhand,Almorah,8.43,0,0,0,0,4.5,12.93,25.55
238199116,238,1991,16,Uttarakhand,Almorah,5.11,0,0,0,0,6.03,11.14,22.02
238199216,238,1992,16,Uttarakhand,Almorah,5.81,0,0,0,0,5.24,11.05,21.53
238199316,238,1993,16,Uttarakhand,Almorah,6.33,0,0,0,0,4.6,10.93,21.47
238199416,238,1994,16,Uttarakhand,Almorah,4.43,0,0,0,0,6.68,11.11,21.44
238199516,238,1995,16,Uttarakhand,Almorah,4.71,0,0,0,0,6.8,11.51,22.55
238199616,238,1996,16,Uttarakhand,Almorah,4.86,0,0,0,0,6.04,10.9,20.44
238199716,238,1997,16,Uttarakhand,Almorah,5.53,0,0,0,0,5.64,11.17,22.03
238199816,238,1998,16,Uttarakhand,Almorah,2.6,0,0,0,0,2.32,4.92,9.61
238199916,238,1999,16,Uttarakhand,Almorah,2.42,0,0,0,0,4.5,6.92,13.25
238200016,238,2000,16,Uttarakhand,Almorah,2.56,0,0,0,0,2.34,4.9,9.64
238200116,238,2001,16,Uttarakhand,Almorah,1.01,0,0,0,0,2.54,3.55,11.19
238200216,238,2002,16,Uttarakhand,Almorah,3.31,0,0,0,0,1.86,5.17,10.15
238200316,238,2003,16,Uttarakhand,Almorah,2.33,0,0,0,0,2.55,4.88,9.34
238200416,238,2004,16,Uttarakhand,Almorah,2.98,0,0,0,0,2.01,4.99,9.83
238200516,238,2005,16,Uttarakhand,Almorah,3.18,0,0,0,0,1.84,5.02,9.72
238200616,238,2006,16,Uttarakhand,Almorah,5.88,0,0,0,0,0.99,6.87,13.31
238200716,238,2007,16,Uttarakhand,Almorah,1.54,0,0,0,0,3.97,5.51,9.81
238200816,238,2008,16,Uttarakhand,Almorah,3.57,0,0,0,0,2.19,5.76,11.35
238200916,238,2009,16,Uttarakhand,Almorah,2.9,0,0,0,0,2.3,5.2,10.09
238201016,238,2010,16,Uttarakhand,Almorah,1.58,0,0,0,0,2.93,4.52,8.82
238201116,238,2011,16,Uttarakhand,Almorah,2.27,0.12,0,0,0,2.13,4.52,8.77
238201216,238,2012,16,Uttarakhand,Almorah,3.92,0.05,0,0.01,0.01,1.94,5.91,11.81
238201316,238,2013,16,Uttarakhand,Almorah,2.93,0,0,0,0,1.58,4.51,8.78
238201416,238,2014,16,Uttarakhand,Almorah,1.5,0,0,0,0,3.45,4.94,9.88
