Key,Dist Code,Year,State Code,State Name,Dist Name,RICE IRRIGATED AREA (1000 ha),WHEAT IRRIGATED AREA (1000 ha),KHARIF SORGHUM IRRIGATED AREA (1000 ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM IRRIGATED AREA (1000 ha),PEARL MILLET IRRIGATED AREA (1000 ha),MAIZE IRRIGATED AREA (1000 ha),FINGER MILLET IRRIGATED AREA (1000 ha),BARLEY IRRIGATED AREA (1000 ha),CHICKPEA IRRIGATED AREA (1000 ha),PIGEONPEA IRRIGATED AREA (1000 ha),MINOR PULSES IRRIGATED AREA (1000 ha),PULSES IRRIGATED AREA (1000 ha),GROUNDNUT IRRIGATED AREA (1000 ha),SESAMUM IRRIGATED AREA (1000 ha),LINSEED IRRIGATED AREA (1000 ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON IRRIGATED AREA (1000 ha),FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha),FODDER IRRIGATED AREA (1000 ha)
6201114,6,2011,14,Chhattisgarh,Surguja,4.57,5,0,0,0,0,0.06,0,0,0.01,0,0.25,0.26,0,0,0,1.77,0,4.2,0
6201214,6,2012,14,Chhattisgarh,Surguja,4.26,4.77,0,0,0,0,0.08,0,0,0.01,0,0.28,0.28,0,0,0,1.93,0,4.45,0
6201314,6,2013,14,Chhattisgarh,Surguja,4.34,4.67,0,0,0,0,0.08,0,0,0.01,0,0,0.01,0,0,0,2,0,4.59,0
6201414,6,2014,14,Chhattisgarh,Surguja,4.4,4.88,0,0,0,0,0.07,0,0,0.01,0,0,0.01,0.01,0,0,2.1,0,4.86,0
6201514,6,2015,14,Chhattisgarh,Surguja,4.22,5.05,0,0,0,0,0.08,0,0,0.01,0,0,0.01,0,0,0,1.82,0,5.03,0
6201614,6,2016,14,Chhattisgarh,Surguja,4.92,4.75,-1,-1,-1,-1,0.09,-1,-1,0,-1,-1,0,0.01,-1,-1,2.03,-1,5.07,-1
719906,7,1990,6,Madhya Pradesh,Jabalpur,5.05,55.72,0.01,0,0.01,0,0.05,0,0,10.01,0.01,3.68,13.7,-1,-1,0.02,0.13,0,2.9,-1
719916,7,1991,6,Madhya Pradesh,Jabalpur,12.04,61.74,0.01,0,0.01,0,0.06,0,0.01,13.69,0.01,4.3,18,0,0,0.04,0.12,0,2.76,-1
719926,7,1992,6,Madhya Pradesh,Jabalpur,13.13,75.58,0,0,0,0,0.04,0,0.01,14.7,0,4.7,19.4,0,0,0.04,0.09,0,3,-1
719936,7,1993,6,Madhya Pradesh,Jabalpur,11.98,85.68,0,0,0,0,0.04,0,0.02,18.25,0,5.85,24.1,0,0,0.04,0.08,0,3,-1
719946,7,1994,6,Madhya Pradesh,Jabalpur,10.86,85.89,0,0,0,0,0.03,0,0.01,25.18,0,9.17,34.35,0,0,0.14,0.09,0,2.97,-1
719956,7,1995,6,Madhya Pradesh,Jabalpur,11.8,81.76,0,0,0,0,0.03,0,0.01,24.91,0,13.4,38.32,0,0,0.07,0.11,0,3.19,0.46
719966,7,1996,6,Madhya Pradesh,Jabalpur,13,91.62,0,0,0,0,0.05,0,0.02,20.88,0,12.35,33.22,0,0,0.08,0.14,0,3.66,0.309
719976,7,1997,6,Madhya Pradesh,Jabalpur,9.82,88.79,0,0,0,0,0.05,0,0.02,15.21,0,9.22,24.43,0,0,0.04,0.17,0,3.76,0.419
719986,7,1998,6,Madhya Pradesh,Jabalpur,1.92,58.54,0,0,0,0,0,0,0,17.72,0,9.66,27.38,0,0,0.08,0.12,0,2.31,0.531
719996,7,1999,6,Madhya Pradesh,Jabalpur,1.29,60.44,0,0,0,0,0.01,0,0,19.92,0,10.31,30.23,0,0,0.06,0.14,0,2.58,0.498
720006,7,2000,6,Madhya Pradesh,Jabalpur,2.58,59.31,0.01,0,0.01,0,0,0,0,22.68,0,11.73,34.41,0,0,0.03,0.21,0,2.33,0.477
720016,7,2001,6,Madhya Pradesh,Jabalpur,2.44,56.4,0,0,0,0,0,0,0,28.59,0,13.86,42.45,0,0,0.03,0.28,0,2.42,0.505
720026,7,2002,6,Madhya Pradesh,Jabalpur,7.91,51.38,0.05,0,0.05,0,0,0,0.01,32.66,0,14.16,46.83,0,0,0.05,0.3,0,2.66,0.5
720036,7,2003,6,Madhya Pradesh,Jabalpur,3.22,55.13,0,0,0,0,0,0,0,32.82,0,15.42,48.25,0,0,0.02,0.31,0,2.32,0.606
720046,7,2004,6,Madhya Pradesh,Jabalpur,2.27,58.44,0,0,0,0,0,0,0,32.83,0,7.19,40.02,0,0.02,0.03,0.34,0,13.54,0.47
720056,7,2005,6,Madhya Pradesh,Jabalpur,0.91,60.64,0.01,0,0.01,0,0.01,0,0.01,33.84,0,7.09,40.93,0,0,0.25,0.93,0,17.06,0.468
720066,7,2006,6,Madhya Pradesh,Jabalpur,1.97,64.97,0.02,0,0.02,0,0,0,0.05,36.3,0,8.15,44.45,0,0,0.02,1.76,0,18.1,0.481
720076,7,2007,6,Madhya Pradesh,Jabalpur,2.85,65.7,0.02,0,0.02,0,0,0,0.05,39.62,0,22.26,61.88,0,0,0,1.63,0,3.23,0.393
720086,7,2008,6,Madhya Pradesh,Jabalpur,4.47,73.6,0.01,0,0.01,0,0.01,0,0.06,38.53,0,11.78,50.31,0,0,0.01,1.15,0,15.46,0.5
720096,7,2009,6,Madhya Pradesh,Jabalpur,3.74,78.76,0,0,0,0,0,0,0.03,40.35,0,9.95,50.3,0,0,0.01,1.05,0,15.93,0.561
720106,7,2010,6,Madhya Pradesh,Jabalpur,6.05,79.46,0,0,0,0,0.01,0,0.02,36.58,0,16.95,53.52,0,0,0.01,1.09,0,13.6,0.482
720116,7,2011,6,Madhya Pradesh,Jabalpur,7.03,86.88,0,0,0,0,0,0,0.01,39.51,0,28.25,67.76,0.11,0,0.01,0.92,0,13.58,0.296
720126,7,2012,6,Madhya Pradesh,Jabalpur,16.85,96.75,0.02,0,0.02,0,0.02,0,0,40.71,0,8.44,49.16,0,0,0,1.05,0,16.67,0.342
720136,7,2013,6,Madhya Pradesh,Jabalpur,11.89,112.22,0,0,0,0,0,0,0,42.75,0,18.09,60.84,0,0,0,1.4,0,14.2,0.317
720146,7,2014,6,Madhya Pradesh,Jabalpur,17.43,131.09,0.01,0,0.01,0,0,0,0,38.66,0,23.28,61.95,0,0,0.01,2.06,0,11.33,0.318
720156,7,2015,6,Madhya Pradesh,Jabalpur,26.7,134.57,0.02,0,0.02,0,0,0,0,30.49,0,20.04,50.53,0,0,0.01,2.51,0,10.75,0.325
720166,7,2016,6,Madhya Pradesh,Jabalpur,35.06,125.51,-1,-1,-1,-1,-1,-1,-1,33.24,-1,36.18,69.42,-1,-1,0,2.83,-1,10.45,0.333
720176,7,2017,6,Madhya Pradesh,Jabalpur,54.33,135.06,0,0,0,0,0,0,0,41.74,0.02,36.46,78.22,0,0,0,3.38,0,11.3,0.362
819906,8,1990,6,Madhya Pradesh,Balaghat,119.45,9.02,0,0,0,0,0,0,0,0.03,0,0.27,0.3,-1,-1,0,2.72,0,3.2,-1
819916,8,1991,6,Madhya Pradesh,Balaghat,116.45,6.6,0,0,0,0,0,0,0,0.03,0,0.26,0.29,0.02,0,0,2.25,0,1.92,-1
819926,8,1992,6,Madhya Pradesh,Balaghat,119.65,7.01,0,0,0,0,0,0,0,0.03,0,0.37,0.4,0.01,0,0,2.01,0,2.1,-1
819936,8,1993,6,Madhya Pradesh,Balaghat,122.36,9.4,0,0,0,0,0,0,0,0.01,0,0.39,0.4,0.02,0,0,1.74,0,2.1,-1
819946,8,1994,6,Madhya Pradesh,Balaghat,123.83,12.17,0,0,0,0,0,0,0,0.01,0,0.4,0.41,0.08,0,0,1.74,0,2.06,-1
819956,8,1995,6,Madhya Pradesh,Balaghat,124.25,10.83,0,0,0,0,0,0,0,0.01,0,0.4,0.41,0.07,0,0,1.96,0,2.07,0.079
819966,8,1996,6,Madhya Pradesh,Balaghat,120.24,8.11,0,0,0,0,0,0,0,0.02,0,0.37,0.39,0.01,0,0,1.99,0,1.99,0.072
819976,8,1997,6,Madhya Pradesh,Balaghat,123.71,5.68,0,0,0,0,0,0,0,0,0,0.33,0.34,0.08,0,0,1.77,0,1.9,0.084
819986,8,1998,6,Madhya Pradesh,Balaghat,118.25,6.79,0,0,0,0,0,0,0,0.06,0,0.34,0.4,0.1,0,0,1.72,0,2.02,0.109
819996,8,1999,6,Madhya Pradesh,Balaghat,129.64,9.38,0,0,0,0,0,0,0,0.01,0,0.47,0.48,0.11,0,0,2.14,0,2.02,0.101
820006,8,2000,6,Madhya Pradesh,Balaghat,124.91,6.5,0,0,0,0,0,0,0,0.02,0,0.4,0.42,0.1,0,0,1.77,0,1.84,0.068
820016,8,2001,6,Madhya Pradesh,Balaghat,128.68,8.62,0,0,0,0,0,0,0,0.07,0,0.47,0.54,0.1,0,0.01,1.74,0,2.04,0.058
820026,8,2002,6,Madhya Pradesh,Balaghat,125,8.88,0,0,0,0,0,0,0,0.08,0,0.43,0.51,0.26,0,0,2.23,0,2,0.055
820036,8,2003,6,Madhya Pradesh,Balaghat,128.23,9.35,0,0.01,0.01,0,0.01,0,0,0.07,0,0.48,0.56,0,0,0,1.61,0,1.95,0.062
820046,8,2004,6,Madhya Pradesh,Balaghat,109.61,5.81,0,0,0,0,0,0,0,0.18,0,0.32,0.5,0.03,0,0.01,1.51,0,1.76,0.023
820056,8,2005,6,Madhya Pradesh,Balaghat,126.22,10.24,0,0,0,0,0,0,0,0.09,0,0.47,0.55,0.35,0,0,1.6,0,1.89,0.067
820066,8,2006,6,Madhya Pradesh,Balaghat,127.29,8.98,0,0,0,0,0,0,0,0.09,0,0.45,0.54,0.4,0,0,1.69,0,1.85,0.05
820076,8,2007,6,Madhya Pradesh,Balaghat,128.72,8.58,0,0,0,0,0,0,0,0.09,0,0.46,0.56,0.4,0,0,1.77,0,1.87,0.029
820086,8,2008,6,Madhya Pradesh,Balaghat,130.81,9.36,0.02,0,0.02,0,0,0,0,0.23,0,0.4,0.63,0.49,0,0.02,1.65,0,1.74,0.101
820096,8,2009,6,Madhya Pradesh,Balaghat,130.82,8.8,0,0,0,0,0,0,0,0.2,0,0.39,0.6,0.78,0,0,1.61,0,1.64,0.1
820106,8,2010,6,Madhya Pradesh,Balaghat,132.15,10.07,0,0,0,0,0,0,0,0.31,0,0.47,0.78,0.79,0.05,0.04,1.68,0,1.69,0.117
820116,8,2011,6,Madhya Pradesh,Balaghat,141.89,11.08,0,0,0,0,0,0,0,0.18,0,0.41,0.58,0.74,0.01,0,1.65,0,1.66,0.094
820126,8,2012,6,Madhya Pradesh,Balaghat,145.87,12.75,0,0,0,0,0,0,0,0.58,0,0.36,0.94,0.68,0,0,1.6,0,1.85,0.178
820136,8,2013,6,Madhya Pradesh,Balaghat,144.57,12.08,0,0,0,0,0,0,0,0.62,0,0.39,1,0.61,0,0,1.85,0,1.81,0.177
820146,8,2014,6,Madhya Pradesh,Balaghat,151.85,9.06,0,0,0,0,0,0,0,0.77,0,0.39,1.16,0.51,0.05,0,1.35,0,2.24,0.191
820156,8,2015,6,Madhya Pradesh,Balaghat,156.92,8.48,0,0,0,0,0,0,0,1.26,0,0.58,1.84,0.4,0,0,1.67,0,2.33,0.164
820166,8,2016,6,Madhya Pradesh,Balaghat,159.27,10.21,-1,-1,-1,-1,-1,-1,-1,1.36,-1,0.68,2.04,0.39,-1,-1,1.77,-1,2.27,0.182
820176,8,2017,6,Madhya Pradesh,Balaghat,150.87,10.84,0,0,0,0,0,0,0,2.68,0,0.54,3.23,0.34,0,0,2.36,0,2.24,0.154
919906,9,1990,6,Madhya Pradesh,Chhindwara,0.01,43.78,0.01,0,0.01,0,0,0,0.01,7.18,0,1.42,8.6,-1,-1,0.07,6.48,0.23,11.1,-1
919916,9,1991,6,Madhya Pradesh,Chhindwara,0.01,37.96,0.01,0,0.01,0,0,0,0,7.03,0.01,1.35,8.39,0.33,0,0.07,5.3,0.22,10.95,-1
919926,9,1992,6,Madhya Pradesh,Chhindwara,0,41.19,0,0,0.01,0,0.01,0,0,7.7,0.02,1.58,9.3,0.25,0,0.11,4.14,0.2,11.3,-1
919936,9,1993,6,Madhya Pradesh,Chhindwara,0,58.38,0,0,0,0,0.01,0,0,8.88,0.01,1.81,10.7,0.31,0,0.15,4.38,0.21,12.4,-1
919946,9,1994,6,Madhya Pradesh,Chhindwara,0,68.16,0,0,0,0,0.05,0,0,12.07,0.03,2.24,14.34,0.29,0,0.26,7.09,0.41,13.3,-1
919956,9,1995,6,Madhya Pradesh,Chhindwara,0,66.66,0,0,0,0,0.01,0,0,11.44,0.04,2.49,13.97,0.45,0,0.37,8.43,0.55,13.76,0.043
919966,9,1996,6,Madhya Pradesh,Chhindwara,0,66.62,0,0,0,0,0.05,0,0,11.55,0.05,2.93,14.53,0.47,0,0.32,8.92,0.76,13.93,0.019
919976,9,1997,6,Madhya Pradesh,Chhindwara,0,67.4,0,0.03,0.03,0,0.32,0,0,10.06,0.04,2.73,12.83,0.61,0,0.24,10.71,0.65,14.48,0.027
919986,9,1998,6,Madhya Pradesh,Chhindwara,0.72,77.79,0,0.03,0.03,0,0.3,0,0,10.81,0.04,3,13.85,0.75,0,0.25,13.9,0.92,16.1,0.023
919996,9,1999,6,Madhya Pradesh,Chhindwara,0,81.92,0,0.02,0.02,0,0.06,0,0,12.09,0.08,3.32,15.49,1.04,0,0.38,15.59,2.65,18.44,0.015
920006,9,2000,6,Madhya Pradesh,Chhindwara,0.01,51.44,0,0,0,0,0.01,0,0,7.86,0.08,2.24,10.18,0.47,0,0.2,12.9,1.84,14.98,0.014
920016,9,2001,6,Madhya Pradesh,Chhindwara,0,46.72,0,0,0,0,0,0,0,7.9,0.05,2.17,10.11,0.2,0,0.17,11.55,1.91,13.72,0.05
920026,9,2002,6,Madhya Pradesh,Chhindwara,0,56.56,0,0,0,0,0.01,0,0,10.3,0.02,2.73,13.05,0.08,0,0.31,11.87,0.84,16.98,0.011
920036,9,2003,6,Madhya Pradesh,Chhindwara,0,69.55,0,0,0,0,0.01,0,0,14.06,0.12,3.13,17.31,0.17,0,0.22,12.45,1.67,16.96,0.021
920046,9,2004,6,Madhya Pradesh,Chhindwara,0,70.74,0,0,0,0,0.01,0,0,13.41,0.11,3.15,16.67,0.03,0,0.19,12.56,1.54,17.6,0.021
920056,9,2005,6,Madhya Pradesh,Chhindwara,0,77.38,0,0,0,0,0.01,0,0,13.33,0.26,3.54,17.13,0.04,0,0.15,14.11,2.29,18.61,0.009
920066,9,2006,6,Madhya Pradesh,Chhindwara,0,91.33,0,0,0,0,0,0,0,14.21,0.14,4.03,18.38,0,0,0.2,14.69,1.93,19.07,0.033
920076,9,2007,6,Madhya Pradesh,Chhindwara,0,98.07,0,0,0,0,0,0,0,14.45,0.09,3.5,18.04,0.07,0,0.14,12.6,1.56,21.06,0.178
920086,9,2008,6,Madhya Pradesh,Chhindwara,0,77.68,0,0,0,0,0,0,0,13.41,0.09,3.72,17.22,0.08,0,0.17,10.54,1.41,19.59,0.036
920096,9,2009,6,Madhya Pradesh,Chhindwara,0,97.48,0,0,0,0,0.01,0,0,16.63,0.13,4.15,20.91,0.04,0.02,0.1,10.82,1.52,21.8,0.026
920106,9,2010,6,Madhya Pradesh,Chhindwara,0,100.79,0,0,0,0,0,0,0,18.54,0.15,5.17,23.85,0.04,0,0.11,11.8,1.64,24.84,0.02
920116,9,2011,6,Madhya Pradesh,Chhindwara,0,113.59,0,0,0,0,0,0,0,20.44,0.15,6.22,26.8,0.16,0,0.1,11.89,1.74,25.77,0.024
920126,9,2012,6,Madhya Pradesh,Chhindwara,0,126.4,0,0,0,0,0,0,0,20.76,0.14,6.28,27.18,0.34,0,0.11,12.44,1.43,27.01,0.15
920136,9,2013,6,Madhya Pradesh,Chhindwara,0,133.24,0,0,0,0,0,0,0,23.01,0.29,6.51,29.8,0.41,0,0.06,12.88,1.66,30.88,0.245
920146,9,2014,6,Madhya Pradesh,Chhindwara,0.04,138.73,0,0,0,0,0,0,0,22.84,0.28,6.66,29.78,0.47,0,0.04,13.23,2.75,29.02,0.235
920156,9,2015,6,Madhya Pradesh,Chhindwara,0.04,138.73,0,0,0,0,0.16,0,0,22.84,0.28,6.66,29.78,0.47,0,0.04,12.51,2.75,29.02,0.235
920166,9,2016,6,Madhya Pradesh,Chhindwara,0.15,136.87,-1,-1,-1,-1,0.04,-1,-1,21.97,0.67,6.53,29.16,0.52,0,0.03,7.94,3.71,31.04,0.265
920176,9,2017,6,Madhya Pradesh,Chhindwara,0.21,167.17,0,0,0,0,0,0,0,22.48,0.69,5.93,29.1,0.28,0,0.07,7.14,4.64,27.55,0.121
1019906,10,1990,6,Madhya Pradesh,Narsinghpur,0,39.71,0,0,0,0,0,0,0,28.35,0,1.85,30.2,-1,-1,0.01,4.69,0,1.4,-1
1019916,10,1991,6,Madhya Pradesh,Narsinghpur,0,43.88,0,0,0,0,0,0,0,34.36,0,2.61,36.97,0,0,0,5.19,0,1.31,-1
1019926,10,1992,6,Madhya Pradesh,Narsinghpur,0,49.31,0,0,0,0,0,0,0,43.57,0,2.83,46.4,0,0,0.02,5.15,0,1.3,-1
1019936,10,1993,6,Madhya Pradesh,Narsinghpur,0,54.91,0,0,0,0,0,0,0,48.14,0,4.16,52.3,0,0,0,5.19,0,1.4,-1
1019946,10,1994,6,Madhya Pradesh,Narsinghpur,0,56.67,0,0,0,0,0,0,0,60.32,0,4.74,65.06,0,0,0,8.64,0,1.45,-1
1019956,10,1995,6,Madhya Pradesh,Narsinghpur,0,56.52,0,0,0,0,0,0,0,66.07,0,5.66,71.73,0,0.23,0.01,9.41,0,1.6,0.521
1019966,10,1996,6,Madhya Pradesh,Narsinghpur,0,62.63,0,0,0,0,0,0,0,63.53,0,5.53,69.06,0,0,0,8.31,0,1.73,0.384
1019976,10,1997,6,Madhya Pradesh,Narsinghpur,0,82.98,0,0,0,0,0,0,0,53.44,0,3.67,57.11,0,0,0.01,7.67,0,1.6,0.475
1019986,10,1998,6,Madhya Pradesh,Narsinghpur,0,78.22,0,0,0,0,0,0,0,61.42,0,3.75,65.17,0,0,0.02,8.01,0,1.66,0.573
1019996,10,1999,6,Madhya Pradesh,Narsinghpur,0,78.47,0,0,0,0,0,0,0,65.63,0,4.83,70.46,0.04,0,0.01,10.1,0,1.84,0.514
1020006,10,2000,6,Madhya Pradesh,Narsinghpur,0,75.25,0,0,0,0,0,0,0,71.29,0,5.82,77.11,0,0,0.01,12.33,0,1.98,0.532
1020016,10,2001,6,Madhya Pradesh,Narsinghpur,0.03,66.35,0,0,0,0,0,0,0,80.65,0,7.18,87.83,0,0,0.02,12.35,0,2.17,0.422
1020026,10,2002,6,Madhya Pradesh,Narsinghpur,0.06,61.22,0,0,0,0,0,0,0,83.87,0,7.58,91.45,0.02,0,0.01,12.54,0,2.01,0.623
1020036,10,2003,6,Madhya Pradesh,Narsinghpur,0.02,60.05,0,0,0,0,0,0,0,84.91,0,7.73,92.65,0,0,0.04,13.54,0,2.09,0.577
1020046,10,2004,6,Madhya Pradesh,Narsinghpur,0.02,58.37,0,0,0,0,0,0,0,79.91,0,10,89.91,0,0,0.01,18.8,0,2.28,0.647
1020056,10,2005,6,Madhya Pradesh,Narsinghpur,0.06,53.73,0,0,0,0,0,0,0,78.84,0.1,11.89,90.83,0,0,0.01,25.63,0,2.59,0.491
1020066,10,2006,6,Madhya Pradesh,Narsinghpur,1.44,52.55,0,0,0,0,0,0,0,76.67,0.01,11.18,87.86,0,0,0,31.96,0,2.29,0.513
1020076,10,2007,6,Madhya Pradesh,Narsinghpur,0.94,54.3,0,0,0,0,0,0,0,79.7,0,12.55,92.25,0,0,0.01,32.33,0,2.45,0.649
1020086,10,2008,6,Madhya Pradesh,Narsinghpur,0.14,61.1,0,0,0,0,0,0,0,80.4,0,14.13,94.53,0.01,0,0,23.97,0,2.33,0.571
1020096,10,2009,6,Madhya Pradesh,Narsinghpur,1.91,64.07,0,0,0,0,0,0,0,78.91,0,15.87,94.78,0,0,0,22.09,0,2.57,0.614
1020106,10,2010,6,Madhya Pradesh,Narsinghpur,3.64,68.3,0,0,0,0,0,0,0,67.62,0.02,18.09,85.73,0,0,0,22.92,0,3.32,0.581
1020116,10,2011,6,Madhya Pradesh,Narsinghpur,4.44,76.92,0,0,0,0,0,0,0,65.05,0,15.95,81,0,0,0,33.43,0,3.19,0.417
1020126,10,2012,6,Madhya Pradesh,Narsinghpur,4.72,81.75,0,0,0,0,0,0,0,72.77,0,19,91.77,0,0,0,29.04,0,3.9,0.518
1020136,10,2013,6,Madhya Pradesh,Narsinghpur,10.02,92.03,0,0,0,0,0,0,0,74.61,0,29.88,104.49,0,0,0.01,40.96,0,5.91,0.265
1020146,10,2014,6,Madhya Pradesh,Narsinghpur,16.73,104.05,0,0,0,0,0,0,0,64.37,0,33.26,97.64,0,0,0,55.37,0,5.67,0.579
1020156,10,2015,6,Madhya Pradesh,Narsinghpur,27.38,104.43,0,0,0,0,0,0,0,64.45,0,45.74,110.19,0,0,0,63.28,0,5.69,0.329
1020166,10,2016,6,Madhya Pradesh,Narsinghpur,28.54,101.35,-1,-1,-1,-1,-1,-1,-1,65.34,-1,36.86,102.2,-1,-1,-1,58.06,-1,5.79,0.694
1020176,10,2017,6,Madhya Pradesh,Narsinghpur,27.63,95.13,0,0,0,0,0,0,0,83.86,0,25.37,109.23,0,0,0,58.68,0,4.29,0.72
1119906,11,1990,6,Madhya Pradesh,Seoni,19.4,18.55,0,0,0,0,0.01,0,0,2.68,0,0.52,3.2,-1,-1,0.19,0.73,0,1.2,-1
1119916,11,1991,6,Madhya Pradesh,Seoni,17.21,16.21,0.01,0,0.01,0,0,0,0,3.01,0,0.97,3.98,0,0,0.18,0.72,0,1.04,-1
1119926,11,1992,6,Madhya Pradesh,Seoni,21.19,25.06,0.01,0,0.01,0,0,0,0,5,0.01,1.59,6.6,0,0,0.24,0.57,0,1.4,-1
1119936,11,1993,6,Madhya Pradesh,Seoni,19.33,34.25,0,0,0,0,0,0,0,5.99,0,1.71,7.7,0,0,0.4,0.44,0,1.5,-1
1119946,11,1994,6,Madhya Pradesh,Seoni,19.43,36.3,0,0,0,0,0,0,0,8.47,0,2.06,10.53,0,0,0.5,0.49,0,1.48,-1
1119956,11,1995,6,Madhya Pradesh,Seoni,20.31,35.06,0,0,0,0,0,0,0,8.71,0,2.33,11.04,0,0,0.35,0.58,0,1.53,0.029
1119966,11,1996,6,Madhya Pradesh,Seoni,20.44,38.74,0,0,0,0,0.01,0,0,7.36,0,2.28,9.63,0,0,0.32,0.7,0.01,1.62,0.023
1119976,11,1997,6,Madhya Pradesh,Seoni,21.14,27.9,0,0,0,0,0.01,0,0,3.7,0,1.15,4.84,0,0,0.19,0.71,0,1.56,0.027
1119986,11,1998,6,Madhya Pradesh,Seoni,21.61,39.28,0,0,0,0,0.01,0,0,5.93,0,1.76,7.69,0,0,0.21,0.95,0,2.06,0.055
1119996,11,1999,6,Madhya Pradesh,Seoni,22.44,44.34,0,0,0,0,0.01,0,0,6.6,0,2.31,8.9,0,0,0.25,1.19,0,2.02,0.169
1120006,11,2000,6,Madhya Pradesh,Seoni,24.23,40.78,0,0,0,0,0,0,0,7.41,0,2.66,10.06,0,0,0.15,1.3,0,1.88,0.028
1120016,11,2001,6,Madhya Pradesh,Seoni,23.99,45.73,0,0,0,0,0,0,0,9.81,0,3.26,13.06,0,0,0.12,1.37,0,2.33,0.052
1120026,11,2002,6,Madhya Pradesh,Seoni,25.15,48.91,0,0,0,0,0,0,0,11.59,0,3.14,14.73,0,0,0.1,1.43,0,2.83,0.036
1120036,11,2003,6,Madhya Pradesh,Seoni,23.22,52.21,0,0,0,0,0,0,0,12.54,0,3.78,16.32,0.01,0,0.16,1.57,0,2.71,0.038
1120046,11,2004,6,Madhya Pradesh,Seoni,23.09,50.81,0,0,0,0,0,0,0,14.33,0,3.29,17.62,0.01,0,0.12,1.33,0,2.73,0.05
1120056,11,2005,6,Madhya Pradesh,Seoni,25.98,59.73,0,0,0,0,0,0,0,15.92,0,3.31,19.23,0.05,0,0.16,1.36,0,3.09,0.095
1120066,11,2006,6,Madhya Pradesh,Seoni,26.2,62.58,0,0,0,0,0,0,0,16.17,0,3.03,19.2,0.07,0,0.1,1.61,0,3.05,0.01
1120076,11,2007,6,Madhya Pradesh,Seoni,26.83,72.25,0,0,0,0,0,0,0,16.93,0,3.27,20.2,0.04,0,0.11,1.86,0,3.04,0.054
1120086,11,2008,6,Madhya Pradesh,Seoni,26.86,64.2,0,0,0,0,0,0,0,16.57,0,3.42,19.98,0.07,0,0.12,1.66,0,2.85,0.061
1120096,11,2009,6,Madhya Pradesh,Seoni,27.32,68.36,0,0,0,0,0,0,0,16.71,0,3.34,20.05,0.06,0,0.06,1.4,0,3.23,0.051
1120106,11,2010,6,Madhya Pradesh,Seoni,27.22,76.01,0,0,0,0,0,0,0,17.52,0,5.49,23.01,0.07,0,0,1.47,0,3.46,0.108
1120116,11,2011,6,Madhya Pradesh,Seoni,29.69,83.84,0,0,0,0,0,0,0,16.09,0,5.35,21.44,0.06,0,0.1,1.4,0,3.84,0.054
1120126,11,2012,6,Madhya Pradesh,Seoni,35.73,96.74,0,0,0,0,0,0,0,16.43,0,5.3,21.73,0.23,0,0.04,1.23,0,4.62,0.081
1120136,11,2013,6,Madhya Pradesh,Seoni,44.59,115.09,0,0,0,0,0,0,0,16.4,0,4.51,20.91,0.15,0,0.05,1.08,0,5.06,0.061
1120146,11,2014,6,Madhya Pradesh,Seoni,50.41,124.48,0,0,0,0,0.09,0,0,14.99,0,4.71,19.7,0.33,0,0.09,1.11,0,5.42,0.038
1120156,11,2015,6,Madhya Pradesh,Seoni,44.69,118.6,0,0,0,0,0.25,0,0,15.39,0,4.38,19.77,0.16,0,0.06,0.9,0,5.35,0
1120166,11,2016,6,Madhya Pradesh,Seoni,46.02,126.76,-1,-1,-1,-1,0.28,-1,-1,14.79,0,4.11,18.9,0.19,0,0.08,0.92,-1,5.72,0.012
1120176,11,2017,6,Madhya Pradesh,Seoni,39.02,143.98,0,0,0,0,0.35,0,0,15.57,0,4.22,19.78,0.02,0.1,0.02,0.88,0,4.93,0.009
1219906,12,1990,6,Madhya Pradesh,Mandla,2.21,6.66,0,0,0,0,0,0,0,0.16,0,0.24,0.4,-1,-1,0.05,2.94,0,1,-1
1219916,12,1991,6,Madhya Pradesh,Mandla,4.11,8.21,0,0,0,0,0,0,0,0.23,0,0.8,1.03,0,0,0.29,3.31,0,1.02,-1
1219926,12,1992,6,Madhya Pradesh,Mandla,4.5,8.86,0,0,0,0,0,0,0,0.35,0,0.85,1.2,0,0,0.17,3.38,0,1.1,-1
1219936,12,1993,6,Madhya Pradesh,Mandla,4.13,9.54,0,0,0,0,0,0,0,0.33,0,0.47,0.8,0,0,0.17,3.33,0,1.2,-1
1219946,12,1994,6,Madhya Pradesh,Mandla,3.03,9.7,0,0,0,0,0,0,0,0.33,0,0.54,0.87,0,0,0.2,3.56,0,1.37,-1
1219956,12,1995,6,Madhya Pradesh,Mandla,2.56,9.44,0,0,0,0,0,0,0,0.23,0,0.46,0.69,0,0,0.14,3.33,0,0.69,0
1219966,12,1996,6,Madhya Pradesh,Mandla,2.58,9.42,0,0,0,0,0,0,0,0.28,0,0.69,0.96,0,0,0.09,2.33,0,1.22,0
1219976,12,1997,6,Madhya Pradesh,Mandla,1.91,5.92,0,0,0,0,0,0,0,0.14,0,0.38,0.52,0,0,0.02,2.81,0,1.1,0
1219986,12,1998,6,Madhya Pradesh,Mandla,2.25,8.95,0,0,0,0,0,0,0,0.17,0,0.09,0.27,0,0,0,1.94,0,1.16,0
