Key,Dist Code,Year,State Code,State Name,Dist Name,JANUARY WATER DEFICIT (Millimeters),FEBRUARY WATER DEFICIT (Millimeters),MARCH WATER DEFICIT (Millimeters),APRIL WATER DEFICIT (Millimeters),MAY WATER DEFICIT (Millimeters),JUNE WATER DEFICIT (Millimeters),JULY WATER DEFICIT (Millimeters),AUGUST WATER DEFICIT (Millimeters),OCTOBER WATER DEFICIT (Millimeters),NOVEMBER WATER DEFICIT (Millimeters),DECEMBER WATER DEFICIT (Millimeters)
5200314,5,2003,14,Chhattisgarh,Raigarh,67.55,80.12,119.39,166.61,198.24,19.57,0,0,0,11.67,41.49
5200414,5,2004,14,Chhattisgarh,Raigarh,57.36,81.53,129.38,161.18,172.28,5.94,0,0,0,21.91,40.46
5200514,5,2005,14,Chhattisgarh,Raigarh,62.66,81.53,115.42,149.55,174.24,23.31,0,0,0,16.95,39.92
5200614,5,2006,14,Chhattisgarh,Raigarh,65.01,84.89,104.61,155.12,146.95,1.96,0,0,0,19.35,36.85
5200714,5,2007,14,Chhattisgarh,Raigarh,61.6,60.14,122.46,162.43,176.37,9.43,0,0,0,38.59,47.81
5200814,5,2008,14,Chhattisgarh,Raigarh,64.52,81.91,124.6,158.05,176.82,0,0,0,0,35.62,47.77
5200914,5,2009,14,Chhattisgarh,Raigarh,70.49,90.32,139.14,170.51,179.35,57.63,0,0,0,13.53,19.13
5201014,5,2010,14,Chhattisgarh,Raigarh,46.87,73.06,129.94,168.13,186.48,18.11,0,0,0,12.33,29.79
5201114,5,2011,14,Chhattisgarh,Raigarh,52.48,73.67,130.97,146.48,176.19,0,0,0,0,15.56,39.96
5201214,5,2012,14,Chhattisgarh,Raigarh,51.57,84.23,129.71,154,189.17,18.66,0,0,0,17.95,38.05
5201314,5,2013,14,Chhattisgarh,Raigarh,61.95,80.32,127.14,154.28,188.33,0,0,0,0,5.73,36.91
5201414,5,2014,14,Chhattisgarh,Raigarh,56.98,65.42,102.89,142.63,159.07,37.87,0,0,0,20.41,39.25
5201514,5,2015,14,Chhattisgarh,Raigarh,56.89,77.46,106.46,141.45,158.22,0,0,0,0,18.85,35.09
6195814,6,1958,14,Chhattisgarh,Surguja,35.64,51.95,90.28,163.19,211.63,77.01,0,0,0,2.38,30.16
6195914,6,1959,14,Chhattisgarh,Surguja,27.15,56.41,122.48,151.6,193.58,57.11,0,0,0,0.39,29.64
6196014,6,1960,14,Chhattisgarh,Surguja,35.97,60.64,75.8,161.33,199.69,22.93,0,0,0,19,34.27
6196114,6,1961,14,Chhattisgarh,Surguja,31.72,31.52,116.86,162.75,198.64,0,0,0,0,9.02,30.39
6196214,6,1962,14,Chhattisgarh,Surguja,36.82,48.37,102.68,143.96,198.19,16.42,0,0,0,28.92,36.25
6196314,6,1963,14,Chhattisgarh,Surguja,44.95,62.78,97.68,149.95,171.75,0.01,0,0,0,0.83,31.23
6196414,6,1964,14,Chhattisgarh,Surguja,1.46,16.94,3.2,10.56,15.73,217.66,499.21,603.5,247.24,52.49,9.32
6196514,6,1965,14,Chhattisgarh,Surguja,5.19,2.16,27.53,25.57,5.31,67.94,421.06,286,225.33,32,0.06
6196614,6,1966,14,Chhattisgarh,Surguja,31.26,8.02,1.6,2.51,9.41,294.69,215.6,263.37,107.53,9.59,13.16
6196714,6,1967,14,Chhattisgarh,Surguja,9.14,0.03,78.83,13.34,6.37,158.64,443.99,761.9,298.31,13.53,0.09
6196814,6,1968,14,Chhattisgarh,Surguja,25.93,17.68,12.72,7.46,1.34,172.56,376.41,383.43,159.76,45.75,1.36
6196914,6,1969,14,Chhattisgarh,Surguja,44.27,67.33,134.05,171.28,165.97,45.07,0,0,0,35.75,36.81
6197014,6,1970,14,Chhattisgarh,Surguja,32.07,44.1,92.13,167.91,185.77,0,0,0,0,25.93,35.96
6197114,6,1971,14,Chhattisgarh,Surguja,26.81,51.09,114.88,130.81,143.04,0,0,0,0,2.53,29.72
6197214,6,1972,14,Chhattisgarh,Surguja,36.02,22.76,106.61,146.41,207.35,100.05,0,0,0,3.91,26.32
6197314,6,1973,14,Chhattisgarh,Surguja,41.52,51.12,112.41,168.23,201.33,25.3,0,0,0,0.53,29.47
6197414,6,1974,14,Chhattisgarh,Surguja,40.43,56.69,115.48,168.95,201.16,66.1,0,0,0.01,6.69,30.53
6197514,6,1975,14,Chhattisgarh,Surguja,31.41,49.44,81.57,168.91,210.28,0.26,0,0,0,10.48,31.82
6197614,6,1976,14,Chhattisgarh,Surguja,40.87,60.47,126.96,148.44,195.88,82.94,0,0,0,37.24,39.5
6197714,6,1977,14,Chhattisgarh,Surguja,38.76,67.01,134.66,146.41,147.03,0,0,0,0,15.29,27.12
6197814,6,1978,14,Chhattisgarh,Surguja,35.07,11.3,61.64,119.58,200.82,0,0,0,0,21.41,35.82
6197914,6,1979,14,Chhattisgarh,Surguja,37.49,47.53,123.01,152.97,205.49,0.04,0,0,0,31.33,33.28
6198014,6,1980,14,Chhattisgarh,Surguja,42.19,60.61,123.53,169.22,215.78,0,0,0,0,32.84,38.97
6198114,6,1981,14,Chhattisgarh,Surguja,37.24,63.65,88.59,163.71,177.72,50.11,0,0,0,36.73,37.82
6198214,6,1982,14,Chhattisgarh,Surguja,41.39,53.02,53.47,138.49,164.74,16.3,0,0,0,22.82,32.82
6198314,6,1983,14,Chhattisgarh,Surguja,41.94,56.83,131.27,134.66,170.45,41.46,0,0,0,2.2,31.01
6198414,6,1984,14,Chhattisgarh,Surguja,23.73,24.43,110.45,153.39,207.86,0.02,0,0,0,28.23,36.87
6198514,6,1985,14,Chhattisgarh,Surguja,32.28,62.01,139.21,171.18,205.21,35.65,0,0,0,0,30.45
6198614,6,1986,14,Chhattisgarh,Surguja,35.73,35.21,116.89,156.75,172.14,0,0,0,0,30.4,34.01
6198714,6,1987,14,Chhattisgarh,Surguja,42.69,54.7,112.45,167.76,184.25,103.28,0,0,0,20.5,32.53
6198814,6,1988,14,Chhattisgarh,Surguja,43.46,53.53,76.87,156.63,187.92,0,0,0,0,28.64,36.96
6198914,6,1989,14,Chhattisgarh,Surguja,46.24,69.56,116.88,177.7,187.64,0,0,0,0,27.43,34.76
6199014,6,1990,14,Chhattisgarh,Surguja,46.85,28.82,86.65,154.63,166.06,0,0,0,0,20.4,36.27
6199114,6,1991,14,Chhattisgarh,Surguja,25.27,57.87,75.53,146.38,202.71,0,0,0,0,31.91,34.77
6199214,6,1992,14,Chhattisgarh,Surguja,37.28,53.05,130.77,166.01,189.89,87.1,0,0,0,27.8,36.59
6199314,6,1993,14,Chhattisgarh,Surguja,49.12,69.12,104.93,168.22,201.32,69.56,0,0,0,20.32,32.02
6199414,6,1994,14,Chhattisgarh,Surguja,31.74,49.42,129.06,146.7,202.88,0,0,0,4.35,10.54,33.17
6199514,6,1995,14,Chhattisgarh,Surguja,33.51,54.87,87.22,168.21,199.44,96.11,0,0,0,28.82,38.44
6199614,6,1996,14,Chhattisgarh,Surguja,33.97,61.62,139.54,170.32,215.36,0,0,0,0.01,4.08,31.35
6199714,6,1997,14,Chhattisgarh,Surguja,36.01,56.8,113.71,142.86,169.65,91.89,0,0,0,30.8,31.36
6199814,6,1998,14,Chhattisgarh,Surguja,42.3,49.93,99.33,147.03,168.59,69.76,0,0,0,2.45,26.58
6199914,6,1999,14,Chhattisgarh,Surguja,39.27,51.3,117.28,160.82,173.68,1.2,0,0,0,26.76,36.4
6200014,6,2000,14,Chhattisgarh,Surguja,46.98,50.62,128,158.25,190.89,0,0,0,0,38.46,39.81
6200114,6,2001,14,Chhattisgarh,Surguja,49.91,73.75,90.34,150.82,193.08,0,0,0,12.67,14.42,36.41
6200214,6,2002,14,Chhattisgarh,Surguja,39.91,55.45,118.39,165.14,198.65,90.6,0,0,0,15.2,32.88
6200314,6,2003,14,Chhattisgarh,Surguja,40.48,40.96,90.71,154.79,202.68,39.59,0,0,0,2.82,30.57
6200414,6,2004,14,Chhattisgarh,Surguja,30.76,54.61,120.8,151.75,196.56,0.55,0,0,0.04,27.22,35.34
6200514,6,2005,14,Chhattisgarh,Surguja,39.08,54.61,74.37,151.31,178.65,44.33,0,0,0,28.41,35.33
6200614,6,2006,14,Chhattisgarh,Surguja,45.5,67.47,60.65,141.79,138.53,0.52,0,0,0.06,37.17,37.91
6200714,6,2007,14,Chhattisgarh,Surguja,47.51,2.92,82.35,154.44,168.28,18.94,0,0,0,35.38,37.71
6200814,6,2008,14,Chhattisgarh,Surguja,29.48,53.44,99.22,144.88,163.2,0,0,0,3.37,37.19,39.02
6200914,6,2009,14,Chhattisgarh,Surguja,46.89,72.48,125.81,161.35,168.64,112.13,0,0,0,24.1,32.7
6201014,6,2010,14,Chhattisgarh,Surguja,39.41,56.81,122.47,163.79,178.63,50.31,0,0,0.12,26.37,35.31
6201114,6,2011,14,Chhattisgarh,Surguja,41.71,54.85,121.98,133.05,171.3,0,0,0,0,24.94,35.37
6201214,6,2012,14,Chhattisgarh,Surguja,12.48,57.09,112.28,145.55,194.15,24.93,0,0,0,34.36,34.22
6201314,6,2013,14,Chhattisgarh,Surguja,45.44,43.87,103.15,142.33,190.43,0,0,0,0,4.03,28.88
6201414,6,2014,14,Chhattisgarh,Surguja,8.08,10.11,50.85,123.45,137,35.12,0,0,0,23.23,33.84
6201514,6,2015,14,Chhattisgarh,Surguja,31.43,50.64,73.61,108.39,176.31,0,0,0,3.15,28.34,35.94
719586,7,1958,6,Madhya Pradesh,Jabalpur,43.28,71.64,125.9,175.24,224.75,125.88,0,0,0,13.92,29.08
719596,7,1959,6,Madhya Pradesh,Jabalpur,29.61,62.47,137.8,156.58,218.46,73.06,0,0,0,24.11,37.41
719606,7,1960,6,Madhya Pradesh,Jabalpur,6.73,66.74,111.29,164.16,225.23,102.98,0,0,8.74,18.82,38.95
719616,7,1961,6,Madhya Pradesh,Jabalpur,37.38,69.75,139.07,160.02,215.61,81.93,0,0,0,15.02,30.42
719626,7,1962,6,Madhya Pradesh,Jabalpur,38.36,51.82,101.72,143.46,207.82,148.82,0,0,0,39.85,38.48
719636,7,1963,6,Madhya Pradesh,Jabalpur,40.75,62.2,133.02,149.25,217.32,51.6,0,0,0,30.78,40.6
719646,7,1964,6,Madhya Pradesh,Jabalpur,0,2.22,18.8,0.27,7.62,108.58,389.6,506.83,172.24,13.33,0.41
719656,7,1965,6,Madhya Pradesh,Jabalpur,18.5,2.6,17.05,14.18,2.34,84.93,257.59,201.94,231.72,9.43,0
719666,7,1966,6,Madhya Pradesh,Jabalpur,8.43,0.72,6.96,2.95,17.04,101.45,428.33,217.38,121.73,3.35,32.25
719676,7,1967,6,Madhya Pradesh,Jabalpur,0.97,0,72.59,3.96,2.5,103.88,476.54,351.89,166.13,1.16,0
719686,7,1968,6,Madhya Pradesh,Jabalpur,22.45,11.23,25.11,10.49,0.02,82.46,531.98,265.12,248.33,24.29,0.03
719696,7,1969,6,Madhya Pradesh,Jabalpur,48.91,78.6,135.82,170.83,199.97,139.86,0,0,0,40.91,36.05
719706,7,1970,6,Madhya Pradesh,Jabalpur,31.99,61.17,88.69,158.21,203.21,5.5,0,0,0,39.7,40.33
719716,7,1971,6,Madhya Pradesh,Jabalpur,40.19,70.23,119.43,156.07,185.95,0,0,0,0,7.66,31.57
719726,7,1972,6,Madhya Pradesh,Jabalpur,41.37,60.17,126.73,160.69,221.54,129.35,0,0,0.42,29.56,33.44
719736,7,1973,6,Madhya Pradesh,Jabalpur,50.53,62.98,134.19,169,229.92,151.71,0,0,0,23.47,36.68
719746,7,1974,6,Madhya Pradesh,Jabalpur,45.49,67.33,135.74,172.18,215.87,100.98,0,0,18.4,6.28,34.77
719756,7,1975,6,Madhya Pradesh,Jabalpur,38.35,53.63,113.75,171.68,231.64,14.69,0,0,0,22.45,36.24
719766,7,1976,6,Madhya Pradesh,Jabalpur,39.73,71.08,124.24,153.58,224.28,130.15,0,0,0,41.74,36.62
719776,7,1977,6,Madhya Pradesh,Jabalpur,50.45,79.64,131.44,167.26,209.34,0,0,0,0,29.16,27.02
719786,7,1978,6,Madhya Pradesh,Jabalpur,37.28,32.3,71.69,141.54,224,34.01,0,0,0,39.81,39.76
719796,7,1979,6,Madhya Pradesh,Jabalpur,7.49,40.3,124.67,168.72,192.16,86.27,0,0,5.12,41.47,34.32
719806,7,1980,6,Madhya Pradesh,Jabalpur,51.35,81.08,144.9,180.71,240.81,14.41,0,0,7.55,45.67,47.53
719816,7,1981,6,Madhya Pradesh,Jabalpur,43.93,82.87,118.16,175.54,214.98,90.3,0,0,0,37.51,40.27
719826,7,1982,6,Madhya Pradesh,Jabalpur,7.75,56.78,124.62,161.94,199.01,89.45,0,0,0,35.23,32.59
719836,7,1983,6,Madhya Pradesh,Jabalpur,45.35,70.37,142.27,168.49,212.22,97.69,0,0,0,24.23,36.67
719846,7,1984,6,Madhya Pradesh,Jabalpur,5.63,45.37,127.66,163.83,238,101.24,0,0,19.49,41.51,46.65
719856,7,1985,6,Madhya Pradesh,Jabalpur,40.69,82.19,146.72,162.33,221.3,98.59,0,0,0,3.59,31.37
719866,7,1986,6,Madhya Pradesh,Jabalpur,34.68,42.88,113.73,167.78,203.52,70.09,0,0,5.71,40.25,44.81
719876,7,1987,6,Madhya Pradesh,Jabalpur,31.38,54.2,123.06,176.55,198.42,133.06,0,0,0,32.12,37.82
719886,7,1988,6,Madhya Pradesh,Jabalpur,48.12,77.72,135.31,166.83,234.56,29.05,0,0,0,38.44,39.83
719896,7,1989,6,Madhya Pradesh,Jabalpur,50.17,81.07,93.58,171.45,221.53,82.39,0,0,8.46,44.23,46.75
719906,7,1990,6,Madhya Pradesh,Jabalpur,58.88,65.78,132.41,171.21,196.26,0,0,0,0,35.01,43.98
719916,7,1991,6,Madhya Pradesh,Jabalpur,44.59,75.17,117.5,144.69,222.75,31.14,0,0,23.38,50.21,47.33
719926,7,1992,6,Madhya Pradesh,Jabalpur,56.19,82.54,143.98,169.26,213.22,162.69,0,0,0,37.74,41.18
719936,7,1993,6,Madhya Pradesh,Jabalpur,53.67,73.07,87.62,177.05,224.89,95.27,0,0,0,36.52,42.06
719946,7,1994,6,Madhya Pradesh,Jabalpur,35.04,63.23,148.92,160.34,219.82,0,0,0,0,30.91,40.47
719956,7,1995,6,Madhya Pradesh,Jabalpur,23.8,69.27,80.78,161.99,227.34,126.42,0,0,0,39.39,46.64
719966,7,1996,6,Madhya Pradesh,Jabalpur,35.44,80.47,140.05,151.31,235.83,134.72,0,0,0,25.29,36.88
719976,7,1997,6,Madhya Pradesh,Jabalpur,41.49,69.71,130.08,151.29,206.03,124.69,0,0,0,23.88,17.91
719986,7,1998,6,Madhya Pradesh,Jabalpur,34.91,50.42,69.38,133.67,211.81,96.47,0,0,0,34.95,27.34
719996,7,1999,6,Madhya Pradesh,Jabalpur,45.37,43.1,134.83,168.72,211.55,117.36,0,0,0,18.9,36.82
720006,7,2000,6,Madhya Pradesh,Jabalpur,47.79,67.56,140.33,174.39,212.03,68.61,0,0,0.7,42.11,44.3
720016,7,2001,6,Madhya Pradesh,Jabalpur,44.82,81.53,122.04,149.76,199.98,0,0,0,22.08,27.28,43.08
720026,7,2002,6,Madhya Pradesh,Jabalpur,51.52,57.76,133.61,165.39,225.81,67.88,15.04,0,0,32.56,38.08
720036,7,2003,6,Madhya Pradesh,Jabalpur,46.29,47.58,119.76,160.19,217,102.66,0,0,0,39.46,41.87
720046,7,2004,6,Madhya Pradesh,Jabalpur,27.6,75.25,134.06,167.2,212.81,0,0,0,5.21,36.77,40.23
720056,7,2005,6,Madhya Pradesh,Jabalpur,42.77,75.25,90.56,156.27,209.16,109,0,0,0,34.81,39.19
720066,7,2006,6,Madhya Pradesh,Jabalpur,49.71,79.08,48.2,148.99,193.26,96.92,0,0,0,41,41.26
720076,7,2007,6,Madhya Pradesh,Jabalpur,51.62,60.76,120.11,158.35,213.43,96.27,0,0,0,39.88,39.55
720086,7,2008,6,Madhya Pradesh,Jabalpur,48.9,71.62,124.13,156.61,215.94,0,0,0,0,36.11,40.38
720096,7,2009,6,Madhya Pradesh,Jabalpur,45.68,77.43,130.89,161.2,189.91,128.71,0,0,0,19.47,22.71
720106,7,2010,6,Madhya Pradesh,Jabalpur,35.6,54.81,127.81,174.69,231.92,134.41,0,0,0,38.92,36.83
720116,7,2011,6,Madhya Pradesh,Jabalpur,47.28,71.25,133.07,146.28,198.99,0,0,0,0,40.09,41.66
720126,7,2012,6,Madhya Pradesh,Jabalpur,22.37,69.07,127.53,155.84,202.85,130.32,0,0,0,39.36,39.56
720136,7,2013,6,Madhya Pradesh,Jabalpur,46.04,58.21,93.37,145.43,220.35,0,0,0,0.4,24.03,35.17
720146,7,2014,6,Madhya Pradesh,Jabalpur,26.72,37.21,78.08,132.77,199.86,75.08,0,0,0,40.59,41.24
720156,7,2015,6,Madhya Pradesh,Jabalpur,19.13,63.68,46.04,136.19,207.63,23.6,0,0,2.7,38.98,42.97
819586,8,1958,6,Madhya Pradesh,Balaghat,43.15,63.29,102.76,160.25,215.9,84.38,0,0,0,12.81,32
819596,8,1959,6,Madhya Pradesh,Balaghat,33.54,59.32,111.54,131.98,216.57,8.71,0,0,0,17.43,34.66
819606,8,1960,6,Madhya Pradesh,Balaghat,20.8,59.48,72.05,136.15,207.13,41.88,0,0,0.28,15.79,35.61
819616,8,1961,6,Madhya Pradesh,Balaghat,41.35,58.9,112.01,149.13,199.15,23.33,0,0,0,14.99,32.3
819626,8,1962,6,Madhya Pradesh,Balaghat,39.51,51.72,73.57,119.89,192.07,111.18,0,0,0,38.35,36.75
819636,8,1963,6,Madhya Pradesh,Balaghat,37.92,49.33,89.8,114.94,207.06,0,0,0,0,18.16,35.4
819646,8,1964,6,Madhya Pradesh,Balaghat,0,1.95,10.15,0.35,1.59,146.1,410.47,627.29,207.14,26.48,0.52
819656,8,1965,6,Madhya Pradesh,Balaghat,17.88,3.51,23.16,17.39,2.55,141.44,299.79,204.27,285.1,9.53,0
819666,8,1966,6,Madhya Pradesh,Balaghat,7.59,0.04,12.67,10.63,30.93,104.73,573.4,281.16,223.73,5.84,13.76
819676,8,1967,6,Madhya Pradesh,Balaghat,1.09,0,105.95,10.45,3.5,164.69,621.1,317.87,129.69,3.12,0
819686,8,1968,6,Madhya Pradesh,Balaghat,15.95,16.68,45.7,30.42,0.18,112.69,550.18,287.2,416.64,15.27,0.06
819696,8,1969,6,Madhya Pradesh,Balaghat,46.09,68.06,117.75,168.71,183.22,93.16,0,0,0,39.38,41.13
819706,8,1970,6,Madhya Pradesh,Balaghat,39.27,62.53,72.62,155.37,196.01,0,0,0,0,39.16,37.75
819716,8,1971,6,Madhya Pradesh,Balaghat,40.8,60.2,89.84,147.52,172.06,0,0,0,0,2.6,31.31
819726,8,1972,6,Madhya Pradesh,Balaghat,40.42,56.19,101.14,147.59,212.16,79.68,0,0,11.98,38.14,38.39
819736,8,1973,6,Madhya Pradesh,Balaghat,51.72,61.35,124.95,168.07,223.6,116.57,0,0,0,2.15,32.05
819746,8,1974,6,Madhya Pradesh,Balaghat,40.06,55.9,104.86,160.06,206.4,63.87,0,0,11.8,0,30.39
819756,8,1975,6,Madhya Pradesh,Balaghat,35.27,45.74,75.63,155.63,218.47,0,0,0,0,6.39,32.22
819766,8,1976,6,Madhya Pradesh,Balaghat,36.9,58.24,92.81,134.12,211.75,95.29,0,0,0,40.51,38.47
819776,8,1977,6,Madhya Pradesh,Balaghat,47.99,67.23,113.61,163.85,192.09,0,0,0,0,26.1,32.47
819786,8,1978,6,Madhya Pradesh,Balaghat,35.92,39.91,59.98,111.92,208.62,14.8,0,0,3.46,37.15,38.39
819796,8,1979,6,Madhya Pradesh,Balaghat,21.41,35.83,96.65,156.45,186.8,20.37,0,0,0,34.85,37.48
819806,8,1980,6,Madhya Pradesh,Balaghat,44.2,64.07,119.34,165.61,227.9,0,0,0,0,40.46,40.65
819816,8,1981,6,Madhya Pradesh,Balaghat,38.35,64.14,83.56,160.72,195.9,11.46,0,0,0,31.62,37.14
819826,8,1982,6,Madhya Pradesh,Balaghat,19.16,52.93,95.04,145.43,187.7,28.74,0,0,0,27.87,36.18
819836,8,1983,6,Madhya Pradesh,Balaghat,45.19,59.55,119.72,163.53,204.78,64.02,0,0,0,19.91,35.42
819846,8,1984,6,Madhya Pradesh,Balaghat,21.59,46.71,98.48,146.65,221.53,86.75,0,0,18.05,32.24,40.08
819856,8,1985,6,Madhya Pradesh,Balaghat,36.69,64.86,126.36,154.5,211.35,20.55,0,0,0,0.91,31.78
819866,8,1986,6,Madhya Pradesh,Balaghat,32.21,43.29,90.3,156.19,189.87,12.76,0,0,0.12,36.3,38.15
819876,8,1987,6,Madhya Pradesh,Balaghat,31.1,52.35,84.13,163.77,183.28,70.81,0,0,3.82,24.63,35.25
819886,8,1988,6,Madhya Pradesh,Balaghat,44.22,63.68,108.81,141.44,213.43,10.19,0,0,0,31.13,35.42
819896,8,1989,6,Madhya Pradesh,Balaghat,44.9,63.77,54.2,157.04,207.94,31.36,0,0,0,38.06,39.59
819906,8,1990,6,Madhya Pradesh,Balaghat,47.04,54.33,93.14,160.02,165.62,0,0,0,0,18.31,37.81
819916,8,1991,6,Madhya Pradesh,Balaghat,37.62,59.35,93.81,128.25,213.23,6.41,0,0,17.58,42.13,41.29
819926,8,1992,6,Madhya Pradesh,Balaghat,47.75,68.22,128.43,166.92,203.58,121.88,0,0,0,32.48,37.48
819936,8,1993,6,Madhya Pradesh,Balaghat,47.87,61.02,53.85,165.41,214.69,39.37,0,0,0,23.69,37.23
819946,8,1994,6,Madhya Pradesh,Balaghat,36.36,51.3,119.41,150.55,215.46,4.21,0,0,0,9.99,34.59
819956,8,1995,6,Madhya Pradesh,Balaghat,25.07,58.48,35.86,132.29,204.42,70.17,0,0,0,32.42,42.65
819966,8,1996,6,Madhya Pradesh,Balaghat,45.49,68.83,121.2,140.18,229.89,125.4,0,0,0,19.31,35.43
819976,8,1997,6,Madhya Pradesh,Balaghat,37.07,60.44,109.73,141.76,202.06,100.01,0,0,0,16.43,29.67
819986,8,1998,6,Madhya Pradesh,Balaghat,32.92,43.3,54.58,108.55,190.46,65.66,0,0,0,25.27,32.09
819996,8,1999,6,Madhya Pradesh,Balaghat,43.64,52.28,114.24,164.73,203.28,89.48,0,0,0,9.15,34.37
820006,8,2000,6,Madhya Pradesh,Balaghat,43.73,55.47,111.73,166.07,202.69,9.46,0,0,1.19,38.8,40.42
820016,8,2001,6,Madhya Pradesh,Balaghat,44.74,68.66,99.11,136.4,200.18,0,0,0,3.89,4.45,34.19
820026,8,2002,6,Madhya Pradesh,Balaghat,37.14,53.4,103.71,152.83,217.68,0.89,0.48,0,0,29.28,37.4
820036,8,2003,6,Madhya Pradesh,Balaghat,45.86,53.45,78.95,153.18,222.62,33.14,0,0,0,32.19,37.32
820046,8,2004,6,Madhya Pradesh,Balaghat,26.89,61.24,108.1,155.51,201.33,3.72,0,0,0,33.34,36.86
820056,8,2005,6,Madhya Pradesh,Balaghat,36.41,61.24,82.84,150.32,203.47,34,0,0,0,18.61,34.25
820066,8,2006,6,Madhya Pradesh,Balaghat,43.9,62.99,29.43,129.71,181.87,70.81,0,0,0,38.36,38.55
820076,8,2007,6,Madhya Pradesh,Balaghat,47.76,60.24,104.93,156.83,210.72,23.92,0,0,0,36.65,36.47
820086,8,2008,6,Madhya Pradesh,Balaghat,44.07,59.89,92.59,149.18,212.1,0,0,0,0,29.92,37.6
820096,8,2009,6,Madhya Pradesh,Balaghat,46.02,65.22,106.67,157.49,192.59,82.2,0,0,0,17.69,31.5
820106,8,2010,6,Madhya Pradesh,Balaghat,34.67,54.61,93.3,166.65,219.97,75.67,0,0,0,31.65,35.74
820116,8,2011,6,Madhya Pradesh,Balaghat,43.48,59.86,111.59,124.34,199.41,0,0,0,0,38.9,38.57
820126,8,2012,6,Madhya Pradesh,Balaghat,34.12,61.33,110.55,152.61,205.88,81.51,0,0,0,35.78,36.22
820136,8,2013,6,Madhya Pradesh,Balaghat,41.79,55.56,85.09,136.28,217.66,0,0,0,0,3.37,31.15
820146,8,2014,6,Madhya Pradesh,Balaghat,37.95,43.85,58.12,112.19,183.06,76.18,0,0,0,37.1,37.85
820156,8,2015,6,Madhya Pradesh,Balaghat,34.24,58.46,40.6,110.75,194.99,0,0,0,0,36.87,39.22
919586,9,1958,6,Madhya Pradesh,Chhindwara,62.12,102.04,143.55,175.84,223.97,88.37,0,0,0,15.25,30.29
919596,9,1959,6,Madhya Pradesh,Chhindwara,50.37,94.84,153.32,152.82,223,14.34,0,0,0,12.93,37.02
919606,9,1960,6,Madhya Pradesh,Chhindwara,19.61,89.34,122.06,156.54,222.32,54.64,0,0,2.43,13.53,39.35
919616,9,1961,6,Madhya Pradesh,Chhindwara,62.41,92.91,153.91,164.99,210.73,73.27,0,0,0,12.84,34.89
919626,9,1962,6,Madhya Pradesh,Chhindwara,54.38,81.22,116.39,148.02,206.56,138.67,0,0,0,38.63,43.38
919636,9,1963,6,Madhya Pradesh,Chhindwara,55.44,80.98,142.83,145.09,219.68,18.01,0,0,0,17.39,39.37
919646,9,1964,6,Madhya Pradesh,Chhindwara,0,2.15,10.27,0.04,3.01,170.24,338.07,410.23,165.98,23.4,0.68
919656,9,1965,6,Madhya Pradesh,Chhindwara,18.27,3.4,15.11,23.18,2.94,135.48,229.19,164.75,229.79,8.17,0.03
919666,9,1966,6,Madhya Pradesh,Chhindwara,9.42,0.1,11.5,7.16,32.16,83.64,376.18,174.94,172.56,4.69,32.18
919676,9,1967,6,Madhya Pradesh,Chhindwara,1.1,0,71.07,8.55,2.96,156.47,419.34,213.72,131.84,2.44,0
919686,9,1968,6,Madhya Pradesh,Chhindwara,17.87,12.95,33.8,26.69,0.26,99.94,393.49,234.22,323.08,19.19,0.17
919696,9,1969,6,Madhya Pradesh,Chhindwara,69.23,100.66,149.12,180.4,198.28,110.23,0,0,0,39.84,48.63
919706,9,1970,6,Madhya Pradesh,Chhindwara,54.81,93.72,112.71,168.51,204.53,0,0,0,0,39.13,47.95
919716,9,1971,6,Madhya Pradesh,Chhindwara,62.67,91.57,128.66,164.13,189.25,0.02,0,0,0,3.35,32.85
919726,9,1972,6,Madhya Pradesh,Chhindwara,57.59,87.05,140.73,169.13,227.67,86.78,0,0,9.12,38.85,44.56
919736,9,1973,6,Madhya Pradesh,Chhindwara,75.66,86.39,152,181.1,241.19,114.56,0,0,0,12.46,36.92
919746,9,1974,6,Madhya Pradesh,Chhindwara,60.87,89.31,148.46,181.02,212.84,81.03,0,0,11.28,0,30.98
919756,9,1975,6,Madhya Pradesh,Chhindwara,48.55,74.62,126.89,178.97,241.4,1.87,0,0,0,13.27,37.4
919766,9,1976,6,Madhya Pradesh,Chhindwara,57.42,95.04,136.33,147.73,238.17,101.42,0,0,0,41.74,36.34
919776,9,1977,6,Madhya Pradesh,Chhindwara,72.75,100.72,138.77,182.81,212.38,0,0,0,0,19.92,22.98
919786,9,1978,6,Madhya Pradesh,Chhindwara,49.11,54.55,93.46,140.49,231.69,9.1,0,0,8.99,42.4,45.78
919796,9,1979,6,Madhya Pradesh,Chhindwara,24.78,61.74,153.24,184.64,199.61,46.02,0,0,0.66,36.11,39.16
919806,9,1980,6,Madhya Pradesh,Chhindwara,68.42,100.86,159.84,188.35,250.06,4.44,0,0,4.38,44.19,58.68
919816,9,1981,6,Madhya Pradesh,Chhindwara,60.69,104.15,122.69,183.44,219.98,40.05,0,0,0,32.19,45.98
919826,9,1982,6,Madhya Pradesh,Chhindwara,24.3,83.3,142.64,171.3,201.16,56.17,0,0,0,28.71,39.04
919836,9,1983,6,Madhya Pradesh,Chhindwara,67.46,92.7,157.09,186.54,222.3,75.35,0,0,0,18.61,39.8
