Key, State Code, State name, District code, District name, Year,Chilli Area (000Ha),Chilli Production (000Tonnes),Dry Chillies Area (000Ha),Dry Chillies Production (000Tonnes),Paprika Area (000Ha),Paprika Production (000Tonnes),Methi Area (000Ha),Methi Production (000Tonnes),Ajwain Area (000Ha),Ajwain Production (000Tonnes),Karayat Area (000Ha),Karayat Production (000Tonnes),Cumin Area (000Ha),Cumin Production (000Tonnes),Black Cumin Area (000Ha),Black Cumin Production (000Tonnes),Fennel Area (000Ha),Fennel Production (000Tonnes),Fenugreek Area (000Ha),Fenugreek Production (000Tonnes),Isabgul Area (000Ha),Isabgul Production (000Tonnes),Suva Area (000Ha),Suva Production (000Tonnes),Dill Area (000Ha),Dill Production (000Tonnes),Tamarind Area (000Ha),Tamarind Production (000Tonnes),Clove Area (000Ha),Clove Production (000Tonnes),Cinnamom Area (000Ha),Cinnamom Production (000Tonnes),Cloves & Cinnamon Area (000Ha),Cloves & Cinnamon Production (000Tonnes),Vanilla Area (000Ha),Vanilla Production (000Tonnes),Mint Area (000Ha),Mint Production (000Tonnes),Betelvine Area (000Ha),Betelvine Production (000Tonnes),Pepper Area (000Ha),Pepper Production (000Tonnes),Red Pepper  Area (000Ha),Red Pepper  Production (000Tonnes),Black Pepper Area (000Ha),Black Pepper Production (000Tonnes),Radhuni Area (000Ha),Radhuni Production (000Tonnes),Cocoa Area (000Ha),Cocoa Production (000Tonnes),Ginger Area (000Ha),Ginger Production (000Tonnes),Ginger (Dry) Area (000Ha),Ginger (Dry) Production (000Tonnes),Garlic Area (000Ha),Garlic Production (000Tonnes),Turmeric Area (000Ha),Turmeric Production (000Tonnes),Cardamom Area (000Ha),Cardamom Production (000Tonnes),Coriander Area (000Ha),Coriander Production (000Tonnes),Other Spices Area (000Ha),Other Spices Production (000Tonnes),Total Spices Area (000Ha),Total Spices Production (000Tonnes),
5020121,1,Andhra Pradesh,50,Nellore,2012,.,.,4.25,12.76,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.45,4.51,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.14,1.40,0.00,0.00,.,.,0.47,0.56,.,.,5.31,19.23,
5020131,1,Andhra Pradesh,50,Nellore,2013,.,.,4.72,14.16,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.50,5.01,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.16,1.55,0.00,0.00,.,.,0.52,0.62,.,.,5.89,21.34,
5020141,1,Andhra Pradesh,50,Nellore,2014,.,.,2.40,7.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.53,.,.,.,.,.,.,.,.,.,.,0.24,2.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.17,1.04,.,.,0.07,0.13,0.35,3.49,3.27,14.82,
5020151,1,Andhra Pradesh,50,Nellore,2015,.,.,2.08,6.25,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.78,.,.,.,.,.,.,.,.,.,.,0.21,2.12,0.00,0.00,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,0.15,0.90,.,.,0.05,0.10,0.35,3.49,2.90,13.64,
5020161,1,Andhra Pradesh,50,Nellore,2016,.,.,2.10,6.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.38,.,.,.,.,.,.,.,.,.,.,0.27,2.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.14,0.86,.,.,.,.,0.15,1.50,2.69,11.72,
5120071,1,Andhra Pradesh,51,Kurnool,2007,.,.,8.55,25.65,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.12,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,.,.,.,.,.,.,.,0.00,.,0.00,.,.,0.00,0.00,2.90,17.98,.,.,15.90,19.08,.,.,27.37,62.83,
5120081,1,Andhra Pradesh,51,Kurnool,2008,.,.,8.55,25.65,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.12,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,.,0.00,.,.,0.00,0.00,2.90,17.98,.,.,2.00,2.40,.,.,13.47,46.15,
5120091,1,Andhra Pradesh,51,Kurnool,2009,.,.,7.75,23.25,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.08,.,.,.,.,.,.,.,.,.,.,.,0.00,.,0.00,.,.,.,.,.,.,.,0.00,0.00,0.00,.,.,0.00,0.00,3.40,21.08,.,.,2.00,2.40,.,.,13.17,46.81,
5120101,1,Andhra Pradesh,51,Kurnool,2010,.,.,19.99,59.97,.,.,.,.,17.00,8.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.12,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.06,0.60,12.31,76.31,.,.,2.00,2.40,.,.,51.38,147.90,
5120111,1,Andhra Pradesh,51,Kurnool,2011,.,.,20.39,61.17,.,.,.,.,17.34,8.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.12,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.06,0.61,12.55,77.84,.,.,2.04,2.45,.,.,52.40,150.86,
5120121,1,Andhra Pradesh,51,Kurnool,2012,.,.,13.95,41.85,.,.,.,.,12.05,6.03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.12,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.06,0.60,6.80,42.16,.,.,2.00,2.40,.,.,34.88,93.15,
5120131,1,Andhra Pradesh,51,Kurnool,2013,.,.,15.48,46.45,.,.,.,.,12.05,6.03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.13,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.07,0.67,7.55,46.80,.,.,2.22,2.66,.,.,37.39,102.74,
5120141,1,Andhra Pradesh,51,Kurnool,2014,.,.,19.97,149.74,.,.,.,.,10.83,10.83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,4.10,20.50,.,.,0.69,1.37,.,.,35.58,182.43,
5120151,1,Andhra Pradesh,51,Kurnool,2015,.,.,17.68,132.60,.,.,.,.,7.47,7.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,.,.,0.03,0.25,.,.,0.00,0.00,1.68,8.42,.,.,1.63,8.13,.,.,28.49,156.87,
5120161,1,Andhra Pradesh,51,Kurnool,2016,.,.,26.48,198.58,.,.,.,.,6.04,60.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.45,.,.,.,.,1.68,8.42,.,.,1.63,8.13,.,.,35.84,275.92,
5220071,1,Andhra Pradesh,52,Anantapur,2007,.,.,1.16,3.48,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.60,12.35,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,.,.,.,.,.,.,.,0.00,.,0.00,.,.,0.00,0.00,1.60,9.94,.,.,0.33,0.39,.,.,4.69,26.17,
5220081,1,Andhra Pradesh,52,Anantapur,2008,.,.,1.16,3.48,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.60,12.35,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,.,0.00,.,.,0.00,0.00,.,0.00,.,.,0.33,0.39,.,.,3.09,16.22,
5220091,1,Andhra Pradesh,52,Anantapur,2009,.,.,3.43,10.30,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.60,8.02,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.06,0.07,.,.,5.10,18.39,
5220101,1,Andhra Pradesh,52,Anantapur,2010,.,.,8.86,26.57,.,.,.,.,1.04,0.52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.60,12.35,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.05,0.50,0.00,0.00,.,.,0.45,0.53,.,.,11.99,40.48,
5220111,1,Andhra Pradesh,52,Anantapur,2011,.,.,9.03,27.10,.,.,.,.,1.06,0.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.64,12.60,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.05,0.51,0.00,0.00,.,.,0.45,0.54,.,.,12.23,41.28,
5220121,1,Andhra Pradesh,52,Anantapur,2012,.,.,6.18,18.54,.,.,.,.,0.75,0.38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.60,12.35,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.05,0.50,.,0.00,.,.,0.45,0.53,.,.,9.03,32.30,
5220131,1,Andhra Pradesh,52,Anantapur,2013,.,.,6.86,20.58,.,.,.,.,0.75,0.38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.78,13.71,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.06,0.56,0.00,0.00,.,.,0.49,0.59,.,.,9.94,35.82,
5220141,1,Andhra Pradesh,52,Anantapur,2014,.,.,3.50,9.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.53,6.57,.,.,.,.,.,.,.,.,.,.,0.40,4.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.45,0.36,.,.,6.88,20.03,
5220151,1,Andhra Pradesh,52,Anantapur,2015,.,.,3.50,9.10,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.53,22.73,.,.,.,.,.,.,.,.,.,.,0.40,4.80,0.00,0.00,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.45,0.36,0.00,0.00,6.88,36.99,
5220161,1,Andhra Pradesh,52,Anantapur,2016,.,.,4.80,14.41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.99,5.17,.,.,.,.,.,.,.,.,.,.,0.31,3.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,2.50,.,.,7.60,25.15,
5320071,1,Andhra Pradesh,53,Cuddapah,2007,.,.,3.04,9.12,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.15,.,.,.,.,.,.,.,.,.,.,0.27,9.13,0.00,0.00,.,.,.,.,.,.,.,0.00,.,0.00,.,.,0.00,0.00,2.80,17.36,.,.,4.77,5.72,.,.,10.89,41.48,
5320081,1,Andhra Pradesh,53,Cuddapah,2008,.,.,1.04,3.12,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.15,.,.,.,.,.,.,.,.,.,.,0.27,2.70,0.00,0.00,.,.,.,.,.,.,0.00,0.00,.,0.00,.,.,0.00,0.00,2.80,17.36,.,.,12.50,15.00,.,.,16.63,38.33,
5320091,1,Andhra Pradesh,53,Cuddapah,2009,.,.,1.63,4.88,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.10,.,.,.,.,.,.,.,.,.,.,0.28,2.82,.,0.00,.,.,.,.,.,.,.,0.00,.,0.00,.,.,.,0.00,3.87,24.02,.,.,11.50,13.80,.,.,17.30,45.61,
5320101,1,Andhra Pradesh,53,Cuddapah,2010,.,.,4.19,12.57,.,.,.,.,0.35,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.15,.,.,.,.,.,.,.,.,.,.,0.35,3.50,0.00,0.00,.,.,.,.,.,.,0.04,0.02,0.00,0.00,.,.,0.10,0.99,16.33,101.22,.,.,0.36,0.43,.,.,21.72,119.06,
5320111,1,Andhra Pradesh,53,Cuddapah,2011,.,.,4.28,12.83,.,.,.,.,0.35,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.16,.,.,.,.,.,.,.,.,.,.,0.36,3.57,0.00,0.00,.,.,.,.,.,.,0.04,0.02,0.00,0.00,.,.,0.10,1.01,16.65,103.25,.,.,0.36,0.44,.,.,22.16,121.44,
5320121,1,Andhra Pradesh,53,Cuddapah,2012,.,.,2.93,8.78,.,.,.,.,0.25,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.15,.,.,.,.,.,.,.,.,.,.,0.35,3.50,0.00,0.00,.,.,.,.,.,.,0.06,0.01,0.00,0.00,.,.,0.10,0.99,9.02,55.92,.,.,0.36,0.43,.,.,13.08,69.91,
5320131,1,Andhra Pradesh,53,Cuddapah,2013,.,.,3.25,9.74,.,.,.,.,0.25,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.17,.,.,.,.,.,.,.,.,.,.,0.39,3.89,0.00,0.00,.,.,.,.,.,.,0.06,0.01,0.00,0.00,.,.,0.11,1.10,10.01,62.08,.,.,0.40,0.47,.,.,14.48,77.58,
5320141,1,Andhra Pradesh,53,Cuddapah,2014,.,.,0.84,4.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.57,13.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,3.29,19.71,.,.,19.40,24.25,.,.,24.10,61.91,
5320151,1,Andhra Pradesh,53,Cuddapah,2015,.,.,1.00,5.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.60,14.40,0.00,0.00,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,6.25,37.50,.,.,12.50,15.63,0.00,0.00,20.35,72.53,
5320161,1,Andhra Pradesh,53,Cuddapah,2016,.,.,1.76,8.80,.,.,.,.,0.41,0.41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,1.10,.,.,.,.,.,.,.,.,.,.,0.57,20.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.92,29.51,.,.,10.30,12.87,.,.,18.02,72.77,
5420071,1,Andhra Pradesh,54,Chittoor,2007,.,.,0.41,1.24,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.50,19.24,.,.,.,.,.,.,.,.,.,.,0.15,5.21,0.00,0.00,.,.,.,.,.,.,.,0.00,.,0.00,.,.,0.00,0.00,0.06,0.34,.,.,0.08,0.10,.,.,3.20,26.13,
5420081,1,Andhra Pradesh,54,Chittoor,2008,.,.,0.41,1.24,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.50,19.24,.,.,.,.,.,.,.,.,.,.,0.19,1.92,0.00,0.00,.,.,.,.,.,.,0.00,0.00,.,0.00,.,.,0.00,0.00,0.08,0.48,.,.,0.10,0.12,.,.,3.28,23.00,
5420091,1,Andhra Pradesh,54,Chittoor,2009,.,.,3.24,9.73,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.50,12.50,.,.,.,.,.,.,.,.,.,.,0.19,1.92,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,0.07,0.42,.,.,0.10,0.12,.,.,6.10,24.68,
5420101,1,Andhra Pradesh,54,Chittoor,2010,.,.,8.36,25.09,.,.,.,.,1.17,0.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.57,12.08,.,.,.,.,.,.,.,.,.,.,0.35,3.50,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.08,0.80,0.29,1.80,.,.,0.25,0.30,.,.,12.07,44.15,
5420111,1,Andhra Pradesh,54,Chittoor,2011,.,.,8.53,25.59,.,.,.,.,1.20,0.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.60,12.32,.,.,.,.,.,.,.,.,.,.,0.36,3.57,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.08,0.82,0.30,1.83,.,.,0.26,0.31,.,.,12.32,45.03,
5420121,1,Andhra Pradesh,54,Chittoor,2012,.,.,5.84,17.51,.,.,.,.,0.85,0.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.50,19.24,.,.,.,.,.,.,.,.,.,.,0.35,3.50,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.08,0.80,0.16,0.99,.,.,0.25,0.30,.,.,10.02,42.77,
5420131,1,Andhra Pradesh,54,Chittoor,2013,.,.,6.48,19.43,.,.,.,.,0.85,0.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.77,21.36,.,.,.,.,.,.,.,.,.,.,0.39,3.89,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.09,0.89,0.18,1.10,.,.,0.28,0.33,.,.,11.03,47.42,
5420141,1,Andhra Pradesh,54,Chittoor,2014,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.00,40.04,.,.,.,.,.,.,.,.,.,.,0.14,4.38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.08,0.31,.,.,0.44,0.31,3.00,9.01,7.66,54.05,
5420151,1,Andhra Pradesh,54,Chittoor,2015,.,.,0.31,2.30,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.00,60.06,.,.,.,.,.,.,.,.,.,.,0.14,1.37,0.00,0.00,.,.,.,.,.,.,.,.,0.00,0.00,.,.,0.00,0.00,0.08,0.45,.,.,0.60,1.20,3.00,21.00,8.13,86.37,
5420161,1,Andhra Pradesh,54,Chittoor,2016,.,.,0.31,2.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.00,60.06,.,.,.,.,.,.,.,.,.,.,0.14,1.37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,0.45,.,.,0.60,0.04,3.00,21.00,8.13,85.22,
5520071,1,Andhra Pradesh,55,Hyderabad,2007,.,.,0.00,0.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,.,.,0.00,0.00,
5520081,1,Andhra Pradesh,55,Hyderabad,2008,.,.,0.00,0.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,.,.,0.00,0.00,
5520091,1,Andhra Pradesh,55,Hyderabad,2009,.,.,.,0.00,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,0.00,.,0.00,.,.,.,.,.,.,.,0.00,.,0.00,.,.,.,0.00,.,0.00,.,.,.,0.00,.,.,0.00,0.00,
5520101,1,Andhra Pradesh,55,Hyderabad,2010,.,.,0.00,0.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,0.00,0.00,0.00,.,.,.,0.00,.,.,0.00,0.00,
5520111,1,Andhra Pradesh,55,Hyderabad,2011,.,.,0.00,0.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,.,.,0.00,0.00,
5520121,1,Andhra Pradesh,55,Hyderabad,2012,.,.,0.00,0.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,0.00,.,0.00,.,.,.,0.00,.,.,0.00,0.00,
5520131,1,Andhra Pradesh,55,Hyderabad,2013,.,.,0.00,0.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,0.00,0.00,.,.,0.00,0.00,.,.,0.00,0.00,
5620071,1,Andhra Pradesh,56,Nizamabad,2007,.,.,1.51,4.54,.,.,.,.,1.63,0.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.02,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.09,1.86,.,.,0.04,0.39,11.18,69.33,.,.,0.00,0.00,.,.,14.46,76.95,
5620081,1,Andhra Pradesh,56,Nizamabad,2008,.,.,2.71,8.14,.,.,.,.,1.63,0.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.02,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.09,1.86,.,.,0.05,0.45,11.18,69.33,.,.,0.00,0.00,.,.,15.66,80.61,
5620091,1,Andhra Pradesh,56,Nizamabad,2009,.,.,.,0.00,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.01,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.09,1.70,.,.,0.05,0.45,9.99,61.91,.,.,0.00,0.00,.,.,10.12,64.07,
5620101,1,Andhra Pradesh,56,Nizamabad,2010,.,.,5.16,15.48,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.05,0.45,42.31,262.33,.,.,0.09,0.10,.,.,47.60,278.36,
5620111,1,Andhra Pradesh,56,Nizamabad,2011,.,.,5.26,15.79,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.05,0.46,43.16,267.57,.,.,0.09,0.11,.,.,48.55,283.92,
5620121,1,Andhra Pradesh,56,Nizamabad,2012,.,.,3.60,10.80,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.05,0.45,23.38,144.93,.,.,0.63,0.75,.,.,27.65,156.93,
5620131,1,Andhra Pradesh,56,Nizamabad,2013,.,.,3.60,10.80,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,0.05,0.50,25.95,160.87,.,.,0.69,0.83,.,.,30.29,173.01,
5720071,1,Andhra Pradesh,57,Medak,2007,.,.,5.20,15.60,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.05,.,.,.,.,.,.,.,.,.,.,0.05,1.69,.,.,.,.,.,.,.,.,.,.,1.36,27.26,.,.,0.74,7.43,3.50,21.70,.,.,0.95,1.14,.,.,11.81,74.87,
5720081,1,Andhra Pradesh,57,Medak,2008,.,.,5.72,17.16,.,.,.,.,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.05,.,.,.,.,.,.,.,.,.,.,0.05,0.50,0.00,.,.,.,.,.,.,.,0.00,0.00,1.50,29.98,.,.,0.82,8.17,3.85,23.87,.,.,1.05,1.25,.,.,12.99,80.98,
5720091,1,Andhra Pradesh,57,Medak,2009,.,.,5.72,17.16,.,.,.,.,1.63,0.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.03,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,1.50,29.98,.,.,0.78,7.83,4.03,24.96,.,.,1.05,1.25,.,.,14.70,82.02,
5720101,1,Andhra Pradesh,57,Medak,2010,.,.,20.02,60.06,.,.,.,.,1.01,0.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,1.99,39.87,.,.,0.83,8.28,19.39,120.23,.,.,0.33,0.40,.,.,43.58,229.35,
5720111,1,Andhra Pradesh,57,Medak,2011,.,.,20.42,61.26,.,.,.,.,1.03,0.52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,2.03,40.67,.,.,0.84,8.45,19.78,122.64,.,.,0.34,0.40,.,.,44.45,233.93,
5720121,1,Andhra Pradesh,57,Medak,2012,.,.,13.70,41.11,.,.,.,.,0.73,0.37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,0.00,0.00,.,.,.,.,.,.,0.00,0.00,2.99,59.88,.,.,1.04,10.42,10.71,66.43,.,.,0.33,0.40,.,.,29.52,178.60,
