Key,Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
719926,7,1992,6,Madhya Pradesh,Jabalpur,12955,63.6,28.25,23.08,7134,35,15.56,12.71,282,1.4,0.61,0.5,20371,44.42,36.3
719936,7,1993,6,Madhya Pradesh,Jabalpur,13762,57.2,29.34,22.89,9922,41.2,21.15,16.51,393,1.6,0.84,0.65,24077,51.33,40.05
719946,7,1994,6,Madhya Pradesh,Jabalpur,13484,57.1,28.29,22.37,9500,40.2,19.93,15.76,620,2.6,1.3,1.03,23604,49.51,39.16
719956,7,1995,6,Madhya Pradesh,Jabalpur,13484,57.1,28.03,21.78,9500,40.2,19.75,15.35,620,2.6,1.29,1,23604,49.07,38.13
719966,7,1996,6,Madhya Pradesh,Jabalpur,13484,57.1,28.04,21.4,9500,40.2,19.76,15.08,620,2.6,1.29,0.98,23604,49.09,37.47
719976,7,1997,6,Madhya Pradesh,Jabalpur,15358,59.1,32.4,24.69,9839,37.9,20.75,15.82,768,3,1.62,1.23,25965,54.77,41.74
719986,7,1998,6,Madhya Pradesh,Jabalpur,9243,54.6,33.17,25.08,7356,43.4,26.4,19.96,344,2,1.23,0.93,16943,60.8,45.97
719996,7,1999,6,Madhya Pradesh,Jabalpur,9784,63.7,35.46,26.64,5257,34.2,19.05,14.31,328,2.1,1.19,0.89,15369,55.7,41.85
720006,7,2000,6,Madhya Pradesh,Jabalpur,11692,69,43.82,32.99,4870,28.7,18.25,13.74,378,2.2,1.42,1.07,16940,63.49,47.8
720016,7,2001,6,Madhya Pradesh,Jabalpur,10822,62.8,40.06,30.26,5685,33,21.04,15.89,714,4.1,2.64,2,17221,63.74,48.15
720026,7,2002,6,Madhya Pradesh,Jabalpur,11169,57.1,41.31,30.78,7742,39.6,28.63,21.33,641,3.3,2.37,1.77,19552,72.31,53.88
720036,7,2003,6,Madhya Pradesh,Jabalpur,12652,56.1,46.09,33.78,8474,37.5,30.87,22.63,1445,6.4,5.26,3.86,22571,82.23,60.26
720046,7,2004,6,Madhya Pradesh,Jabalpur,14366,62.4,52.27,38.1,7863,34.1,28.61,20.86,809,3.5,2.94,2.15,23038,83.82,61.11
720056,7,2005,6,Madhya Pradesh,Jabalpur,11551,61,42.36,31.68,6670,35.2,24.46,18.3,706,3.7,2.59,1.94,18927,69.42,51.92
720066,7,2006,6,Madhya Pradesh,Jabalpur,18917,60.2,69.09,50.87,11221,35.7,40.98,30.18,1267,4,4.63,3.41,31405,114.7,84.46
720076,7,2007,6,Madhya Pradesh,Jabalpur,18814,59.2,68.62,49.85,11082,34.9,40.42,29.36,1868,5.9,6.81,4.95,31764,115.85,84.17
720086,7,2008,6,Madhya Pradesh,Jabalpur,22612,57,81.97,59.25,13252,33.4,48.04,34.72,3789,9.6,13.74,9.93,39653,143.75,103.9
720096,7,2009,6,Madhya Pradesh,Jabalpur,28827,56.9,105.91,77.21,17598,34.7,64.65,47.13,4246,8.4,15.6,11.37,50671,186.16,135.72
720106,7,2010,6,Madhya Pradesh,Jabalpur,33405,58.9,120.04,86.42,19466,34.3,69.95,50.36,3868,6.8,13.9,10.01,56739,203.88,146.78
720116,7,2011,6,Madhya Pradesh,Jabalpur,28998,59.4,104.43,72.34,17892,36.7,64.43,44.63,1927,3.9,6.94,4.81,48817,175.8,121.78
720126,7,2012,6,Madhya Pradesh,Jabalpur,34681,62,124.36,87.27,18859,33.7,67.62,47.45,2426,4.3,8.7,6.1,55966,200.68,140.82
720136,7,2013,6,Madhya Pradesh,Jabalpur,38237,71.9,137.19,90.12,14620,27.5,52.46,34.46,306,0.6,1.1,0.72,53163,190.75,125.3
720146,7,2014,6,Madhya Pradesh,Jabalpur,29956,69.7,109.6,69.49,12192,28.4,44.61,28.28,819,1.9,3,1.9,42967,157.2,99.67
720156,7,2015,6,Madhya Pradesh,Jabalpur,39006,71.3,143.99,91.06,14544,26.6,53.69,33.95,1147,2.1,4.23,2.68,54697,201.91,127.69
720166,7,2016,6,Madhya Pradesh,Jabalpur,46706,72.5,171.43,103.64,16207,25.1,59.49,35.96,1549,2.4,5.69,3.44,64463,236.61,143.05
720176,7,2017,6,Madhya Pradesh,Jabalpur,39041,65.4,145.19,84.02,18838,31.5,70.06,40.54,1852,3.1,6.89,3.99,59731,222.13,128.55
819906,8,1990,6,Madhya Pradesh,Balaghat,4947,61.1,17.85,13.48,2918,36,10.53,7.95,236,2.9,0.85,0.64,8101,29.23,22.07
819916,8,1991,6,Madhya Pradesh,Balaghat,7138,63,26.03,20.51,3553,31.4,12.96,10.21,632,5.6,2.3,1.82,11323,41.29,32.53
819926,8,1992,6,Madhya Pradesh,Balaghat,7701,65.3,27.98,21.89,3342,28.3,12.14,9.5,755,6.4,2.74,2.15,11798,42.87,33.54
819936,8,1993,6,Madhya Pradesh,Balaghat,7235,73.6,26.01,19.57,2413,24.5,8.67,6.53,182,1.9,0.65,0.49,9830,35.33,26.59
819946,8,1994,6,Madhya Pradesh,Balaghat,7404,67.7,26.55,19.72,3160,28.9,11.33,8.41,379,3.5,1.36,1.01,10943,39.24,29.14
819956,8,1995,6,Madhya Pradesh,Balaghat,7404,67.7,26.67,19.84,3160,28.9,11.38,8.47,379,3.5,1.37,1.02,10943,39.42,29.33
819966,8,1996,6,Madhya Pradesh,Balaghat,7404,67.7,27.04,20.97,3160,28.9,11.54,8.95,379,3.5,1.38,1.07,10943,39.97,31
819976,8,1997,6,Madhya Pradesh,Balaghat,8504,68,31.13,25.19,3563,28.5,13.04,10.55,445,3.6,1.63,1.32,12512,45.79,37.06
819986,8,1998,6,Madhya Pradesh,Balaghat,7367,78.9,27.01,21.43,1740,18.6,6.38,5.06,232,2.5,0.85,0.68,9339,34.24,27.17
819996,8,1999,6,Madhya Pradesh,Balaghat,7408,65.8,26.92,20.93,3390,30.1,12.32,9.58,454,4,1.65,1.28,11252,40.89,31.78
820006,8,2000,6,Madhya Pradesh,Balaghat,7321,57.5,26.72,22.01,4665,36.7,17.03,14.03,741,5.8,2.7,2.23,12727,46.46,38.26
820016,8,2001,6,Madhya Pradesh,Balaghat,3752,41.9,13.64,10.99,4686,52.3,17.04,13.73,525,5.9,1.91,1.54,8963,32.59,26.26
820026,8,2002,6,Madhya Pradesh,Balaghat,7405,59.2,27,21.6,4569,36.5,16.66,13.33,536,4.3,1.95,1.56,12510,45.61,36.49
820036,8,2003,6,Madhya Pradesh,Balaghat,9711,60.2,35.25,27.84,5792,35.9,21.03,16.6,638,4,2.32,1.83,16141,58.6,46.27
820046,8,2004,6,Madhya Pradesh,Balaghat,8322,59.5,33.19,27.45,5008,35.8,19.97,16.52,649,4.6,2.59,2.14,13979,55.75,46.11
820056,8,2005,6,Madhya Pradesh,Balaghat,10486,58.6,38.28,30.48,6693,37.4,24.44,19.46,722,4,2.64,2.1,17901,65.36,52.04
820066,8,2006,6,Madhya Pradesh,Balaghat,10663,59.3,39.02,31.24,6582,36.6,24.09,19.28,744,4.1,2.72,2.18,17989,65.84,52.7
820076,8,2007,6,Madhya Pradesh,Balaghat,12549,60.3,46,36.65,7523,36.1,27.57,21.97,745,3.6,2.73,2.18,20817,76.3,60.8
820086,8,2008,6,Madhya Pradesh,Balaghat,13686,59.7,50.17,40.07,8278,36.1,30.34,24.23,976,4.3,3.58,2.86,22940,84.09,67.16
820096,8,2009,6,Madhya Pradesh,Balaghat,14461,58.6,53.35,42.66,9454,38.3,34.88,27.89,764,3.1,2.82,2.25,24679,91.05,72.81
820106,8,2010,6,Madhya Pradesh,Balaghat,14843,56.8,55.01,44.24,9676,37,35.86,28.84,1618,6.2,6,4.82,26137,96.88,77.9
820116,8,2011,6,Madhya Pradesh,Balaghat,17625,57.9,64.01,51.26,11995,39.4,43.56,34.89,840,2.8,3.05,2.44,30460,110.63,88.59
820126,8,2012,6,Madhya Pradesh,Balaghat,16377,64.8,57.96,46.59,8403,33.3,29.74,23.91,484,1.9,1.71,1.38,25264,89.41,71.87
820136,8,2013,6,Madhya Pradesh,Balaghat,15732,54,56.38,45.37,12464,42.8,44.67,35.95,913,3.1,3.27,2.63,29109,104.33,83.95
820146,8,2014,6,Madhya Pradesh,Balaghat,15649,59.3,56.55,45.19,10125,38.4,36.59,29.24,596,2.3,2.15,1.72,26370,95.29,76.16
820156,8,2015,6,Madhya Pradesh,Balaghat,19477,58.6,74.44,56.84,12859,38.7,49.15,37.53,916,2.8,3.5,2.67,33252,127.09,97.04
820166,8,2016,6,Madhya Pradesh,Balaghat,15234,61,54.66,44.2,9370,37.5,33.62,27.19,361,1.4,1.3,1.05,24965,89.58,72.44
820176,8,2017,6,Madhya Pradesh,Balaghat,18299,61.9,66.01,54.65,10688,36.2,38.55,31.92,575,1.9,2.07,1.72,29563,106.64,88.29
919906,9,1990,6,Madhya Pradesh,Chhindwara,7084,64.3,14.32,12.3,3347,30.4,6.77,5.81,584,5.3,1.18,1.01,11015,22.27,19.13
919916,9,1991,6,Madhya Pradesh,Chhindwara,9887,67.8,20.71,18.37,3943,27,8.26,7.33,754,5.2,1.58,1.4,14584,30.55,27.1
919926,9,1992,6,Madhya Pradesh,Chhindwara,9563,69.4,19.91,17.53,3682,26.7,7.67,6.75,542,3.9,1.13,0.99,13787,28.71,25.27
919936,9,1993,6,Madhya Pradesh,Chhindwara,8509,67.6,17.23,14.63,3467,27.6,7.02,5.96,606,4.8,1.23,1.04,12582,25.48,21.63
919946,9,1994,6,Madhya Pradesh,Chhindwara,10695,66.2,21.63,17.76,4535,28.1,9.17,7.53,921,5.7,1.86,1.53,16151,32.66,26.82
919956,9,1995,6,Madhya Pradesh,Chhindwara,10695,66.2,21.71,17.96,4535,28.1,9.2,7.62,921,5.7,1.87,1.55,16151,32.78,27.13
919966,9,1996,6,Madhya Pradesh,Chhindwara,10695,66.2,21.72,18.01,4535,28.1,9.21,7.63,921,5.7,1.87,1.55,16151,32.81,27.19
919976,9,1997,6,Madhya Pradesh,Chhindwara,12197,64.5,24.62,20.13,5288,27.9,10.68,8.73,1438,7.6,2.9,2.37,18923,38.2,31.23
919986,9,1998,6,Madhya Pradesh,Chhindwara,8160,60.7,16.45,13.26,4574,34,9.22,7.43,707,5.3,1.43,1.15,13441,27.1,21.84
919996,9,1999,6,Madhya Pradesh,Chhindwara,12535,66.5,25.21,20.16,4851,25.7,9.76,7.8,1473,7.8,2.96,2.37,18859,37.93,30.33
920006,9,2000,6,Madhya Pradesh,Chhindwara,11205,63.6,23.93,20.85,4946,28.1,10.56,9.2,1455,8.3,3.11,2.71,17606,37.6,32.76
920016,9,2001,6,Madhya Pradesh,Chhindwara,11670,63.3,24.77,21.49,5139,27.9,10.91,9.46,1628,8.8,3.46,3,18437,39.14,33.95
920026,9,2002,6,Madhya Pradesh,Chhindwara,13200,63.3,27.57,23.33,6004,28.8,12.54,10.61,1658,7.9,3.46,2.93,20862,43.58,36.88
920036,9,2003,6,Madhya Pradesh,Chhindwara,15175,62.7,31.37,25.63,7008,29,14.49,11.84,2003,8.3,4.14,3.38,24186,49.99,40.86
920046,9,2004,6,Madhya Pradesh,Chhindwara,13341,60.6,27.56,22.18,7101,32.2,14.67,11.8,1591,7.2,3.29,2.64,22033,45.52,36.63
920056,9,2005,6,Madhya Pradesh,Chhindwara,16989,65.2,35.6,28.65,6869,26.4,14.39,11.58,2197,8.4,4.6,3.7,26055,54.6,43.94
920066,9,2006,6,Madhya Pradesh,Chhindwara,20197,66.6,41.7,32.58,7880,26,16.27,12.71,2242,7.4,4.63,3.62,30319,62.59,48.91
920076,9,2007,6,Madhya Pradesh,Chhindwara,22965,71.8,47.15,36.69,6989,21.8,14.35,11.16,2037,6.4,4.18,3.25,31991,65.69,51.11
920086,9,2008,6,Madhya Pradesh,Chhindwara,20287,67.6,42.57,34.92,6944,23.1,14.57,11.95,2771,9.2,5.82,4.77,30002,62.96,51.64
920096,9,2009,6,Madhya Pradesh,Chhindwara,30188,67.9,62.41,48.18,10449,23.5,21.6,16.68,3829,8.6,7.92,6.11,44466,91.93,70.97
920106,9,2010,6,Madhya Pradesh,Chhindwara,30157,62.6,61.6,45.99,12744,26.4,26.03,19.44,5297,11,10.82,8.08,48198,98.45,73.51
920116,9,2011,6,Madhya Pradesh,Chhindwara,32436,64.4,64.92,47.99,13461,26.7,26.94,19.92,4472,8.9,8.95,6.62,50369,100.81,74.52
920126,9,2012,6,Madhya Pradesh,Chhindwara,35016,66.9,68.4,49.58,14165,27,27.67,20.06,3192,6.1,6.24,4.52,52373,102.31,74.16
920136,9,2013,6,Madhya Pradesh,Chhindwara,41304,72.8,80.75,57.34,13320,23.5,26.04,18.49,2149,3.8,4.2,2.98,56773,110.99,78.81
920146,9,2014,6,Madhya Pradesh,Chhindwara,38309,66.6,75.1,52.83,15624,27.2,30.63,21.55,3598,6.3,7.05,4.96,57531,112.78,79.33
920156,9,2015,6,Madhya Pradesh,Chhindwara,47316,68.4,92.93,65.09,17967,26,35.29,24.72,3922,5.7,7.7,5.4,69205,135.93,95.21
920166,9,2016,6,Madhya Pradesh,Chhindwara,60800,71.2,119.58,85.05,19046,22.3,37.46,26.64,5550,6.5,10.92,7.76,85396,167.95,119.46
920176,9,2017,6,Madhya Pradesh,Chhindwara,57518,68.4,114.01,78.39,20108,23.9,39.86,27.4,6518,7.7,12.92,8.88,84144,166.79,114.67
1019906,10,1990,6,Madhya Pradesh,Narsinghpur,7533,50.1,25.88,21.94,7110,47.3,24.42,20.71,391,2.6,1.34,1.14,15034,51.65,43.79
1019916,10,1991,6,Madhya Pradesh,Narsinghpur,7498,51.2,25.75,21.2,6741,46,23.15,19.06,403,2.8,1.38,1.14,14642,50.28,41.4
1019926,10,1992,6,Madhya Pradesh,Narsinghpur,6651,60.4,22.7,17.95,4253,38.6,14.52,11.48,110,1,0.38,0.3,11014,37.59,29.72
1019936,10,1993,6,Madhya Pradesh,Narsinghpur,6779,52.2,23.06,17.6,6022,46.4,20.48,15.64,189,1.5,0.64,0.49,12990,44.18,33.73
1019946,10,1994,6,Madhya Pradesh,Narsinghpur,7408,52.8,25.18,19.8,6302,44.9,21.42,16.84,332,2.4,1.13,0.89,14042,47.72,37.53
1019956,10,1995,6,Madhya Pradesh,Narsinghpur,7408,52.8,24.98,18.78,6302,44.9,21.25,15.97,332,2.4,1.12,0.84,14042,47.36,35.59
1019966,10,1996,6,Madhya Pradesh,Narsinghpur,7408,52.8,24.94,18.43,6302,44.9,21.21,15.68,332,2.4,1.12,0.83,14042,47.27,34.93
1019976,10,1997,6,Madhya Pradesh,Narsinghpur,7400,51.8,24.88,18.08,6286,44,21.13,15.36,607,4.2,2.04,1.48,14293,48.05,34.93
1019986,10,1998,6,Madhya Pradesh,Narsinghpur,7209,53.7,24.21,17.46,5883,43.8,19.76,14.25,334,2.5,1.12,0.81,13426,45.09,32.51
1019996,10,1999,6,Madhya Pradesh,Narsinghpur,7475,54.5,25.03,17.83,5426,39.6,18.17,12.95,805,5.9,2.7,1.92,13706,45.9,32.7
1020006,10,2000,6,Madhya Pradesh,Narsinghpur,7486,53.5,25.08,18.09,5712,40.8,19.14,13.8,796,5.7,2.67,1.92,13994,46.89,33.81
1020016,10,2001,6,Madhya Pradesh,Narsinghpur,7913,53.2,26.4,19.5,6057,40.7,20.2,14.93,917,6.2,3.06,2.26,14887,49.66,36.69
1020026,10,2002,6,Madhya Pradesh,Narsinghpur,8068,54.4,26.76,20.06,5879,39.7,19.5,14.62,873,5.9,2.9,2.17,14820,49.15,36.85
1020036,10,2003,6,Madhya Pradesh,Narsinghpur,7723,58,25.59,19.3,4556,34.2,15.1,11.38,1039,7.8,3.44,2.6,13318,44.14,33.28
1020046,10,2004,6,Madhya Pradesh,Narsinghpur,8930,58.8,29.46,22.28,4971,32.7,16.4,12.4,1290,8.5,4.26,3.22,15191,50.11,37.9
1020056,10,2005,6,Madhya Pradesh,Narsinghpur,9841,61.4,32.42,25.18,4647,29,15.31,11.89,1543,9.6,5.08,3.95,16031,52.82,41.02
1020066,10,2006,6,Madhya Pradesh,Narsinghpur,13901,67.2,45.77,35.79,5097,24.6,16.78,13.12,1694,8.2,5.58,4.36,20692,68.13,53.27
1020076,10,2007,6,Madhya Pradesh,Narsinghpur,10666,65.1,35.05,26.68,4863,29.7,15.98,12.17,848,5.2,2.79,2.12,16377,53.81,40.97
1020086,10,2008,6,Madhya Pradesh,Narsinghpur,11719,56.7,38.46,28.74,7238,35,23.75,17.75,1699,8.2,5.58,4.17,20656,67.78,50.65
1020096,10,2009,6,Madhya Pradesh,Narsinghpur,13128,56.9,42.94,31.76,7769,33.7,25.41,18.8,2185,9.5,7.15,5.29,23082,75.49,55.84
1020106,10,2010,6,Madhya Pradesh,Narsinghpur,13520,53.6,43.95,32.23,9587,38,31.17,22.85,2133,8.5,6.93,5.08,25240,82.05,60.17
1020116,10,2011,6,Madhya Pradesh,Narsinghpur,17420,60.3,56.41,41.04,10012,34.6,32.42,23.58,1470,5.1,4.76,3.46,28902,93.6,68.08
1020126,10,2012,6,Madhya Pradesh,Narsinghpur,19500,59.9,62.83,44.03,12182,37.5,39.25,27.51,846,2.6,2.73,1.91,32528,104.8,73.45
1020136,10,2013,6,Madhya Pradesh,Narsinghpur,15197,64.2,49.13,32.21,7618,32.2,24.63,16.15,864,3.6,2.79,1.83,23679,76.55,50.19
1020146,10,2014,6,Madhya Pradesh,Narsinghpur,19002,67.5,61.24,40.65,8081,28.7,26.04,17.29,1062,3.8,3.42,2.27,28145,90.71,60.2
1020156,10,2015,6,Madhya Pradesh,Narsinghpur,24755,68.1,79.9,49.83,10019,27.6,32.34,20.17,1579,4.3,5.1,3.18,36353,117.33,73.17
1020166,10,2016,6,Madhya Pradesh,Narsinghpur,19117,62.7,61.58,39.5,9391,30.8,30.25,19.4,1992,6.5,6.42,4.12,30501,98.25,63.01
1020176,10,2017,6,Madhya Pradesh,Narsinghpur,21631,63.4,69.98,44.97,10429,30.6,33.74,21.68,2037,6,6.59,4.24,34097,110.3,70.89
1119906,11,1990,6,Madhya Pradesh,Seoni,1785,58,4.73,4,1147,37.3,3.04,2.57,146,4.7,0.39,0.33,3078,8.15,6.9
1119916,11,1991,6,Madhya Pradesh,Seoni,2622,58.4,7.63,6.98,1618,36,4.71,4.31,251,5.6,0.73,0.67,4491,13.07,11.96
1119926,11,1992,6,Madhya Pradesh,Seoni,2526,46.1,6.94,6.07,2733,49.8,7.51,6.57,224,4.1,0.62,0.54,5483,15.07,13.18
1119936,11,1993,6,Madhya Pradesh,Seoni,2067,51.3,5.48,4.49,1872,46.5,4.97,4.07,89,2.2,0.24,0.19,4028,10.68,8.75
1119946,11,1994,6,Madhya Pradesh,Seoni,2559,59.6,6.83,5.62,1615,37.6,4.31,3.55,118,2.7,0.31,0.26,4292,11.46,9.42
1119956,11,1995,6,Madhya Pradesh,Seoni,2559,59.6,6.87,5.63,1615,37.6,4.34,3.55,118,2.7,0.32,0.26,4292,11.53,9.44
1119966,11,1996,6,Madhya Pradesh,Seoni,2559,59.6,6.81,5.5,1615,37.6,4.3,3.47,118,2.7,0.31,0.25,4292,11.42,9.23
1119976,11,1997,6,Madhya Pradesh,Seoni,4069,58.1,10.94,8.79,2665,38,7.17,5.76,273,3.9,0.73,0.59,7007,18.84,15.14
1119986,11,1998,6,Madhya Pradesh,Seoni,3783,60.8,10.18,8.16,2294,36.8,6.17,4.95,150,2.4,0.4,0.32,6227,16.75,13.43
1119996,11,1999,6,Madhya Pradesh,Seoni,4161,62.4,11.22,8.94,2237,33.6,6.03,4.81,266,4,0.72,0.57,6664,17.98,14.32
1120006,11,2000,6,Madhya Pradesh,Seoni,3883,59.7,10.98,9.03,2337,36,6.61,5.44,279,4.3,0.79,0.65,6499,18.37,15.11
1120016,11,2001,6,Madhya Pradesh,Seoni,4397,64.7,12.05,9.69,2202,32.4,6.04,4.85,198,2.9,0.54,0.44,6797,18.63,14.98
1120026,11,2002,6,Madhya Pradesh,Seoni,5306,62.4,14.56,11.52,2877,33.9,7.89,6.25,314,3.7,0.86,0.68,8497,23.31,18.45
1120036,11,2003,6,Madhya Pradesh,Seoni,5758,62.8,15.66,12.23,3131,34.1,8.51,6.65,285,3.1,0.77,0.61,9174,24.95,19.48
1120046,11,2004,6,Madhya Pradesh,Seoni,5354,57.6,14.69,11.42,3605,38.8,9.89,7.69,339,3.6,0.93,0.72,9298,25.5,19.84
1120056,11,2005,6,Madhya Pradesh,Seoni,6774,61.5,18.41,13.56,3821,34.7,10.38,7.65,421,3.8,1.14,0.84,11016,29.94,22.05
1120066,11,2006,6,Madhya Pradesh,Seoni,7324,60,19.7,14.83,4468,36.6,12.02,9.05,418,3.4,1.12,0.85,12210,32.85,24.73
1120076,11,2007,6,Madhya Pradesh,Seoni,9964,63.2,26.77,19.71,5432,34.5,14.59,10.74,366,2.3,0.98,0.72,15762,42.35,31.17
1120086,11,2008,6,Madhya Pradesh,Seoni,9005,57.9,24.42,18.14,5966,38.4,16.18,12.02,574,3.7,1.56,1.16,15545,42.16,31.31
1120096,11,2009,6,Madhya Pradesh,Seoni,12456,60.3,33.46,24.77,7498,36.3,20.14,14.91,689,3.3,1.85,1.37,20643,55.44,41.05
1120106,11,2010,6,Madhya Pradesh,Seoni,13731,58,35.71,25.62,8691,36.7,22.6,16.22,1236,5.2,3.21,2.31,23658,61.53,44.15
1120116,11,2011,6,Madhya Pradesh,Seoni,15730,62.1,39.54,29.21,8665,34.2,21.78,16.09,949,3.7,2.39,1.76,25344,63.7,47.07
1120126,11,2012,6,Madhya Pradesh,Seoni,18777,62.5,46.87,33.45,10162,33.8,25.37,18.1,1107,3.7,2.76,1.97,30046,75,53.53
1120136,11,2013,6,Madhya Pradesh,Seoni,21318,70.7,53.71,36.88,8514,28.2,21.45,14.73,313,1,0.79,0.54,30145,75.95,52.15
1120146,11,2014,6,Madhya Pradesh,Seoni,23150,68.9,58.05,40.06,9939,29.6,24.92,17.2,501,1.5,1.26,0.87,33590,84.23,58.13
1120156,11,2015,6,Madhya Pradesh,Seoni,28360,70,72.63,50.36,11535,28.5,29.54,20.48,602,1.5,1.54,1.07,40497,103.71,71.91
1120166,11,2016,6,Madhya Pradesh,Seoni,35158,74.8,89.26,61.56,10790,22.9,27.39,18.89,1080,2.3,2.74,1.89,47029,119.39,82.35
1120176,11,2017,6,Madhya Pradesh,Seoni,48504,76.3,125.4,81.58,13250,20.8,34.25,22.29,1833,2.9,4.74,3.08,63587,164.39,106.95
1219906,12,1990,6,Madhya Pradesh,Mandla,1603,76.8,3.69,2.9,466,22.3,1.07,0.84,18,0.9,0.04,0.03,2087,4.81,3.78
1219916,12,1991,6,Madhya Pradesh,Mandla,2263,75.4,5.38,4.54,666,22.2,1.58,1.34,74,2.5,0.18,0.15,3003,7.14,6.02
1219926,12,1992,6,Madhya Pradesh,Mandla,2154,74.3,5.07,4.23,687,23.7,1.62,1.35,60,2.1,0.14,0.12,2901,6.82,5.7
1219936,12,1993,6,Madhya Pradesh,Mandla,1799,75.7,4.09,3.21,552,23.2,1.25,0.98,26,1.1,0.06,0.05,2377,5.4,4.24
1219946,12,1994,6,Madhya Pradesh,Mandla,2218,78.2,5.05,3.92,564,19.9,1.28,1,54,1.9,0.12,0.1,2836,6.45,5.02
1219956,12,1995,6,Madhya Pradesh,Mandla,2218,78.2,5.05,3.92,564,19.9,1.28,1,54,1.9,0.12,0.1,2836,6.46,5.01
1219966,12,1996,6,Madhya Pradesh,Mandla,2218,78.2,5.05,3.86,564,19.9,1.28,0.98,54,1.9,0.12,0.09,2836,6.45,4.94
1219976,12,1997,6,Madhya Pradesh,Mandla,3050,80,7,5.47,731,19.2,1.68,1.31,32,0.8,0.07,0.06,3813,8.75,6.84
1219986,12,1998,6,Madhya Pradesh,Mandla,1808,79.7,9.13,6.89,435,19.2,2.2,1.66,26,1.1,0.13,0.1,2269,11.46,8.65
1219996,12,1999,6,Madhya Pradesh,Mandla,2187,75.9,9.7,7.29,624,21.7,2.77,2.08,69,2.4,0.31,0.23,2880,12.77,9.6
1220006,12,2000,6,Madhya Pradesh,Mandla,2527,79,12.34,10.37,630,19.7,3.08,2.58,42,1.3,0.21,0.17,3199,15.63,13.12
1220016,12,2001,6,Madhya Pradesh,Mandla,2936,77.7,13.47,10.7,716,18.9,3.29,2.61,129,3.4,0.59,0.47,3781,17.35,13.77
1220026,12,2002,6,Madhya Pradesh,Mandla,2901,76.2,13.45,10.6,786,20.7,3.65,2.87,119,3.1,0.55,0.43,3806,17.65,13.9
1220036,12,2003,6,Madhya Pradesh,Mandla,3398,71.8,15.56,12.09,1160,24.5,5.31,4.13,172,3.6,0.79,0.61,4730,21.66,16.83
1220046,12,2004,6,Madhya Pradesh,Mandla,3252,70.5,14.93,11.53,1234,26.7,5.66,4.37,130,2.8,0.6,0.46,4616,21.19,16.36
1220056,12,2005,6,Madhya Pradesh,Mandla,3551,82.8,16.21,12.36,674,15.7,3.08,2.35,66,1.5,0.3,0.23,4291,19.59,14.94
1220066,12,2006,6,Madhya Pradesh,Mandla,4135,81.6,19.29,14.82,854,16.9,3.98,3.06,78,1.5,0.36,0.28,5067,23.64,18.16
1220076,12,2007,6,Madhya Pradesh,Mandla,4575,78.8,21.26,16.17,1181,20.3,5.49,4.18,49,0.8,0.23,0.17,5805,26.97,20.52
1220086,12,2008,6,Madhya Pradesh,Mandla,5646,79.2,26.16,19.95,1393,19.5,6.45,4.92,93,1.3,0.43,0.33,7132,33.04,25.2
1220096,12,2009,6,Madhya Pradesh,Mandla,5625,74.3,26.89,20.45,1833,24.2,8.76,6.66,111,1.5,0.53,0.4,7569,36.19,27.52
1220106,12,2010,6,Madhya Pradesh,Mandla,6807,75.3,30.39,21.95,2067,22.9,9.23,6.67,165,1.8,0.74,0.53,9039,40.36,29.15
1220116,12,2011,6,Madhya Pradesh,Mandla,6703,71.6,29.31,20.52,2524,27,11.04,7.73,129,1.4,0.56,0.39,9356,40.91,28.64
1220126,12,2012,6,Madhya Pradesh,Mandla,7079,76.8,31.38,22.16,2018,21.9,8.95,6.32,124,1.3,0.55,0.39,9221,40.87,28.87
1220136,12,2013,6,Madhya Pradesh,Mandla,7814,74.4,34.4,24.04,2599,24.7,11.44,7.99,94,0.9,0.41,0.29,10507,46.25,32.32
1220146,12,2014,6,Madhya Pradesh,Mandla,8948,68.1,39.82,27.4,4042,30.7,17.99,12.38,156,1.2,0.69,0.48,13146,58.5,40.26
1220156,12,2015,6,Madhya Pradesh,Mandla,9680,75.2,43.74,30.75,3073,23.9,13.88,9.76,124,1,0.56,0.39,12877,58.18,40.9
1220166,12,2016,6,Madhya Pradesh,Mandla,9568,72.5,43.48,30.23,3472,26.3,15.78,10.97,152,1.2,0.69,0.48,13192,59.95,41.68
1220176,12,2017,6,Madhya Pradesh,Mandla,9176,73.1,42.45,28.67,3250,25.9,15.04,10.16,127,1,0.59,0.4,12553,58.08,39.23
1319906,13,1990,6,Madhya Pradesh,Sagar,7918,51.4,15.27,13.61,7145,46.4,13.78,12.28,349,2.3,0.67,0.6,15412,29.72,26.49
1319916,13,1991,6,Madhya Pradesh,Sagar,7418,46.8,14.35,12.66,8100,51.1,15.66,13.83,329,2.1,0.64,0.56,15847,30.65,27.05
