Key,Dist Code,Year,State Code,State Name,Dist Name,TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent)
224200412,224,2004,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.68,58,6.26,1.34,10.29,31.45,303.37,508.47,167.6
224200512,224,2005,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.72,58.81,6.32,1.33,8.92,32.95,302.22,514.06,170.1
224200612,224,2006,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.9,59.34,6.37,1.4,7.9,32.37,302.92,515.21,170.1
224200712,224,2007,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.64,59.78,6.07,1.39,8.05,32.5,302.84,525.63,173.6
224200812,224,2008,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.76,59.95,6.26,1.37,8.1,32.48,302.96,523.37,172.8
224200912,224,2009,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.72,60.51,6.38,1.35,8.07,34.26,300.62,502.81,167.3
224201012,224,2010,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.68,60.77,6.27,1.36,8,34.56,300.44,506.09,168.4
224201112,224,2011,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.72,61.1,6.69,1.34,7.94,33.38,301.02,506.92,168.4
224201212,224,2012,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.61,61.37,6.22,1.36,7.99,33.35,301.24,509.17,169
224201312,224,2013,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.84,61.4,6.47,1.35,8.4,33.27,300.34,512.87,170.8
224201412,224,2014,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.82,61.4,6.38,1.35,11.18,33.54,297.24,498.27,167.6
224201512,224,2015,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.81,62.6,6.86,1.34,13.09,40.47,286.28,505.64,176.6
224201612,224,2016,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.72,62.91,6.37,1.34,15.45,38.99,286.28,506.05,176.8
225199012,225,1990,12,Uttar Pradesh,Lucknow,252.12,11.41,10.71,23.65,11.04,3.38,13.53,20.18,152.78,207.02,135.5
225199112,225,1991,12,Uttar Pradesh,Lucknow,252.16,11.41,10.29,24.38,11.37,3.41,13.95,26.41,145.93,202.46,138.7
225199212,225,1992,12,Uttar Pradesh,Lucknow,251.93,11.41,10.25,24.04,10.28,3.12,18.08,27.82,141.91,206.71,145.7
225199312,225,1993,12,Uttar Pradesh,Lucknow,251.93,11.41,10.25,24.04,10.38,3.12,17.74,29.24,140.79,207.16,147.1
225199412,225,1994,12,Uttar Pradesh,Lucknow,252.27,11.41,10.27,24.85,10.11,3.1,17.39,30.32,140.5,208,148
225199512,225,1995,12,Uttar Pradesh,Lucknow,252.14,11.41,10.19,25.91,9.59,3.13,17.74,33.88,136.13,209.46,153.9
225199612,225,1996,12,Uttar Pradesh,Lucknow,251.86,11.41,10.11,23.91,9.3,3.12,17.33,33.11,140.48,217.93,155.1
225199712,225,1997,12,Uttar Pradesh,Lucknow,251.85,11.41,10.06,23.9,9.29,6.22,17.85,49.11,141.88,215.49,151.9
225199812,225,1998,12,Uttar Pradesh,Lucknow,251.85,11.41,10.04,23.9,9.24,3.13,17.16,32.58,141.38,214.7,151.9
225199912,225,1999,12,Uttar Pradesh,Lucknow,251.85,11.41,10.04,23.9,9.23,3.13,17.1,31.88,142.25,214.94,151.1
225200012,225,2000,12,Uttar Pradesh,Lucknow,251.85,20.97,9.04,23.9,7.19,3.13,14.97,29.54,142.19,223.73,157.3
225200112,225,2001,12,Uttar Pradesh,Lucknow,251.85,20.97,8.96,27.28,7.73,3.1,14.16,26.74,139.77,215.81,154.4
225200212,225,2002,12,Uttar Pradesh,Lucknow,251.85,20.97,8.98,27.2,7.32,3.1,25.44,22.27,133.61,199.73,149.5
225200312,225,2003,12,Uttar Pradesh,Lucknow,252.1,11.61,8.84,37.47,7.23,3.1,25.43,17.09,138.11,208.43,150.9
225200412,225,2004,12,Uttar Pradesh,Lucknow,251.85,11.73,8.63,40.61,7.58,3.15,24.73,15.1,138.15,218.22,158
225200512,225,2005,12,Uttar Pradesh,Lucknow,251.85,13.08,7.32,44.64,6.42,3.15,21.96,12.73,140.48,215.65,153.5
225200612,225,2006,12,Uttar Pradesh,Lucknow,253.3,13.08,7.67,46.16,6.57,3.21,21.46,7.68,145.41,217.52,149.6
225200712,225,2007,12,Uttar Pradesh,Lucknow,251.59,13.08,13.65,48.2,6.21,3.04,20.78,11.43,139.66,215.95,154.6
225200812,225,2008,12,Uttar Pradesh,Lucknow,251.59,13.08,6.88,49.03,6.11,3.07,20.08,14.69,136.46,208.98,153.1
225200912,225,2009,12,Uttar Pradesh,Lucknow,251.6,13.08,6.74,50.09,5.62,3.09,19.98,14.4,136.6,205.16,150.2
225201012,225,2010,12,Uttar Pradesh,Lucknow,251.6,13.09,6.68,51.01,5.59,3.07,19.19,14.92,136.08,211.23,155.2
225201112,225,2011,12,Uttar Pradesh,Lucknow,251.6,12,6.78,55.01,5.5,3.05,15.36,16.22,135.74,209.65,154.4
225201212,225,2012,12,Uttar Pradesh,Lucknow,251.6,12,6.61,50.5,5.55,3.07,19.17,14.4,138.36,207.68,150.1
225201312,225,2013,12,Uttar Pradesh,Lucknow,251.6,12,6.55,55.13,4.92,3.07,18.06,12.15,137.8,203.26,147.5
225201412,225,2014,12,Uttar Pradesh,Lucknow,251.6,12,6.55,55.99,4.92,3.08,18.11,13.54,135.41,202.44,149.5
225201512,225,2015,12,Uttar Pradesh,Lucknow,251.6,12,6.51,58.35,4.91,3.07,18.08,12.34,134.34,205.44,152.9
225201612,225,2016,12,Uttar Pradesh,Lucknow,251.6,12,6.35,58.78,4.81,3.08,17.92,12.35,134.34,205.49,153
226199012,226,1990,12,Uttar Pradesh,Unnao,458.52,16.66,17.29,38.95,18.2,3.61,34.96,37.09,285.05,416.78,146.2
226199112,226,1991,12,Uttar Pradesh,Unnao,458.61,16.56,16.06,39.25,18.39,3.57,35.26,36.91,286,418.91,146.5
226199212,226,1992,12,Uttar Pradesh,Unnao,458.61,16.6,15.08,39.35,18.39,3.59,38.38,35.01,285.11,421.03,147.7
226199312,226,1993,12,Uttar Pradesh,Unnao,458.26,16.6,15.27,39.68,18.79,3.71,38.3,36.72,283,415.23,146.7
226199412,226,1994,12,Uttar Pradesh,Unnao,456.26,16.7,15.21,40.67,18.25,3.66,34.81,36.52,285.37,432.67,151.6
226199512,226,1995,12,Uttar Pradesh,Unnao,456.26,16.71,15.46,42.24,14.48,3.53,34.98,27.69,296.14,436.14,147.3
226199612,226,1996,12,Uttar Pradesh,Unnao,454.65,16.7,15.69,36.55,14.93,3.34,32.79,33.71,296.3,460.12,155.3
226199712,226,1997,12,Uttar Pradesh,Unnao,454.7,16.7,15.63,36.49,14.95,7.9,32.05,70.4,292.63,438.85,150
226199812,226,1998,12,Uttar Pradesh,Unnao,454.7,16.7,15.34,36.49,14.41,3.37,31.23,36.01,296.69,436.12,147
226199912,226,1999,12,Uttar Pradesh,Unnao,454.68,16.7,15.19,36.53,14.19,3.44,31.22,33.32,299.63,449.93,150.2
226200012,226,2000,12,Uttar Pradesh,Unnao,454.68,16.7,15.13,36.77,14.66,3.43,31.86,33.37,298.49,438.16,146.8
226200112,226,2001,12,Uttar Pradesh,Unnao,454.68,16.7,13.51,39.88,15.16,3.42,33.49,31.7,296.63,455.46,153.5
226200212,226,2002,12,Uttar Pradesh,Unnao,454.68,16.7,13.13,43.09,14.99,3.34,31.27,36.17,291.3,405.82,139.3
226200312,226,2003,12,Uttar Pradesh,Unnao,454.63,16.93,12.98,47.63,13.18,3.45,29.27,31.31,296.71,455.75,153.6
226200412,226,2004,12,Uttar Pradesh,Unnao,459.18,17.15,12.22,48.36,12.86,3.41,28.44,29.14,304.25,473.09,155.5
226200512,226,2005,12,Uttar Pradesh,Unnao,459.18,16.93,12.05,51.53,11.63,3.39,26.64,33.39,300.24,469.85,156.5
226200612,226,2006,12,Uttar Pradesh,Unnao,460.28,16.93,12.08,52.79,11.97,3.29,26.63,31.25,302.17,468.99,155.2
226200712,226,2007,12,Uttar Pradesh,Unnao,460.28,16.93,1.05,53.67,12.01,3.31,26.44,28.06,304.56,476.81,156.6
226200812,226,2008,12,Uttar Pradesh,Unnao,460.28,16.98,12.27,53.8,12.48,3.33,26.49,26.22,305.72,479.65,156.9
226200912,226,2009,12,Uttar Pradesh,Unnao,460.28,16.98,12.1,54.01,11.72,3.34,27.15,27.14,305.1,451.39,147.9
226201012,226,2010,12,Uttar Pradesh,Unnao,460.22,16.98,12.01,54.68,11.52,3.39,27.05,26.67,305.44,478.65,156.7
226201112,226,2011,12,Uttar Pradesh,Unnao,460.22,16.98,11.66,55.36,11.02,3.44,23.05,27.02,308.98,493.61,159.8
226201212,226,2012,12,Uttar Pradesh,Unnao,460.22,16.98,11.89,49.05,11.43,3.39,27.02,25.74,312.28,495.46,158.7
226201312,226,2013,12,Uttar Pradesh,Unnao,460.22,17,11.54,55.46,10.48,3.45,22.65,23.18,313.83,499.97,159.3
226201412,226,2014,12,Uttar Pradesh,Unnao,460.22,17,11.54,55.68,10.17,3.47,22.39,24.98,312.21,492.25,157.7
226201512,226,2015,12,Uttar Pradesh,Unnao,460.22,16.98,11.52,56.48,10.16,3.47,22.37,22.29,314.19,499.63,159
226201612,226,2016,12,Uttar Pradesh,Unnao,460.22,16.98,11.42,56.72,10.43,3.47,20.14,23.5,314.84,503.26,159.8
227199012,227,1990,12,Uttar Pradesh,Rae - Bareily,458.37,4.86,24.59,45.69,22.42,3.91,29.01,30.88,276.09,413.73,149.9
227199112,227,1991,12,Uttar Pradesh,Rae - Bareily,458.37,4.9,24.59,45.69,22.42,3.91,29.01,30.88,276.09,414.58,150.2
227199212,227,1992,12,Uttar Pradesh,Rae - Bareily,458.37,4.92,24.59,45.69,22.11,3.91,29.59,34.4,272.25,413.19,151.8
227199312,227,1993,12,Uttar Pradesh,Rae - Bareily,458.54,4.92,24.37,46.44,21.8,3.91,39.37,31.73,275.1,404.9,147.2
227199412,227,1994,12,Uttar Pradesh,Rae - Bareily,460.54,4.92,24.16,50.43,21.62,3.69,26.02,31,278.24,421.74,151.6
227199512,227,1995,12,Uttar Pradesh,Rae - Bareily,460.54,4.92,25.27,50.55,20.11,3.69,26.49,33.27,275.79,417.3,151.3
227199612,227,1996,12,Uttar Pradesh,Rae - Bareily,454.72,4.92,23.13,47.81,20.4,3.69,26.66,23.78,284.71,422.89,148.5
227199712,227,1997,12,Uttar Pradesh,Rae - Bareily,456.7,4.92,23.17,47.09,19.72,-1,26.22,51.26,284.62,417.63,146.7
227199812,227,1998,12,Uttar Pradesh,Rae - Bareily,456.7,4.92,22.35,48.58,19.43,3.89,27.54,24.72,283.58,423.81,149.4
227199912,227,1999,12,Uttar Pradesh,Rae - Bareily,456.7,4.92,20.96,48.39,19.4,3.92,27.59,17.78,292.03,418.3,143.2
227200012,227,2000,12,Uttar Pradesh,Rae - Bareily,456.7,4.92,20.94,47.27,19.47,3.95,27.2,18.64,291.64,417.78,143.3
227200112,227,2001,12,Uttar Pradesh,Rae - Bareily,456.7,4.92,19.37,52.06,19.83,3.78,27.26,32.46,274.13,421.82,153.9
227200212,227,2002,12,Uttar Pradesh,Rae - Bareily,456.7,4.92,17.06,52.73,18.11,3.94,27.02,46.63,263.43,388.42,147.4
227200312,227,2003,12,Uttar Pradesh,Rae - Bareily,456.5,5.72,15.41,52.73,17.29,4.01,27.41,42.15,268.8,418.23,155.6
227200412,227,2004,12,Uttar Pradesh,Rae - Bareily,456.34,5.72,15.09,57.11,17.37,3.92,27.58,34.81,271.84,419.95,154.5
227200512,227,2005,12,Uttar Pradesh,Rae - Bareily,456.34,5.72,14.91,60.8,15.82,3.97,25.5,41.89,264.77,418.48,158.1
227200612,227,2006,12,Uttar Pradesh,Rae - Bareily,456.42,5.72,15.25,60.89,16.04,3.95,25.54,34.7,271.73,409.4,150.7
227200712,227,2007,12,Uttar Pradesh,Rae - Bareily,456.41,5.75,15.07,63.07,16.87,3.91,24.57,36.3,268.52,417.66,155.5
227200812,227,2008,12,Uttar Pradesh,Rae - Bareily,456.41,5.75,14.82,63.35,16.85,3.9,24.59,39.31,265.5,412.96,155.5
227200912,227,2009,12,Uttar Pradesh,Rae - Bareily,456.41,5.75,14.8,64.43,16.86,3.88,24.68,44,260.96,409.37,156.9
227201012,227,2010,12,Uttar Pradesh,Rae - Bareily,323.24,5.34,9.86,38.58,12.51,2.84,20.44,39.54,181.68,282.77,155.6
227201112,227,2011,12,Uttar Pradesh,Rae - Bareily,323.24,4,8.96,39.4,13.95,2.81,19.25,38.72,184.49,286.12,155.1
227201212,227,2012,12,Uttar Pradesh,Rae - Bareily,323.24,4.01,9.76,38.63,12.41,2.84,20.42,38.16,184.73,286.21,154.9
227201312,227,2013,12,Uttar Pradesh,Rae - Bareily,392.05,4.01,13.67,39.43,16.31,3.34,27.83,49.02,224.31,363.24,161.9
227201412,227,2014,12,Uttar Pradesh,Rae - Bareily,392.05,4.8,13.67,39.49,16.31,3.35,30.18,50.62,224.54,366.19,163.1
227201512,227,2015,12,Uttar Pradesh,Rae - Bareily,392.05,4.8,13.65,40.99,17.3,3.34,35.88,37.85,226.67,370.06,163.3
227201612,227,2016,12,Uttar Pradesh,Rae - Bareily,392.05,4.8,13.53,41.33,16.3,3.35,32.2,47.06,224.4,369.35,164.6
228199012,228,1990,12,Uttar Pradesh,Sitapur,571.51,5.07,7.54,57.28,10.04,0.68,13.64,53.22,417.58,545.56,130.6
228199112,228,1991,12,Uttar Pradesh,Sitapur,571.69,5.18,7.75,57.91,9.78,0.66,13.72,48.63,421.46,552.05,131
228199212,228,1992,12,Uttar Pradesh,Sitapur,572.17,5.3,7.58,58.71,9.49,0.66,18.13,47.49,417.78,579.43,138.7
228199312,228,1993,12,Uttar Pradesh,Sitapur,572.35,5.3,7.63,58.61,9.26,0.68,18.5,45.47,420.36,587.01,139.6
228199412,228,1994,12,Uttar Pradesh,Sitapur,572.26,5.3,7.64,57.56,9.27,0.7,15.35,47.51,422.32,581.98,137.8
228199512,228,1995,12,Uttar Pradesh,Sitapur,572.79,5.81,7.71,57.75,9.18,0.71,15.37,47.46,422.49,580.19,137.3
228199612,228,1996,12,Uttar Pradesh,Sitapur,572.84,5.8,7.71,57.29,8.51,0.68,15.29,46.66,424.39,590.95,139.2
228199712,228,1997,12,Uttar Pradesh,Sitapur,572.74,5.81,7.75,57.36,8.26,7.19,15.05,65.15,421.22,586.67,139.3
228199812,228,1998,12,Uttar Pradesh,Sitapur,572.7,5.81,7.51,57.2,7.92,0.65,12.52,48.78,426.14,589.8,138.4
228199912,228,1999,12,Uttar Pradesh,Sitapur,572.7,5.81,7.46,57.05,8.03,0.65,12.86,43.84,431,611.08,141.8
228200012,228,2000,12,Uttar Pradesh,Sitapur,572.7,5.81,7.73,57,7.8,0.63,12.69,44.26,431.27,621.83,144.2
228200112,228,2001,12,Uttar Pradesh,Sitapur,572.7,5.81,7.07,59.66,7.64,0.66,12.74,40.22,432.88,628.29,145.1
228200212,228,2002,12,Uttar Pradesh,Sitapur,572.7,5.81,6.95,59.18,7.16,0.64,12.93,43.64,429.52,598.89,139.4
228200312,228,2003,12,Uttar Pradesh,Sitapur,572.7,5.81,6.6,59.49,7.79,0.68,12.54,37.83,435.99,640.48,146.9
228200412,228,2004,12,Uttar Pradesh,Sitapur,573.83,5.81,6.17,60.94,7.95,0.66,12.8,38.21,435.97,655.42,150.3
228200512,228,2005,12,Uttar Pradesh,Sitapur,573.83,5.81,5.76,63.53,6.43,0.64,12.05,38.87,435.4,640.45,147.1
228200612,228,2006,12,Uttar Pradesh,Sitapur,573.85,5.81,5.79,63.66,6.34,0.63,12.03,36.29,438.05,646.37,147.6
228200712,228,2007,12,Uttar Pradesh,Sitapur,573.89,5.81,4.36,63.98,6.26,0.64,12.07,34.18,439.87,655.01,148.9
228200812,228,2008,12,Uttar Pradesh,Sitapur,573.89,5.81,5.84,64.03,6.36,0.67,12.28,39.49,434.2,643.34,148.2
228200912,228,2009,12,Uttar Pradesh,Sitapur,573.89,5.81,5.75,64.58,6.36,0.67,12.25,42.12,431.59,648.24,150.2
228201012,228,2010,12,Uttar Pradesh,Sitapur,573.89,5.77,5.53,64.96,6.4,0.67,12.06,41.19,432.43,653.51,151.1
228201112,228,2011,12,Uttar Pradesh,Sitapur,573.89,5.77,5.22,66.06,6.24,0.67,11.77,37.51,435.98,663.05,152.1
228201212,228,2012,12,Uttar Pradesh,Sitapur,573.89,5.77,5.47,53.58,6.35,0.67,12.05,39.76,445.43,689.41,154.8
228201312,228,2013,12,Uttar Pradesh,Sitapur,573.89,5.77,5.77,66.1,6.09,0.67,11.54,27.92,445.42,676.41,151.9
228201412,228,2014,12,Uttar Pradesh,Sitapur,573.89,5.77,5.77,66.15,6.17,0.69,11.76,28.53,444.42,658.8,148.2
228201512,228,2015,12,Uttar Pradesh,Sitapur,573.89,5.77,5.73,66.95,6.16,0.68,13.56,30.44,439.99,672.01,152.7
228201612,228,2016,12,Uttar Pradesh,Sitapur,573.89,5.77,5.62,67.26,6.13,0.68,13.19,30.14,440.55,670.94,152.3
229199012,229,1990,12,Uttar Pradesh,Hardoi,599.12,7.78,20.56,44.95,23.25,5.06,28.95,60.92,394.48,578.98,146.8
229199112,229,1991,12,Uttar Pradesh,Hardoi,598.75,8,20.26,45.24,22.74,5.35,28.63,55.64,398.41,577.71,145
229199212,229,1992,12,Uttar Pradesh,Hardoi,598.87,8.13,18.72,45.24,22.4,5.31,29.49,40.11,415.05,582.26,140.3
229199312,229,1993,12,Uttar Pradesh,Hardoi,598.8,8.13,18.61,45.25,22.39,5.26,29.21,57.47,398.05,588.66,147.9
229199412,229,1994,12,Uttar Pradesh,Hardoi,598.78,8.43,18.42,46.27,22.36,5.26,28.16,47.39,408.1,612.56,150.1
229199512,229,1995,12,Uttar Pradesh,Hardoi,598.52,8.42,17.91,46.52,22.22,5.09,28.85,44.78,410.28,614.85,149.9
229199612,229,1996,12,Uttar Pradesh,Hardoi,598.42,8.42,17.59,45.62,22.32,5.16,28.78,39.08,416.89,629.92,151.1
229199712,229,1997,12,Uttar Pradesh,Hardoi,598.42,7.73,17.59,45.62,22.04,20.38,28.05,68.68,416.37,633.77,152.2
229199812,229,1998,12,Uttar Pradesh,Hardoi,598.98,8.97,17.51,45.5,22.3,5.16,28.57,37.1,419.67,633.73,151
229199912,229,1999,12,Uttar Pradesh,Hardoi,598.98,10.27,17.38,45.6,22.1,5.16,28.39,36.98,420.25,633.58,150.8
229200012,229,2000,12,Uttar Pradesh,Hardoi,598.98,10.45,17.38,45.6,22.68,5.16,28.09,28.24,427.72,653.55,152.8
229200112,229,2001,12,Uttar Pradesh,Hardoi,598.98,10.45,16.69,46.93,21.66,5.18,28.73,33.31,422.54,668.86,158.3
229200212,229,2002,12,Uttar Pradesh,Hardoi,598.98,10.45,20.41,48.83,15.74,4.69,28.92,48.08,409.37,573.43,140.1
229200312,229,2003,12,Uttar Pradesh,Hardoi,598.98,10.76,16.25,48.05,15.17,4.65,28.85,41.12,421.72,640.73,151.9
229200412,229,2004,12,Uttar Pradesh,Hardoi,598.7,8.95,16.39,48.18,15.97,4.73,26.4,45.11,420.02,653.53,155.6
229200512,229,2005,12,Uttar Pradesh,Hardoi,598.7,8.95,14.74,51.35,13.99,4.76,25.5,45.47,420.64,657.06,156.2
229200612,229,2006,12,Uttar Pradesh,Hardoi,598.78,8.95,14.62,51.57,14.06,4.81,25.47,44.67,421.53,669.52,158.8
229200712,229,2007,12,Uttar Pradesh,Hardoi,598.88,8.95,5.02,52.39,14.08,4.75,25.48,32.06,433.35,701.43,161.9
229200812,229,2008,12,Uttar Pradesh,Hardoi,598.88,13.13,14.7,52.58,13.22,4.65,23.77,32.21,433.19,704.37,162.6
229200912,229,2009,12,Uttar Pradesh,Hardoi,598.88,13.13,15.16,53.08,13.72,4.84,22.87,33.48,431.63,674.19,156.2
229201012,229,2010,12,Uttar Pradesh,Hardoi,598.88,12.27,14.91,53.78,13.21,4.81,23.24,37.75,428.07,665.02,155.4
229201112,229,2011,12,Uttar Pradesh,Hardoi,598.88,12.27,13.01,54.61,11.24,4.82,19.81,39.1,433.25,670.61,154.8
229201212,229,2012,12,Uttar Pradesh,Hardoi,598.88,12.27,14.76,51.63,13.1,4.81,23.22,36.44,431.96,649.34,150.3
229201312,229,2013,12,Uttar Pradesh,Hardoi,598.88,12.27,14.29,54.64,11.95,4.6,18.72,38.43,433.83,664.2,153.1
229201412,229,2014,12,Uttar Pradesh,Hardoi,598.88,12.27,14.29,54.69,10.08,4.6,18.76,40.36,433.73,673.32,155.2
229201512,229,2015,12,Uttar Pradesh,Hardoi,598.88,12.27,14.27,55.59,10.08,4.59,18.07,51.62,422.31,675.01,159.8
229201612,229,2016,12,Uttar Pradesh,Hardoi,598.88,12.27,14.15,55.86,10.01,4.6,18.68,51.29,421.97,676.32,160.3
230199012,230,1990,12,Uttar Pradesh,Kheri,768.06,163.58,5.95,73.39,8.56,1.16,8.88,34.75,464.8,636.77,137
230199112,230,1991,12,Uttar Pradesh,Kheri,768.06,164.65,5.79,74.48,8.1,1.11,8.66,34.21,463.41,644.95,139.2
230199212,230,1992,12,Uttar Pradesh,Kheri,768.57,164.65,5.1,74.47,7.59,0.99,8.53,30.42,469.99,663.61,141.2
230199312,230,1993,12,Uttar Pradesh,Kheri,768.57,165.62,5.29,74.99,7.41,1.01,8.2,32.47,468.21,648.76,138.6
230199412,230,1994,12,Uttar Pradesh,Kheri,768.57,166.31,5.83,75.16,6.95,1.09,6,31.08,471.78,678.23,143.8
230199512,230,1995,12,Uttar Pradesh,Kheri,768.57,166.31,5.98,75.01,6.22,0.99,5.03,29.87,474.56,687.21,144.8
230199612,230,1996,12,Uttar Pradesh,Kheri,776.05,164.76,5.58,75.15,5.95,1.04,5.4,35.1,476.34,691.34,145.1
230199712,230,1997,12,Uttar Pradesh,Kheri,776.05,164.26,6.47,72.32,5.24,9.59,5.38,44.19,473.99,693.1,146.2
230199812,230,1998,12,Uttar Pradesh,Kheri,776.05,163.53,5.79,73.51,4.96,0.99,5.53,36.32,478.7,707.45,147.8
230199912,230,1999,12,Uttar Pradesh,Kheri,776.05,163.98,5.9,73.2,4.36,0.99,5.22,34.97,479.91,703.01,146.5
230200012,230,2000,12,Uttar Pradesh,Kheri,776.05,163.98,3.67,73.92,3.93,0.99,5.15,34.77,481.68,702.84,145.9
230200112,230,2001,12,Uttar Pradesh,Kheri,776.05,163.98,3.94,75.06,3.58,0.96,5.49,35.77,479.22,718.48,149.9
230200212,230,2002,12,Uttar Pradesh,Kheri,776.05,163.98,3.23,74.79,3.25,0.9,4.95,35.84,483.37,707.14,146.3
230200312,230,2003,12,Uttar Pradesh,Kheri,776.05,164.85,3.15,75.75,3.35,0.89,4.48,31.5,485.85,710.13,146.2
230200412,230,2004,12,Uttar Pradesh,Kheri,771.06,164.85,3.47,75.8,3.18,0.95,4.19,26.82,486.38,718.54,147.7
230200512,230,2005,12,Uttar Pradesh,Kheri,771.06,164.85,3.54,75.85,3.11,0.94,4.18,28.9,484.3,714.19,147.5
230200612,230,2006,12,Uttar Pradesh,Kheri,772.34,164.85,3.52,77.22,2.96,0.94,4.19,27.24,485.94,705.75,145.2
230200712,230,2007,12,Uttar Pradesh,Kheri,772.45,164.85,3.23,77.75,3.14,0.97,3.67,27.52,485.16,709.4,146.2
230200812,230,2008,12,Uttar Pradesh,Kheri,772.79,165.21,3.8,77.81,3.1,0.93,3.74,27.51,485.17,712.76,146.9
230200912,230,2009,12,Uttar Pradesh,Kheri,772.79,165.21,3.85,78,3,0.93,3.85,28.63,484.08,706.04,145.9
230201012,230,2010,12,Uttar Pradesh,Kheri,772.79,164.74,3.9,78.14,3.05,0.96,3.72,26.77,486,716.34,147.4
230201112,230,2011,12,Uttar Pradesh,Kheri,772.79,164.79,3.59,78.67,3.22,0.93,4.14,31.75,479.71,714.99,149
230201212,230,2012,12,Uttar Pradesh,Kheri,772.79,164.79,3.86,89.53,3.03,0.96,3.72,25.84,475.64,709.33,149.1
230201312,230,2013,12,Uttar Pradesh,Kheri,772.79,164.79,3.59,89.53,3.69,0.96,4.91,19.2,480.27,702.85,146.3
230201412,230,2014,12,Uttar Pradesh,Kheri,772.79,164.79,3.59,89.58,3.85,0.9,4.8,16.35,483.58,692.8,143.3
230201512,230,2015,12,Uttar Pradesh,Kheri,772.79,165.55,3.58,90.38,2.84,0.89,1.75,18.39,486.08,705.29,145.1
230201612,230,2016,12,Uttar Pradesh,Kheri,772.79,165.49,3.51,90.69,2.76,0.89,2.03,18.58,485.58,709.04,146
231199012,231,1990,12,Uttar Pradesh,Faizabad,442.41,6.06,8.98,58.55,12.13,2.09,14.71,30.32,293.84,479.37,163.1
231199112,231,1991,12,Uttar Pradesh,Faizabad,442.37,6.06,8.69,58.27,12.4,2.16,15.17,30.19,293.46,469.25,159.9
231199212,231,1992,12,Uttar Pradesh,Faizabad,442.5,1.23,8.92,58.38,11.83,2.14,14.39,28.64,296.5,476.96,160.9
231199312,231,1993,12,Uttar Pradesh,Faizabad,442.69,1.23,7.82,61.97,9.45,2.22,17.48,31.11,293.71,466.13,158.7
231199412,231,1994,12,Uttar Pradesh,Faizabad,442.69,1.23,7.53,62.35,9.33,2.21,17.76,28.12,296.83,482.16,162.4
231199512,231,1995,12,Uttar Pradesh,Faizabad,442.69,1.23,7.49,62.4,9.36,3.24,17.67,26.88,298.11,481.88,161.6
231199612,231,1996,12,Uttar Pradesh,Faizabad,437.59,1.23,6.35,62.59,9.07,2.21,15.33,25.42,303.06,481.86,159
231199712,231,1997,12,Uttar Pradesh,Faizabad,475.07,3.21,5.78,62.48,8.94,15.98,15.23,35.69,342.99,469.7,136.9
231199812,231,1998,12,Uttar Pradesh,Faizabad,475.47,3.21,5.8,62.71,8.89,2.58,14.99,22.75,341.13,542.32,159
231199912,231,1999,12,Uttar Pradesh,Faizabad,475.47,3.77,5.13,62.71,8.77,2.55,14.25,24.52,340.8,536.83,157.5
231200012,231,2000,12,Uttar Pradesh,Faizabad,262.94,3.77,5.15,34.79,4.32,2,11.63,19.95,173.03,266.43,154
231200112,231,2001,12,Uttar Pradesh,Faizabad,262.85,3.77,5.09,35.84,4.54,2,11.16,21.31,171.02,274.79,160.7
231200212,231,2002,12,Uttar Pradesh,Faizabad,262.83,3.77,5.09,34.85,4.26,2,16.98,18.09,169.81,256.51,151.1
231200312,231,2003,12,Uttar Pradesh,Faizabad,205.2,3.04,2.5,27.33,3.71,1.67,12.98,12.7,134.24,201.87,150.4
231200412,231,2004,12,Uttar Pradesh,Faizabad,206.09,3.04,2.3,28.36,3.61,1.67,12.26,12.84,135.12,203.33,150.5
231200512,231,2005,12,Uttar Pradesh,Faizabad,206.09,3.04,2.1,31.56,3.58,1.67,9.18,16.12,131.87,207.21,157.1
231200612,231,2006,12,Uttar Pradesh,Faizabad,206.09,1.12,2.35,31.6,3.22,1.69,9.33,15.29,132.73,213.08,160.5
231200712,231,2007,12,Uttar Pradesh,Faizabad,260.27,1.12,3.58,38.36,4.13,2,9.09,21.8,170.42,263.68,154.7
231200812,231,2008,12,Uttar Pradesh,Faizabad,241.18,8.61,6.55,24.82,3.17,0.62,7.26,7.56,181.49,293.29,161.6
