Key,Dist Code,Year,State Code,State Name,Dist Name,JANUARY POTENTIAL (Millimeters),FEBRUARY POTENTIAL (Millimeters),MARCH POTENTIAL (Millimeters),APRIL POTENTIAL (Millimeters),MAY POTENTIAL (Millimeters),JUNE POTENTIAL (Millimeters),JULY POTENTIAL (Millimeters),AUGUST POTENTIAL (Millimeters),SEPTEMBER POTENTIAL (Millimeters),OCTOBER POTENTIAL (Millimeters),NOVEMBER POTENTIAL (Millimeters),DECEMBER POTENTIAL (Millimeters)
5197314,5,1973,14,Chhattisgarh,Raigarh,104.01,116.23,161.15,190.67,214.42,158.69,112.09,106.18,108.56,118.84,102.22,95.09
5197414,5,1974,14,Chhattisgarh,Raigarh,99.17,118.69,165.95,190.56,210.14,157.97,111.08,107.71,111.12,116.68,102.02,91.48
5197514,5,1975,14,Chhattisgarh,Raigarh,99.05,116.4,162.66,193.8,212.75,152.21,108.3,106,108.24,118,100.06,90.25
5197614,5,1976,14,Chhattisgarh,Raigarh,98.25,116.73,170.14,185.57,206.27,157.96,110.31,106.25,111.11,121.75,106.07,94.23
5197714,5,1977,14,Chhattisgarh,Raigarh,97.22,115.73,162.05,184.51,200.06,153.05,109.89,106.23,109.49,119.49,103.61,89.03
5197814,5,1978,14,Chhattisgarh,Raigarh,96.87,108.06,153.73,173.69,208.04,151.87,107.53,104.47,108.67,119.89,107.69,94.31
5197914,5,1979,14,Chhattisgarh,Raigarh,98.65,111.18,162.18,185.12,210.55,156.75,112.29,107.2,111.06,119.4,107.87,94.24
5198014,5,1980,14,Chhattisgarh,Raigarh,98.94,114.44,164.51,187.11,215.67,151.21,109.67,106.02,109.97,119.76,105.8,92.8
5198114,5,1981,14,Chhattisgarh,Raigarh,97.51,112.5,163.09,183.77,201.07,152.19,109.37,105.76,110.4,119.85,102.79,93.6
5198214,5,1982,14,Chhattisgarh,Raigarh,97.77,113.66,157.67,180.89,200.61,155.3,112.9,106.06,110.25,119.56,104.79,95.02
5198314,5,1983,14,Chhattisgarh,Raigarh,98.02,113.04,164.87,185.66,206.13,157.6,112.07,106.5,108.87,119.01,102.91,97.47
5198414,5,1984,14,Chhattisgarh,Raigarh,99.59,118.31,166.53,183.47,213.18,151.23,108.53,106.55,109.16,117.3,102.45,96.99
5198514,5,1985,14,Chhattisgarh,Raigarh,100.54,114.78,165.71,189.18,209.87,153.62,109.29,106.25,110.23,118.03,103.71,96.51
5198614,5,1986,14,Chhattisgarh,Raigarh,99.57,113.48,165.68,190.18,208.23,155.51,112.21,107.32,112.03,121.09,103.55,98
5198714,5,1987,14,Chhattisgarh,Raigarh,99.41,114.51,160.5,191.76,199.66,155.84,114.04,109.26,113.77,120.52,105.15,96.51
5198814,5,1988,14,Chhattisgarh,Raigarh,101.54,116.17,162.05,182.38,208.13,151.66,110.92,106.71,111.49,119.94,104.09,97.09
5198914,5,1989,14,Chhattisgarh,Raigarh,101.11,118.23,161.15,187.5,212.99,151.29,110.99,105.38,109.45,119.13,103.12,94.51
5199014,5,1990,14,Chhattisgarh,Raigarh,101.14,113.94,157.51,181.01,201.01,148.94,109.71,105.65,109.42,117.28,105.91,95.21
5199114,5,1991,14,Chhattisgarh,Raigarh,101.88,116.92,159.12,182.43,209.92,151.69,109.93,106.51,109.81,117.92,101.2,92.19
5199214,5,1992,14,Chhattisgarh,Raigarh,94.57,109.77,162.38,182.03,205.44,152.49,112.38,105.06,110.23,118.09,105.23,92.11
5199314,5,1993,14,Chhattisgarh,Raigarh,101.59,114.37,158.92,188.01,213.24,155.76,111.31,107.9,109.97,118.41,106.65,94.22
5199414,5,1994,14,Chhattisgarh,Raigarh,103.23,116.05,165.66,181.6,210.44,152.03,108.7,105.63,110.69,120.29,105.08,94.99
5199514,5,1995,14,Chhattisgarh,Raigarh,104.78,119.2,164.95,191.49,210.47,162.26,112.13,109.81,111.85,124.89,111.49,102.7
5199614,5,1996,14,Chhattisgarh,Raigarh,107.54,120.85,173.68,192.4,215.97,159.79,113.26,107.3,112.18,119.35,104.09,95
5199714,5,1997,14,Chhattisgarh,Raigarh,98.96,109.34,160.93,173.37,203.49,153.99,111.99,107.45,110.4,119.23,102.59,91.15
5199814,5,1998,14,Chhattisgarh,Raigarh,95.71,113.65,157.12,182.25,207.92,154.46,111.32,106.97,110.09,120.02,102.78,91.87
5199914,5,1999,14,Chhattisgarh,Raigarh,96.45,114.12,162.03,181.59,199.5,146.69,110.4,105.97,109.14,119.49,103.5,93.81
5200014,5,2000,14,Chhattisgarh,Raigarh,100.88,108.9,158.13,182.5,201.22,145.4,108.99,106.88,110.94,118.33,103.77,90.38
5200114,5,2001,14,Chhattisgarh,Raigarh,98.91,112.28,156.99,178.1,203.05,147.36,108.6,105.29,110.63,118.27,103.3,91.15
5200214,5,2002,14,Chhattisgarh,Raigarh,96.2,112.29,157.39,182.89,207.93,148.19,112.6,106.34,108.98,117.52,99.6,91.41
5200314,5,2003,14,Chhattisgarh,Raigarh,94.78,112.38,156.65,181.82,207.1,155.19,111.59,106.26,108.31,117.34,101.1,92.04
5200414,5,2004,14,Chhattisgarh,Raigarh,92.77,109.64,158.97,183.74,201.86,151.47,107.55,105.98,109.26,116.26,98.77,90.33
5200514,5,2005,14,Chhattisgarh,Raigarh,96.6,111.41,156.06,171.23,198.39,154.9,109.41,106.49,110.76,114.9,97.14,89.6
5200614,5,2006,14,Chhattisgarh,Raigarh,96.4,111.35,152.58,176.11,197.43,143.14,110.89,105.3,109.33,117.12,100.74,91.27
5200714,5,2007,14,Chhattisgarh,Raigarh,95.81,107.1,155.16,179.13,194.49,150.33,109.72,106.64,109.9,117.58,101.62,93.96
5200814,5,2008,14,Chhattisgarh,Raigarh,95.83,108.69,155.86,175.13,198.22,145.54,108.75,105.87,109.01,116.69,102.89,91.5
5200914,5,2009,14,Chhattisgarh,Raigarh,97.94,112.37,158.03,180.24,200.81,151.35,109.63,106.24,110.67,115.72,100.96,89.87
5201014,5,2010,14,Chhattisgarh,Raigarh,91.76,110.15,158.1,183.02,207.61,148.12,108.49,105.73,110.43,116.9,103.73,88.16
5201114,5,2011,14,Chhattisgarh,Raigarh,92.21,107.71,156.6,172.03,198.67,147.36,108.53,105.17,108.82,115.34,100.85,91.38
5201214,5,2012,14,Chhattisgarh,Raigarh,94.9,111.34,152.84,174.39,199.98,155.87,109.56,106.92,109.14,115.65,98.1,90.45
5201314,5,2013,14,Chhattisgarh,Raigarh,94.95,110.26,154.04,173.6,201.79,142.7,107.45,104.11,109.21,116.2,98.81,88.32
5201414,5,2014,14,Chhattisgarh,Raigarh,98.63,106.86,152.95,173.04,196.49,152.8,108.95,105.81,109.69,116.66,99.18,88.81
5201514,5,2015,14,Chhattisgarh,Raigarh,92.69,107.98,150.43,172.08,200.87,150,112.21,105.94,111.81,117.82,103.32,96.08
6195814,6,1958,14,Chhattisgarh,Surguja,84.3,99.67,152.97,189.17,221.57,170.04,105.35,103.18,105.13,107.29,85.27,72.24
6195914,6,1959,14,Chhattisgarh,Surguja,80.22,98.86,152.63,177.96,220.44,160.54,104.65,101.53,103.61,105.8,80.33,72.28
6196014,6,1960,14,Chhattisgarh,Surguja,77.85,99.93,145.46,184.16,211.24,159.55,105.47,101.01,105.12,106.4,81.47,72.24
6196114,6,1961,14,Chhattisgarh,Surguja,80.55,93.82,149.15,179.27,217.51,156.91,103.6,101.78,103.29,105.39,78.35,70.29
6196214,6,1962,14,Chhattisgarh,Surguja,77.68,95.69,147.91,172.59,211.57,157.24,105.49,101.71,105.27,103.73,80.9,71.93
6196314,6,1963,14,Chhattisgarh,Surguja,77.37,99.32,148.14,173.28,210.28,155.58,103.29,100.56,105.74,107.2,85.37,72.14
6196414,6,1964,14,Chhattisgarh,Surguja,82.77,99.72,154.37,187.59,211.22,157.54,104.79,99.95,104.09,108.82,84.4,74.52
6196514,6,1965,14,Chhattisgarh,Surguja,80.21,101.54,149.85,177.37,211.28,165.84,106.2,103,104.33,107.53,84.37,73.2
6196614,6,1966,14,Chhattisgarh,Surguja,78.08,103.39,154.82,178.11,219.92,161.83,108.36,101.56,106.46,107.89,88.38,73.27
6196714,6,1967,14,Chhattisgarh,Surguja,79.58,101.64,142.04,179.24,216.94,163.34,107.04,102.11,105.11,105.36,82.04,74.19
6196814,6,1968,14,Chhattisgarh,Surguja,78.73,93.84,152.74,176.19,214.53,154.67,105.51,102.13,106.47,106.23,81.69,74.85
6196914,6,1969,14,Chhattisgarh,Surguja,79.77,102.2,154.49,186.43,202.84,158.48,104.17,102.09,104.5,104.8,85.83,69.84
6197014,6,1970,14,Chhattisgarh,Surguja,79.5,97.16,145.13,181.42,215.86,152.76,106.09,101.17,104.64,105.76,81.65,70.18
6197114,6,1971,14,Chhattisgarh,Surguja,77.03,93.65,144.49,171.03,196.7,150.22,104.54,101.51,105.28,107.37,79.33,71.87
6197214,6,1972,14,Chhattisgarh,Surguja,75.72,94.15,145.96,180.38,218.23,170.61,108.51,103.22,107.39,104.6,80.63,75.48
6197314,6,1973,14,Chhattisgarh,Surguja,83.01,99.12,145.37,183.25,215.24,160.61,106,101.58,104.76,105.75,81.12,70.68
6197414,6,1974,14,Chhattisgarh,Surguja,76.94,96.71,151.93,182.78,216.83,162.51,106.71,102.01,105.71,107.01,81.98,71.33
6197514,6,1975,14,Chhattisgarh,Surguja,77.55,97.77,148.83,185.63,224.86,157.79,104.74,102.39,103.69,105.83,81.63,70.17
6197614,6,1976,14,Chhattisgarh,Surguja,77.77,99.87,151.44,180.22,212.46,166.53,105.56,102.11,106.81,108.01,85.22,74.2
6197714,6,1977,14,Chhattisgarh,Surguja,79.16,98.57,150.71,180.53,204.68,159.13,106.25,101.95,104.88,105.23,83.72,69.98
6197814,6,1978,14,Chhattisgarh,Surguja,75.18,91.37,139.14,168.91,219.08,156.95,104.74,100.62,104.73,105.97,85.4,70.82
6197914,6,1979,14,Chhattisgarh,Surguja,79.08,93.11,147.34,178.86,215.93,160.7,108.52,102.49,106.46,108.04,86.69,74.76
6198014,6,1980,14,Chhattisgarh,Surguja,80.96,98.05,149.91,184.54,227.07,152.58,105.45,101.81,105.27,106.57,84.06,72.65
6198114,6,1981,14,Chhattisgarh,Surguja,77.01,97.79,146.9,181.89,202.91,160.51,105.97,103.15,105.84,105.72,81.36,71.43
6198214,6,1982,14,Chhattisgarh,Surguja,79.76,95.24,141.22,176.48,208.3,160.61,109.69,100.7,106.73,106.55,83.44,74.21
6198314,6,1983,14,Chhattisgarh,Surguja,78.35,96.89,155.25,180.5,205.91,163.32,107.94,103.82,104.59,105.81,82.97,72.98
6198414,6,1984,14,Chhattisgarh,Surguja,78.55,96.48,154.38,179.4,221.66,152.28,106.11,102.29,105.12,106.55,82.21,75.22
6198514,6,1985,14,Chhattisgarh,Surguja,79.72,98.66,156.87,188.62,217.52,162.11,104.41,102.1,104.95,106.71,82.81,75.51
6198614,6,1986,14,Chhattisgarh,Surguja,78.07,96.07,153.07,184.44,204.4,158.5,106.48,103.02,106.88,104.77,81.4,70.97
6198714,6,1987,14,Chhattisgarh,Surguja,75.92,93.95,144.75,183.29,201.22,160.06,107.23,102.87,107.16,106.9,84.14,72.29
6198814,6,1988,14,Chhattisgarh,Surguja,78.52,97.48,147.52,176.56,210.74,152.34,104.46,101.47,106.08,105.61,82.47,72.57
6198914,6,1989,14,Chhattisgarh,Surguja,78.34,97.89,147.02,187.37,220.12,153.61,105.76,101.51,104.86,106.19,82.16,70.62
6199014,6,1990,14,Chhattisgarh,Surguja,79.81,95.09,141.59,176.43,200.16,151.76,103.26,102.26,104.03,104.77,85.87,72.26
6199114,6,1991,14,Chhattisgarh,Surguja,77.8,98.91,145.59,175.09,217.98,154.67,106.81,101.22,105.37,104.72,80.47,70.65
6199214,6,1992,14,Chhattisgarh,Surguja,75.24,92,151.16,178.93,208.95,157.89,108.28,101.3,104.75,106.3,82.38,71.09
6199314,6,1993,14,Chhattisgarh,Surguja,80.44,97.68,146.81,182.39,221.27,162.23,108.14,102.8,104.98,106.34,82.97,71.65
6199414,6,1994,14,Chhattisgarh,Surguja,82.37,95.56,152.74,173.32,216.24,153.97,103.77,100.52,106.08,106.03,81.61,70.93
6199514,6,1995,14,Chhattisgarh,Surguja,80.78,101.32,148.18,184.61,217.76,169.86,107.59,104.63,106.78,111.9,91.07,80.11
6199614,6,1996,14,Chhattisgarh,Surguja,85.51,102.27,157.89,185.36,224.71,162.11,108.69,102.68,107.4,105.59,82.99,72.1
6199714,6,1997,14,Chhattisgarh,Surguja,75.83,92.52,143.47,166.84,207.63,160.29,106.16,103.42,104.55,104.47,82.49,70.82
6199814,6,1998,14,Chhattisgarh,Surguja,75.05,92.87,140.58,172.65,207.08,159.9,106.29,102.51,105.85,107.4,84.52,69.1
6199914,6,1999,14,Chhattisgarh,Surguja,75.38,95.68,145.19,174.79,203.81,152.49,107.44,101.06,103.23,107.3,82.27,71.78
6200014,6,2000,14,Chhattisgarh,Surguja,77.52,92.71,144.97,175.99,205.68,148.28,105.53,103.38,104.71,107.7,82.65,69.65
6200114,6,2001,14,Chhattisgarh,Surguja,78.88,96.24,146.43,169.6,206.66,145.23,104.06,101.7,106.76,106.43,84.75,70.85
6200214,6,2002,14,Chhattisgarh,Surguja,76.71,95.34,143.79,177.29,212.88,154.6,108.14,101.04,103.72,105.16,80.87,71.29
6200314,6,2003,14,Chhattisgarh,Surguja,74.77,94.73,141.51,174.09,211.49,159.12,105.17,101.86,102.88,106.17,81.46,69.16
6200414,6,2004,14,Chhattisgarh,Surguja,73.18,93.59,149.21,180.09,207.6,154.35,105.4,100.86,106.23,102.95,79.35,69.59
6200514,6,2005,14,Chhattisgarh,Surguja,75.75,95.51,141.95,166.8,203.39,158.91,104.01,102.26,105.31,103.06,78.66,67.03
6200614,6,2006,14,Chhattisgarh,Surguja,75.44,96.51,136.82,166.47,196.61,146.56,104.06,101.33,105.46,105.13,80.66,70.02
6200714,6,2007,14,Chhattisgarh,Surguja,74.15,92.08,137.58,173,195.77,152.85,104.59,102.48,105.17,103.93,80.21,68.72
6200814,6,2008,14,Chhattisgarh,Surguja,74.15,88.79,141.01,165.12,200.33,141.55,102.73,100.93,104.18,103.65,80.72,70.05
6200914,6,2009,14,Chhattisgarh,Surguja,77.55,95.38,140.33,169.47,202.83,155.29,105.58,103.24,105.63,103.07,80.38,69.12
6201014,6,2010,14,Chhattisgarh,Surguja,69.86,92.72,143.36,175.45,202.82,152.95,106.17,102.22,104.52,104.61,82.88,66.57
6201114,6,2011,14,Chhattisgarh,Surguja,71.09,91.63,141.65,163.75,197.5,149.67,104.62,101.06,104.2,103.97,80.62,66.93
6201214,6,2012,14,Chhattisgarh,Surguja,72.74,91.78,137.47,166.69,204.16,158.93,103.53,100.51,103.26,102.1,78.04,67.92
6201314,6,2013,14,Chhattisgarh,Surguja,73.28,90.39,137.82,164.24,203.23,144.97,103.41,100.22,104.64,102.46,76.38,66.27
6201414,6,2014,14,Chhattisgarh,Surguja,71.18,88.43,133.17,164.01,199.44,155.13,104.71,102.87,102.96,104.86,78.1,64.94
6201514,6,2015,14,Chhattisgarh,Surguja,69.95,90.9,134.29,162.37,202.8,150.32,105.6,102.18,105.05,104.66,80.34,68.45
719586,7,1958,6,Madhya Pradesh,Jabalpur,81.26,102.79,152.31,189.24,231.48,197.6,111.52,102.93,112.01,113.36,87.89,72.36
719596,7,1959,6,Madhya Pradesh,Jabalpur,81.47,99.09,154.71,178.12,239.3,183.24,109.78,101.3,111.34,113.47,84.35,73.92
719606,7,1960,6,Madhya Pradesh,Jabalpur,77.3,99.09,148.52,182.15,233.69,188.17,111.27,101.87,114.29,113.12,86.77,73.01
719616,7,1961,6,Madhya Pradesh,Jabalpur,80.72,95.68,155.34,174.57,228.4,180.51,109.56,102.21,111.41,112.13,80.06,67.78
719626,7,1962,6,Madhya Pradesh,Jabalpur,75.77,93,142.09,173.14,223.12,191.59,111.72,103.13,109.68,109.98,82.13,69.49
719636,7,1963,6,Madhya Pradesh,Jabalpur,77.51,100.64,151.95,172.83,228.68,182.91,112.75,101.14,111.42,116.18,87.54,73.21
719646,7,1964,6,Madhya Pradesh,Jabalpur,84.22,104.24,162.88,194.2,244.21,184.65,110.02,100.51,113.54,119.26,91.88,78.48
719656,7,1965,6,Madhya Pradesh,Jabalpur,85.42,105.05,157.76,180.28,232.98,194.5,112.48,103.8,112.29,115.36,89.09,76.09
719666,7,1966,6,Madhya Pradesh,Jabalpur,82.77,105.67,158.41,181.31,253.39,183.38,116.24,102.78,115.3,122.33,96.38,78.72
719676,7,1967,6,Madhya Pradesh,Jabalpur,81.03,99.93,140.57,170.95,238.17,181.56,110.59,101.13,110.26,112.69,84.57,75.8
719686,7,1968,6,Madhya Pradesh,Jabalpur,73.25,89.72,145.41,165.24,221.78,181.12,111.07,102.05,113.88,111.42,82.59,72.02
719696,7,1969,6,Madhya Pradesh,Jabalpur,78.32,96.87,149.08,177.43,220.29,182.02,109.58,101.63,110.22,111.41,88.45,69.22
719706,7,1970,6,Madhya Pradesh,Jabalpur,77.07,91.89,139.09,165.43,220.26,163.75,112.71,100.86,110.71,112.69,80.37,67.44
719716,7,1971,6,Madhya Pradesh,Jabalpur,74.53,94.21,138.79,169.17,206.65,164.34,109.79,101.48,110.61,112.82,80.88,73.8
719726,7,1972,6,Madhya Pradesh,Jabalpur,73.04,91.54,142.02,171.57,229.04,185.58,114.19,101.82,111.86,111.99,82.99,77
719736,7,1973,6,Madhya Pradesh,Jabalpur,79.69,96.5,144.85,177.2,236.48,188.91,109.26,100.49,112.66,112.23,82.99,69.86
719746,7,1974,6,Madhya Pradesh,Jabalpur,73.62,92.64,149.14,180.49,227.64,181.54,110.41,102.49,114.32,112.26,82.4,69.82
719756,7,1975,6,Madhya Pradesh,Jabalpur,73.71,93.27,145.48,180.19,237.93,178.01,108.8,101.08,109.29,113.89,82.68,67.2
719766,7,1976,6,Madhya Pradesh,Jabalpur,75.36,95.95,147.15,175.23,236.83,185.97,110.83,103.12,113.7,113.82,90.86,75.09
719776,7,1977,6,Madhya Pradesh,Jabalpur,77.1,97.3,151.48,175.19,221.71,178.86,112.1,102.45,112.06,112.84,89.34,70.39
719786,7,1978,6,Madhya Pradesh,Jabalpur,74.02,90.15,139.38,164.01,232.43,173.63,108.86,100.95,112.16,114.14,90.72,70.33
719796,7,1979,6,Madhya Pradesh,Jabalpur,80.43,93.45,148.82,180.76,211.31,178.14,112.31,103.04,116.8,120.47,90.5,73.47
719806,7,1980,6,Madhya Pradesh,Jabalpur,80.28,98.49,155.89,188.38,245.11,171.62,110.85,103.01,115.78,118.24,88.05,73
719816,7,1981,6,Madhya Pradesh,Jabalpur,76,98.91,148.32,183.51,228.24,188.19,111.87,102.97,113.93,113.17,82.65,70.54
719826,7,1982,6,Madhya Pradesh,Jabalpur,78.48,92.28,145.04,176.42,210.75,185.02,117,102.91,114.53,113.43,84.49,73.17
719836,7,1983,6,Madhya Pradesh,Jabalpur,77.28,95.45,155.47,178.49,222.11,182.25,114.05,103.27,110.74,112.49,82.53,70.86
719846,7,1984,6,Madhya Pradesh,Jabalpur,77.45,95.42,149.06,177.69,246.64,182.22,113.51,101.29,112.46,114.97,84.58,74.28
719856,7,1985,6,Madhya Pradesh,Jabalpur,80.5,94.93,154.47,181.18,234.14,189.23,110.86,102.6,114.88,112.63,82.96,74.65
719866,7,1986,6,Madhya Pradesh,Jabalpur,77.24,94.82,151.44,179.53,224.41,181.19,111.71,103.21,115.35,115.56,88.88,74.18
719876,7,1987,6,Madhya Pradesh,Jabalpur,75.96,94.46,144.95,184.04,214.1,189.82,119.33,105.83,119.16,115.53,89.28,69.6
719886,7,1988,6,Madhya Pradesh,Jabalpur,78.21,100.62,155.95,183.79,240.8,177.67,109.8,103.11,114.46,114.91,83.08,70.28
719896,7,1989,6,Madhya Pradesh,Jabalpur,76.92,97.61,143.76,177.81,228.11,182.41,113.59,102.92,113.46,115.36,88.22,70.8
719906,7,1990,6,Madhya Pradesh,Jabalpur,82.5,95.53,148.84,178.37,222.72,174.23,109.48,102.38,111.35,113.8,91,73.63
719916,7,1991,6,Madhya Pradesh,Jabalpur,78,98.8,147.88,171.32,229.06,181.38,114.21,102.67,114.43,114.09,85.39,71.8
719926,7,1992,6,Madhya Pradesh,Jabalpur,75.75,92.91,150.72,175.13,222,184.26,115.87,101.7,111.41,113.17,84.53,70.07
719936,7,1993,6,Madhya Pradesh,Jabalpur,78.89,97.57,146.07,183.57,245.59,191.37,115.26,105.54,112.52,115.97,86.92,72.06
719946,7,1994,6,Madhya Pradesh,Jabalpur,80.52,97.28,159.33,174.86,235.73,178.07,108.5,100.87,112.47,115.86,86.63,73.12
719956,7,1995,6,Madhya Pradesh,Jabalpur,80.33,99.52,150.83,177.9,234.49,196.44,115.61,104.92,116.31,123.55,97.3,82.23
719966,7,1996,6,Madhya Pradesh,Jabalpur,85.9,102.99,161.73,183.86,240.71,188.5,114.67,102.38,115.04,112.49,84.89,69.82
719976,7,1997,6,Madhya Pradesh,Jabalpur,73.68,92.26,142.75,163.47,219.86,178.42,111.64,103.47,111.34,108.8,85.34,70.13
719986,7,1998,6,Madhya Pradesh,Jabalpur,75.05,92.59,140.8,169.08,222.89,183.78,112.43,104,112.12,118.7,87.24,69.37
719996,7,1999,6,Madhya Pradesh,Jabalpur,73.81,95.78,148.13,176.72,229.88,179.1,112.04,103.04,111.33,112.91,86.43,69.57
720006,7,2000,6,Madhya Pradesh,Jabalpur,78.85,94.55,152.42,182.25,227.29,171.86,110,104.33,112.6,116.46,86.4,70.95
720016,7,2001,6,Madhya Pradesh,Jabalpur,75.29,96.52,144.92,165.37,225.02,162.81,108.75,102.84,115.87,113.14,85.85,70.82
720026,7,2002,6,Madhya Pradesh,Jabalpur,76.42,95.85,147.03,174.6,241.61,175.48,121.76,101.03,111.13,113.18,83.8,73.48
720036,7,2003,6,Madhya Pradesh,Jabalpur,72.85,93.77,142.61,170.47,227.16,184.76,110.8,100.77,107.97,111.92,83.88,69.72
720046,7,2004,6,Madhya Pradesh,Jabalpur,74.16,90.31,145.44,182.63,222.49,177.49,111.51,100.93,113.95,110.49,83.18,68.66
720056,7,2005,6,Madhya Pradesh,Jabalpur,76.16,95.25,148.75,163.95,217.37,185.87,110.17,103.92,113.02,112.16,81.16,67.28
720066,7,2006,6,Madhya Pradesh,Jabalpur,75.16,96.67,141.15,173.56,222.83,178.17,113.01,102.46,113.15,114.68,84.86,72.15
720076,7,2007,6,Madhya Pradesh,Jabalpur,74.32,93.73,141.03,171.16,224.05,187.61,112,102.27,111.81,109.17,80.19,69.53
720086,7,2008,6,Madhya Pradesh,Jabalpur,73.88,87.72,143.77,165.92,227.33,162.91,113.15,104.18,113.14,111.48,83.62,69.78
720096,7,2009,6,Madhya Pradesh,Jabalpur,77.57,94.46,144.16,169.55,220.76,190.67,111.95,105.1,115.76,110.27,82.14,70.3
720106,7,2010,6,Madhya Pradesh,Jabalpur,69.82,91.28,151.17,185.1,239.28,184.15,111.51,103.24,110.52,113.19,87.74,68.51
720116,7,2011,6,Madhya Pradesh,Jabalpur,71.59,93.31,145.56,165.22,217.11,167.74,109.45,101.7,110.81,110.52,82.76,66.38
720126,7,2012,6,Madhya Pradesh,Jabalpur,72.88,91.17,139.72,167.99,217.26,179.36,108.48,100.71,110.98,109.43,81.18,68.41
720136,7,2013,6,Madhya Pradesh,Jabalpur,72.87,91.31,136.47,159.69,224.97,165.44,108.01,98.71,113.13,112.94,79.23,68.26
720146,7,2014,6,Madhya Pradesh,Jabalpur,86.05,89.83,135.98,160.86,210.74,177.18,108.52,103.72,111.62,112.94,81.92,65.24
720156,7,2015,6,Madhya Pradesh,Jabalpur,69.25,90.09,132.05,164.47,220.49,168.09,110.9,102.54,113.32,113.94,85.36,69.33
819586,8,1958,6,Madhya Pradesh,Balaghat,87.97,109.71,157.13,194.98,229.71,186.55,109.16,103.06,108.69,110.32,90.99,76.25
819596,8,1959,6,Madhya Pradesh,Balaghat,86.95,107.94,159.58,181.7,240.82,171.41,108.98,101.57,108.66,109.87,85.9,77.56
819606,8,1960,6,Madhya Pradesh,Balaghat,82.9,104.81,151.76,183.76,225.35,174.9,109.42,103.66,111.11,108.53,88.93,78.73
819616,8,1961,6,Madhya Pradesh,Balaghat,86.75,101.92,159.43,179.28,223.34,170.75,107.5,103.01,109.27,108.27,82.24,74.13
819626,8,1962,6,Madhya Pradesh,Balaghat,81.65,101.47,149.3,177.35,220.13,174.71,109.32,102.68,107.82,107.5,84.55,75.33
819636,8,1963,6,Madhya Pradesh,Balaghat,82.48,104.34,154.89,178.47,229.8,170.85,109.15,101.17,109.59,111.63,87.37,77.39
819646,8,1964,6,Madhya Pradesh,Balaghat,88.87,108.63,162.4,194.15,239.35,174.89,108.09,100.86,109.46,112.44,93.16,81.03
819656,8,1965,6,Madhya Pradesh,Balaghat,88.34,110.39,158.47,178.96,229.94,180.24,110.48,104.03,109.36,110.99,88.3,81.56
819666,8,1966,6,Madhya Pradesh,Balaghat,87.81,110.34,163.49,189.74,251.63,176.55,113.13,103.06,111.74,115.41,96.43,81.56
819676,8,1967,6,Madhya Pradesh,Balaghat,85.83,104.55,145.13,179.29,239.16,171.75,109.02,101.82,108.72,108.71,85.86,80.46
819686,8,1968,6,Madhya Pradesh,Balaghat,79.55,97.62,149.95,170.84,218.24,170.57,109.7,103.79,111,108.15,85.48,77.43
819696,8,1969,6,Madhya Pradesh,Balaghat,83.16,107.26,153.92,186.52,213.46,169.39,108.24,102.32,108.06,107.98,92.19,75.8
819706,8,1970,6,Madhya Pradesh,Balaghat,83.03,102.38,148.35,176.37,220.92,156.63,109.67,101.12,108.15,109.22,83.28,71.92
819716,8,1971,6,Madhya Pradesh,Balaghat,81.01,101.68,144.49,177.48,205.08,159.51,108.08,102,109.27,108.93,83.93,78.82
819726,8,1972,6,Madhya Pradesh,Balaghat,80.24,100.04,148.69,176.67,227.32,175.03,111.74,103.38,109.86,108.59,86.11,82.11
819736,8,1973,6,Madhya Pradesh,Balaghat,86.17,105.39,152.81,187.15,233.75,178.08,109.71,101.78,110.04,108.9,86.04,75.82
819746,8,1974,6,Madhya Pradesh,Balaghat,80.09,101.8,155.61,184.5,226.14,170.05,109.23,103.09,111.75,109.16,85.64,73.44
819756,8,1975,6,Madhya Pradesh,Balaghat,79.73,101.46,151.11,188.22,237.13,172.44,107.3,102.16,106.99,109.66,84.65,70.97
819766,8,1976,6,Madhya Pradesh,Balaghat,79.09,103.03,153.03,179.21,234.31,176.8,108.13,102.13,110.71,110.63,92.47,78.23
819776,8,1977,6,Madhya Pradesh,Balaghat,81.99,103.12,155.68,183.17,212.53,170.27,109.79,102.99,109.84,109.12,92.69,74.76
819786,8,1978,6,Madhya Pradesh,Balaghat,79.61,97.17,144.32,167.78,228.23,166.2,107.06,101.47,109.85,110.44,91.09,75.27
819796,8,1979,6,Madhya Pradesh,Balaghat,84.91,100.35,153.12,184.96,210.91,169.78,110.22,103.4,112.13,112.51,91.35,76.15
819806,8,1980,6,Madhya Pradesh,Balaghat,84.51,103.63,156.57,189.22,238.96,163.35,108,102.24,111.68,111.31,89.11,77.99
819816,8,1981,6,Madhya Pradesh,Balaghat,82,104.05,151.53,186.62,218.4,176.89,109.14,102.59,110.26,108.5,85.38,76.88
819826,8,1982,6,Madhya Pradesh,Balaghat,83.39,99.87,147.94,180.96,209.39,174.77,113.69,103.27,110.72,109.58,87.19,78.07
819836,8,1983,6,Madhya Pradesh,Balaghat,84.11,102.55,161.07,185.88,220.96,174.13,111.66,104.05,108.8,109.75,86.62,76.85
819846,8,1984,6,Madhya Pradesh,Balaghat,82.78,103.58,151.34,180.66,236.92,171.71,109.35,102.51,109.59,110.03,85.35,78.35
