Key,  State Code,  State name,  District code,  District name,  Year, Potato Area (000Ha), Potato Production (000Tonnes), Sweet Potato Area (000Ha), Sweet Potato Production (000Tonnes), Onion Area (000Ha), Onion Production (000Tonnes), Green onion Area (000Ha), Green onion Production (000Tonnes), Tomato Area (000Ha), Tomato Production (000Tonnes), Ladys finger Area (000Ha), Ladys finger Production (000Tonnes), Brinjal Area (000Ha), Brinjal Production (000Tonnes), Cauliflower Area (000Ha), Cauliflower Production (000Tonnes), Cabbage Area (000Ha), Cabbage Production (000Tonnes), Knol Khol Area (000Ha), Knol Khol Production (000Tonnes), Pumpkin Area (000Ha), Pumpkin Production (000Tonnes), Mushroom Area (000Ha), Mushroom Production (000Tonnes), Drum Stick Area (000Ha), Drum Stick Production (000Tonnes), Ridge Gourd Area (000Ha), Ridge Gourd Production (000Tonnes), Ghosali Area (000Ha), Ghosali Production (000Tonnes), Sponge Gourd Area (000Ha), Sponge Gourd Production (000Tonnes), Bottle Gourd Area (000Ha), Bottle Gourd Production (000Tonnes), Bitter Gourd Area (000Ha), Bitter Gourd Production (000Tonnes), Snake gourd Area (000Ha), Snake gourd Production (000Tonnes), Tinda Area (000Ha), Tinda Production (000Tonnes), Kundru/Perwal Area (000Ha), Kundru/Perwal Production (000Tonnes), Cucurbits Area (000Ha), Cucurbits Production (000Tonnes), Pointed gourd Area (000Ha), Pointed gourd Production (000Tonnes), Ashgourd Area (000Ha), Ashgourd Production (000Tonnes), Little Gourd Area (000Ha), Little Gourd Production (000Tonnes),Gourds &  Coccinia Area (000Ha),Gourds &  Coccinia Production (000Tonnes),Other Gourd Varieties Area (000Ha),Other Gourd Varieties Production (000Tonnes), Gourds Area (000Ha), Gourds Production (000Tonnes), Cowpea Area (000Ha), Cowpea Production (000Tonnes), Green Peas Area (000Ha), Green Peas Production (000Tonnes), Peas Area (000Ha), Peas Production (000Tonnes), Cluster beans Area (000Ha), Cluster beans Production (000Tonnes), Beans Area (000Ha), Beans Production (000Tonnes), French Bean Area (000Ha), French Bean Production (000Tonnes),Beans (All Inc Lab-lab(Sem) Area (000Ha),Beans (All Inc Lab-lab(Sem) Production (000Tonnes), Lab Lab Area (000Ha), Lab Lab Production (000Tonnes), Avarai Area (000Ha), Avarai Production (000Tonnes), Karamani Area (000Ha), Karamani Production (000Tonnes), Mogri Area (000Ha), Mogri Production (000Tonnes), Kakri Area (000Ha), Kakri Production (000Tonnes), Kheera Area (000Ha), Kheera Production (000Tonnes), Gherkins Area (000Ha), Gherkins Production (000Tonnes),Long melon (Kakri) Area (000Ha),Long melon (Kakri) Production (000Tonnes), Kachari Area (000Ha), Kachari Production (000Tonnes), Cucumber Area (000Ha), Cucumber Production (000Tonnes), Leafy Veg. Area (000Ha), Leafy Veg. Production (000Tonnes), Spinach (Palak) Area (000Ha), Spinach (Palak) Production (000Tonnes), Math/Rajgira Area (000Ha), Math/Rajgira Production (000Tonnes), Methi Area (000Ha), Methi Production (000Tonnes), Amaranthus Area (000Ha), Amaranthus Production (000Tonnes), Jimikand Area (000Ha), Jimikand Production (000Tonnes), Yam Area (000Ha), Yam Production (000Tonnes), Elephant Yam Area (000Ha), Elephant Yam Production (000Tonnes), Ratalu Area (000Ha), Ratalu Production (000Tonnes), Tapioca Area (000Ha), Tapioca Production (000Tonnes), Amorphospholus Area (000Ha), Amorphospholus Production (000Tonnes), Mooli Area (000Ha), Mooli Production (000Tonnes), Colocasia Area (000Ha), Colocasia Production (000Tonnes), Arbi Area (000Ha), Arbi Production (000Tonnes), Turnip Area (000Ha), Turnip Production (000Tonnes), Radish Area (000Ha), Radish Production (000Tonnes), Carrot Area (000Ha), Carrot Production (000Tonnes),"Radish, Turnip & Carrot Area (000Ha)","Radish, Turnip & Carrot Production (000Tonnes)","  Root 
crops Area (000Ha)","  Root 
crops Production (000Tonnes)",Other Root crops Area (000Ha),Other Root crops Production (000Tonnes), Beetroot Area (000Ha), Beetroot Production (000Tonnes), Wall (pawata) Area (000Ha), Wall (pawata) Production (000Tonnes), Wal Area (000Ha), Wal Production (000Tonnes), Vine Crops Area (000Ha), Vine Crops Production (000Tonnes), Oal Area (000Ha), Oal Production (000Tonnes), Green Chillies Area (000Ha), Green Chillies Production (000Tonnes),Capsicum &  Chillies Area (000Ha),Capsicum &  Chillies Production (000Tonnes), Capsicum Area (000Ha), Capsicum Production (000Tonnes), Shimla Mirchi Area (000Ha), Shimla Mirchi Production (000Tonnes), Water Melon Area (000Ha), Water Melon Production (000Tonnes), Musk Melon Area (000Ha), Musk Melon Production (000Tonnes), Turmeric Area (000Ha), Turmeric Production (000Tonnes), Garlic Area (000Ha), Garlic Production (000Tonnes), Curry leaves Area (000Ha), Curry leaves Production (000Tonnes), Mint Area (000Ha), Mint Production (000Tonnes),Green Coriander Area (000Ha),Green Coriander Production (000Tonnes),Other Vegetables Area (000Ha),Other Vegetables Production (000Tonnes),Total  Vegetables Area (000Ha),Total  Vegetables Production (000Tonnes),
54620099,9,Punjab,546,Fatehgarh Sahib,2009,3.96,101.71,.,.,0.23,4.71,.,.,0.14,3.05,0.12,0.96,0.11,1.38,0.70,15.10,0.41,8.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.13,0.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.29,3.31,.,.,.,.,.,.,.,.,0.29,3.25,.,.,0.14,0.23,.,.,.,.,.,.,.,.,.,.,.,.,0.28,3.26,.,.,.,.,.,.,0.10,0.22,6.88,146.28,
54620109,9,Punjab,546,Fatehgarh Sahib,2010,3.97,98.41,.,.,0.23,4.76,.,.,0.16,3.50,0.11,1.17,0.10,2.00,0.91,15.82,0.39,6.66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.13,1.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.31,4.35,.,.,.,.,.,.,.,.,0.30,3.47,.,.,0.19,0.31,.,.,.,.,.,.,0.00,0.00,0.02,0.26,.,.,0.29,3.42,.,.,.,.,.,.,0.13,0.30,7.22,145.79,
54620119,9,Punjab,546,Fatehgarh Sahib,2011,4.20,104.24,.,.,0.20,4.17,.,.,0.17,3.77,0.11,1.12,0.12,2.54,0.91,15.98,0.23,4.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.14,1.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.31,4.34,.,.,.,.,.,.,.,.,0.28,3.20,.,.,0.19,0.32,.,.,.,.,.,.,0.00,0.00,0.03,0.47,.,.,0.29,3.41,.,.,.,.,.,.,0.10,0.23,7.29,149.24,
54620129,9,Punjab,546,Fatehgarh Sahib,2012,0.21,4.62,.,.,0.01,0.25,.,.,0.12,2.64,0.08,0.85,0.02,0.48,0.27,4.60,0.05,0.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.12,1.87,.,.,.,.,.,.,.,.,0.15,2.03,.,.,0.01,0.02,.,.,.,.,.,.,.,.,.,.,.,.,0.10,1.04,.,.,.,.,.,.,0.01,0.03,1.17,19.43,
54620139,9,Punjab,546,Fatehgarh Sahib,2013,4.11,102.25,.,.,0.29,5.82,.,.,0.03,0.80,0.16,1.59,0.15,3.05,1.01,18.67,0.26,4.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.17,1.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.35,6.07,.,.,.,.,.,.,.,.,0.34,4.07,.,.,0.16,0.27,.,.,.,.,.,.,.,.,.,.,.,.,0.38,4.45,.,.,.,.,.,.,0.12,0.27,7.52,153.63,
54620149,9,Punjab,546,Fatehgarh Sahib,2014,4.48,111.63,.,.,0.33,6.79,.,.,0.05,1.08,0.17,1.76,0.12,2.48,1.16,21.42,0.39,6.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.17,1.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.37,6.49,.,.,.,.,.,.,.,.,0.36,4.32,.,.,0.17,2.81,.,.,.,.,.,.,.,.,.,.,.,.,0.37,4.33,.,.,.,.,.,.,0.14,0.33,8.27,171.97,
54620159,9,Punjab,546,Fatehgarh Sahib,2015,4.50,114.23,.,.,0.33,7.53,.,.,0.05,1.13,0.18,1.80,0.12,2.66,1.17,21.58,0.39,7.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.17,1.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.38,7.47,.,.,.,.,.,.,.,.,0.37,4.54,.,.,0.17,0.31,.,.,.,.,.,.,0.04,0.65,0.06,0.93,.,.,0.37,4.46,.,.,.,.,.,.,0.14,0.39,8.45,176.60,
54620169,9,Punjab,546,Fatehgarh Sahib,2016,4.76,120.80,.,.,0.35,7.78,.,.,0.06,1.29,0.19,1.90,0.14,2.90,1.19,21.87,0.41,0.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.25,2.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.43,8.32,.,.,.,.,.,.,.,.,0.38,4.63,.,.,0.19,0.34,.,.,.,.,.,.,0.04,0.68,0.06,1.02,.,.,0.37,4.51,.,.,.,.,.,.,0.17,0.46,8.95,179.68,
101720009,9,Punjab,1017,Nawan Shehar,2000,1.87,32.07,.,.,0.11,1.62,.,.,0.10,2.42,0.05,0.41,0.14,2.04,0.08,1.83,0.16,2.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.76,10.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.57,34.56,.,.,.,.,.,.,.,.,1.62,17.09,.,.,0.19,0.29,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.74,.,.,.,.,.,.,0.03,0.04,7.74,105.77,
101720019,9,Punjab,1017,Nawan Shehr,2001,1.88,26.58,.,.,0.12,1.94,.,.,0.11,2.56,0.06,0.43,0.15,2.13,0.09,2.06,0.20,3.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.88,10.93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.58,34.76,.,.,.,.,.,.,.,.,1.66,17.47,.,.,0.21,0.31,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.77,.,.,.,.,.,.,0.03,0.04,8.02,103.73,
101720029,9,Punjab,1017,Nawan Shehr,2002,1.89,26.79,.,.,0.19,3.09,.,.,0.58,13.96,0.26,2.02,0.17,2.43,0.31,7.36,0.20,3.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.74,10.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.38,30.43,.,.,.,.,.,.,.,.,0.68,7.16,.,.,0.24,0.36,.,.,.,.,.,.,0.04,0.80,0.13,2.54,.,.,0.04,0.50,.,.,.,.,.,.,0.18,0.28,8.05,111.59,
101720039,9,Punjab,1017,Nawan Shehr,2003,1.90,26.42,.,.,0.19,3.11,.,.,0.59,14.18,0.27,2.10,0.17,2.46,0.33,7.71,0.21,3.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.76,10.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.41,31.02,.,.,.,.,.,.,.,.,0.68,7.22,.,.,0.24,0.36,.,.,.,.,.,.,0.05,0.98,0.13,2.56,.,.,0.05,0.51,.,.,.,.,.,.,0.18,0.28,8.15,112.91,
101720049,9,Punjab,1017,Nawan Shehr,2004,1.92,29.61,.,.,0.20,3.27,.,.,0.62,14.90,0.28,2.19,0.17,2.48,0.35,8.09,0.21,3.89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.84,10.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.48,32.59,.,.,.,.,.,.,.,.,0.67,7.05,.,.,0.26,0.38,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.53,.,.,.,.,.,.,0.19,0.29,8.24,116.00,
101720059,9,Punjab,1017,Nawan Shehar,2005,1.98,32.52,.,.,0.20,3.31,.,.,0.64,15.43,0.29,2.27,0.17,2.54,0.35,8.28,0.22,4.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.89,11.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.49,32.77,.,.,.,.,.,.,.,.,0.68,7.17,.,.,0.26,0.40,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.56,.,.,.,.,.,.,0.19,0.30,8.43,120.57,
101720069,9,Punjab,1017,Nawan Shehar,2006,2.03,27.39,.,.,0.21,3.96,.,.,0.67,16.72,0.21,1.59,0.18,2.68,0.38,9.29,0.22,4.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.31,13.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.73,18.40,.,.,.,.,.,.,.,.,0.80,8.51,.,.,0.27,0.41,.,.,.,.,.,.,0.09,1.95,0.15,2.99,.,.,0.05,0.58,.,.,.,.,.,.,0.14,0.35,9.45,112.37,
101720079,9,Punjab,1017,Nawan Shehr,2007,2.08,34.94,.,.,0.22,4.07,.,.,0.68,17.10,0.21,1.65,0.19,2.80,0.39,9.63,0.23,4.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.33,13.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.74,18.56,.,.,.,.,.,.,.,.,0.83,8.82,.,.,0.28,0.42,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.60,.,.,.,.,.,.,0.15,0.36,9.39,116.82,
101720089,9,Punjab,1017,Nawan Shehar,2008,2.17,53.23,.,.,0.21,3.83,.,.,0.62,15.53,0.15,1.19,0.14,2.00,0.37,9.10,0.21,3.79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.09,12.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.03,21.68,.,.,.,.,.,.,.,.,1.08,11.40,.,.,0.21,0.33,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.75,.,.,.,.,.,.,0.08,0.21,9.42,135.51,
101720099,9,Punjab,1017,S.B.S. Nagar,2009,2.24,54.82,.,.,0.25,4.61,.,.,0.20,5.10,0.12,0.97,0.13,1.93,0.24,5.88,0.12,2.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.83,10.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.02,21.53,.,.,.,.,.,.,.,.,1.21,12.84,.,.,0.21,0.34,.,.,.,.,.,.,.,.,.,.,.,.,0.12,1.28,.,.,.,.,.,.,0.09,0.22,8.77,122.55,
101720109,9,Punjab,1017,"S.B.S 
Nagar",2010,2.25,55.11,.,.,0.31,6.02,.,.,0.21,5.28,0.09,0.93,0.19,3.90,0.09,1.54,0.21,3.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.86,18.79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.14,23.14,.,.,.,.,.,.,.,.,1.29,13.84,.,.,0.17,0.27,.,.,.,.,.,.,0.07,1.16,0.08,1.30,.,.,0.13,1.47,.,.,.,.,.,.,0.18,0.44,9.28,136.71,
101720119,9,Punjab,1017,"S.B.S 
Nagar",2011,2.26,55.52,.,.,0.32,6.07,.,.,0.21,5.28,0.09,0.94,0.14,3.03,0.10,1.69,0.12,2.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.88,19.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.02,21.85,.,.,.,.,.,.,.,.,1.45,17.15,.,.,0.26,0.42,.,.,.,.,.,.,0.08,1.22,0.12,2.01,.,.,0.14,1.61,.,.,.,.,.,.,0.18,0.47,9.40,138.28,
101720129,9,Punjab,1017,"S.B.S 
Nagar",2012,0.49,11.61,.,.,1.68,37.16,.,.,0.18,4.23,0.16,1.65,0.19,3.98,0.72,12.92,0.62,10.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.59,6.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.47,9.45,.,.,.,.,.,.,.,.,1.21,19.94,.,.,0.76,1.32,.,.,.,.,.,.,.,.,.,.,.,.,0.13,1.32,.,.,.,.,.,.,0.17,0.46,7.36,121.02,
101720139,9,Punjab,1017,S.B.S Nagar,2013,2.34,57.42,.,.,0.29,5.87,.,.,0.24,5.99,0.11,1.11,0.19,4.00,0.27,4.52,0.14,2.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.92,19.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.20,23.59,.,.,.,.,.,.,.,.,1.56,18.90,.,.,0.24,0.39,.,.,.,.,.,.,.,.,.,.,.,.,0.16,1.73,.,.,.,.,.,.,0.19,0.49,9.85,145.73,
101720149,9,Punjab,1017,S.B.S Nagar,2014,2.42,59.28,.,.,0.30,6.04,.,.,0.24,6.07,0.16,1.57,0.20,4.30,0.29,4.80,0.14,2.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.01,20.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.23,23.94,.,.,.,.,.,.,.,.,1.59,19.27,.,.,0.25,0.40,.,.,.,.,.,.,.,.,.,.,.,.,0.17,1.89,.,.,.,.,.,.,0.20,0.52,10.19,150.79,
101720159,9,Punjab,1017,S.B.S Nagar,2015,2.44,62.30,.,.,0.30,6.16,.,.,0.24,6.20,0.16,1.58,0.21,4.58,0.30,4.97,0.14,2.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.31,23.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.24,44.32,.,.,.,.,.,.,.,.,1.59,21.02,.,.,0.25,0.45,.,.,.,.,.,.,0.05,0.75,0.07,1.23,.,.,0.17,1.93,.,.,.,.,.,.,0.20,0.61,10.69,181.75,
101720169,9,Punjab,1017,S.B.S Nagar,2016,2.52,64.13,.,.,0.32,6.41,.,.,0.25,6.38,0.17,1.68,0.22,4.75,0.32,5.21,0.15,2.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.59,26.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.37,46.95,.,.,.,.,.,.,.,.,1.62,21.36,.,.,0.26,0.47,.,.,.,.,.,.,0.05,0.78,0.08,1.27,.,.,0.18,2.03,.,.,.,.,.,.,0.24,0.70,11.29,190.78,
101820009,9,Punjab,1018,Muktsar,2000,0.14,2.74,.,.,0.05,0.80,.,.,0.04,0.93,0.04,0.29,0.01,0.21,0.02,0.47,0.01,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.24,3.94,.,.,.,.,.,.,.,.,0.15,1.55,.,.,0.10,0.15,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.17,.,.,.,.,.,.,0.02,0.03,0.88,11.74,
101820019,9,Punjab,1018,Muktsar,2001,0.14,2.83,.,.,0.06,0.97,.,.,0.04,0.98,0.04,0.30,0.02,0.22,0.02,0.54,0.01,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.24,3.95,.,.,.,.,.,.,.,.,0.15,1.58,.,.,0.11,0.17,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.18,.,.,.,.,.,.,0.02,0.03,0.92,12.26,
